#Classification	SRR5091520_bracken_P.kreport
k__Bacteria	6409207
k__Bacteria|p__Bacteroidetes	4833452
k__Bacteria|p__Firmicutes	1227811
k__Bacteria|p__Actinobacteria	104586
k__Bacteria|p__Deinococcus-Thermus	6
k__Bacteria|p__Proteobacteria	243320
k__Bacteria|p__Verrucomicrobia	12
k__Bacteria|p__Planctomycetes	1
k__Bacteria|p__Fusobacteria	13
k__Bacteria|p__Candidatus_Saccharibacteria	4
k__Eukaryota	160
k__Eukaryota|k__Viridiplantae	125
k__Eukaryota|k__Viridiplantae|p__Streptophyta	125
k__Eukaryota|k__Fungi	35
k__Eukaryota|k__Fungi|p__Ascomycota	35
k__Viruses	180
k__Viruses|k__Heunggongvirae	180
k__Viruses|k__Heunggongvirae|p__Uroviricota	180
