#Classification	GQ12_bracken_P.kreport
k__Bacteria	1114525
k__Bacteria|p__Firmicutes	537210
k__Bacteria|p__Actinobacteria	278917
k__Bacteria|p__Tenericutes	28
k__Bacteria|p__Bacteroidetes	133447
k__Bacteria|p__Proteobacteria	147207
k__Bacteria|p__Fusobacteria	15208
k__Bacteria|p__Spirochaetes	1704
k__Bacteria|p__Candidatus_Saccharibacteria	795
k__Bacteria|p__Synergistetes	5
k__Eukaryota	7958
k__Eukaryota|k__Metazoa	7905
k__Eukaryota|k__Metazoa|p__Chordata	7905
k__Eukaryota|k__Fungi	40
k__Eukaryota|k__Fungi|p__Ascomycota	40
k__Eukaryota|k__Viridiplantae	12
k__Eukaryota|k__Viridiplantae|p__Streptophyta	12
k__Viruses	65
k__Viruses|k__Heunggongvirae	65
k__Viruses|k__Heunggongvirae|p__Peploviricota	48
k__Viruses|k__Heunggongvirae|p__Uroviricota	17
