feature	Actinomycetaceae	Alcaligenaceae	Alicyclobacillaceae	Bifidobacteriaceae	Burkholderiaceae	Burkholderiales.fam..incertae.sedis	Chlorobi.fam..incertae.sedis	Comamonadaceae	Corynebacteriaceae	Corynebacteriales.fam..incertae.sedis	Dermacoccaceae	Enterobacteriaceae	Halomonadaceae	Lactobacillaceae	Micrococcaceae	Moraxellaceae	Oxalobacteraceae	Pasteurellaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Rhodospirillaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Thermaceae	Xanthomonadaceae
SRR20002365	0	0	0	0	0.240488289952879	0.136324979262728	0	0	0.0962465412198244	0.193399407712645	0	0	0	0	0.158991329914296	0.216570692659535	0	0	0	0.621530492799529	0.751070410436058	0	0	0	0	0.0513891651884567	0
SRR20002368	0	0.0260517689382505	0	0	0.0582799232819162	0.0225608555743082	0	0	0.0225608555743082	0.0260517689382505	0.0260517689382505	0	0.0184203404798894	0	0	0.0651681726545756	0	0	0	0.0760179077466525	0.162871744547958	0	0.0344661761293317	1.35879606371372	0	0	0
SRR20002369	0	0	0	0.552389054282115	0	0	0	0	0	0	0	0.226475427259606	0	0.106829787098247	0	0	0	0.930016125284565	0.0314476821916323	0.0314476821916323	0.0222350364046742	0	0	0.131915671488333	0.0222350364046742	0	0
SRR20002371	0	0	0	0	0.137796224645885	0	0.169035471810954	0	0	0.137796224645885	0	0.169035471810954	0	0	0	0.137796224645885	0	0	0	0.357786856192814	0.38566718263112	0	0	0.47301629221915	0.651736417639747	0.218930853674688	0
SRR20002373	0	0.140182604132561	0.114333042677888	0	0.204435209785718	0.132116997273096	0.147819692495221	0.0932845213933178	0	0.132116997273096	0	0	0.132116997273096	0	0.114333042677888	0.262314570577188	0	0	0	0.24901539870109	0.856132784581776	0	0	0	0	0.372300822455669	0
SRR20002375	0	0	0.0728035939525274	0	0.163375838317066	0.179130609256308	0.163375838317066	0.10305119602369	0	0	0	0	0	0	0.10305119602369	0.193658300444327	0.10305119602369	0	0	0.295227157058991	0.933036881771186	0	0.0728035939525274	0.10305119602369	0.179130609256308	0.254721924405946	0
SRR20002377	0	0	0	0	0.0864946513179321	0	0	0	0	0	0	0	0	0	0.17364501158219	0.12247540791372	0	0	0	0.194388769270923	0.303909472826214	0	0	1.13381390670034	0	0	0
SRR20002378	0	0	0	0.234642480181151	0.288742907954002	0.165148677414627	0	0	0	0	0	0	0	0	0	0	0.165148677414627	0	0	0.234642480181151	1.02409142441577	0	0	0.116511062818379	0.116511062818379	0	0
SRR20002379	0	0.140397360618612	0	0	0.31605000996925	0.177944924601853	0	0	0	0	0	0	0.0626224612302854	0	0	0.212271396047421	0.145033799776032	0	0	0.215418886067144	1.01973149812579	0	0	0.108607796793259	0	0	0
SRR20002380	0	0	0	0.0313655887129535	0	0	0	0	0	0	0.0313655887129535	0	0	0	0.0280533151338925	0	0	0	0	0.0280533151338925	0.0768928401415621	0	0	1.47347598710428	0	0	0
SRR20002382	0	0	0.0989342753269251	0	0.219851592272147	0.121268688776428	0.27624583567716	0	0	0	0	0	0	0	0.135666225879644	0.2310458281528	0.116082088084818	0	0	0.343485352916116	0.730409332526979	0	0	0.0925256054649628	0.140144358366978	0.441946173899034	0
SRR20002384	0	0	0.0541266032294882	0	0.0827337383914345	0.0441869881344082	0.088460546981149	0	1.16462850564795	0	0	0	0	0	0	0.0989342753269251	0	0	0	0.136573300288954	0.297371356604214	0	0	0.0441869881344082	0	0.143628934669769	0
SRR20002386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210055739071239	0	0	0	0.485049786929483	1.03473483692839	0	0	0	0	0	0
SRR20002388	0	0	0.0914143583720474	0	0.205568931161174	0.11203764265091	0.0914143583720474	0.14484349699856	0	0	0	0	0	0	0.158780214645761	0.269391905586529	0.243934953208488	0	0	0.335392996373105	0.835481873978228	0.158780214645761	0	0	0	0.269391905586529	0
SRR20002391	0	0.0885038431440155	0	0	0.190479059364056	0.113680346164127	0	0.0371390699911588	0.113680346164127	0.0983968579253705	0	0	0.0525346648081213	0	0.0960180950065705	0.252680255142079	0.0831220814189608	0	0	0.636612817891788	0.749521798448595	0.11768854251476	0.0479536883904172	0.0479536883904172	0.0479536883904172	0	0
SRR20002394	0	0	0	0	0	0	0	0	1.40867777671285	0	0	0	0	0	0	0	0	0	0	0	0.0885231062999542	0	0	0.114382894722388	0.0589725330350517	0.0416877854761273	0
SRR20002396	0	0	0.0535160105073582	0	0.194078717274447	0.107186061963413	0.0846770139265684	0.113715341666691	0.0655591303025	0	0	0.524011660247344	0	0	0.107186061963413	0.219026326514652	0.0757192816509221	0	0	0.194078717274447	0.741708827182935	0	0.0846770139265684	0.100239286844373	0.19026321697776	0.238461063110104	0.0846770139265684
SRR20002397	0	0.154153411206553	0	0	0.232401790949894	0.209426559838292	0	0.0768474173561563	0.140628555734189	0	0.0887649619428389	0	0	0	0.261419826888973	0.199545572557985	0	0	0	0.308753743212173	0.897332766846873	0	0	0.194427444363588	0	0	0
SRR20002401	0	0.0295699288402011	0	0	0.125767593943207	0.0418242931078448	0	0	0.0661589882183424	0.0295699288402011	0.0724841371064	0.0904477323842945	0	0	0.0418242931078448	0.149365124946501	0.095183832515901	0	0	0.25537551848875	0.382033650576518	0	0.05916575269469	0.234955720773054	0.957172140653267	0.0341460721727569	0
SRR20002402	0	0	0	0	0.364020872714054	0	0	0	0	0	0	0	0	0	0	0.294959343719312	0	0	0	0.342319108043368	0.965311854753612	0	0	0	0	0	0
SRR20002403	0	0.313727886461595	0	0	0.387596686655181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06105664796339	0	0	0	0	0	0
SRR20002406	0	0	0.081334090725493	0	0.200344996028152	0	0.128814695327519	0	0.081334090725493	0.081334090725493	0	0	0	0	0.141188117617037	0.081334090725493	0	0	0	0.50139423283855	0.876663178384893	0.081334090725493	0	0.081334090725493	0.099668652491162	0.224375007657919	0.057480145819404
SRR20002410	0.0882278407166019	0.0683054656368151	0	0	0.118493656232571	0.0788928544311459	0	0	1.02418592913254	0.0882278407166019	0.0788928544311459	0	0	0	0.039415725560584	0.167972230390487	0	0.0788928544311459	0	0.0882278407166019	0.436286926716168	0	0	0.039415725560584	0	0	0
SRR20002412	0.125515735298924	0	0	0.324229930356599	0.116161170396836	0.0611227741173288	0	0	0.25152171376016	0.0669649979369054	0	0.0473336953836823	0	0.0669649979369054	0.0986561142070755	0.0546630550571648	0.0473336953836823	0.0473336953836823	0.112874190214132	0.188394670388589	0.333989863338599	0	0.0473336953836823	0.717277168855445	0.445677697907991	0	0
SRR20002416	0	0.210055739071239	0	0	0.210055739071239	0.12067855313101	0	0	0	0	0	0	0	0	0	0.39054614603506	0	0	0	0.243160869223831	0.98642242994645	0	0	0	0	0	0
SRR20002417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.420534335283965	0	0	0	0.447832396928932	0.933382565076914	0	0	0	0	0	0
SRR20002419	0	0.0991772610794024	0	0	0.23651047141795	0.0886776657116453	0	0	0	0.0886776657116453	0.076771891269778	0	0.0886776657116453	0.108679039713782	0.0886776657116453	0.147395742572659	0.14048970175352	0	0	0.588165991120161	0.803048888025466	0	0	0.133236080985163	0.0442952278917709	0	0
SRR20002420	0	0	0	0	0.185398509761702	0.185398509761702	0	0	0	0.185398509761702	0	0	0	0	0.0986930668387711	0.316864273622884	0	0	0	0.308572510575443	0.990097764782454	0	0	0	0	0	0
SRR20002421	0	0.167213806749779	0	0	0	0.149419964977667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1585582806377	0.480068835194422	0	0	0.992063668562748	0.105458525399318	0	0
SRR20002422	0.043227042490132	0	0	0	0.068379948041147	0.0483330691373398	0	0.0630358161593999	0.0611513384407678	0.0717230951625723	0.043227042490132	0	0.0305613737202093	0	0.0483330691373398	0.0733379155303113	0.0458509886856022	0.0404336206094369	0	0.542533525168382	0.322760710248561	0	0.0305613737202093	0.871253618335224	0.0979856271497148	0.0264658957377559	0.0152789027404395
SRR20002425	0	0.117148917809241	0	0	0.264424886090271	0.157462403701633	0	0.0827418296293667	0	0	0	0	0	0	0.193256026370072	0.241886950451772	0.14838821654507	0	0	0.287862488496576	0.918098058619102	0.14838821654507	0	0.182075843827065	0	0.064062249253054	0
SRR20002427	0.0218482485278268	0	0	0.108900134696466	0.0345492387261417	0.028904241263275	0	0	0.183482109773065	0	0.028904241263275	0	0	0.0423182150918069	0.028904241263275	0.0309005485597325	0.028904241263275	0	1.27290140329192	0.0535383761003791	0.156655247070475	0	0	0	0.0780869778147953	0	0
SRR20002430	0	0	0	0	0.230140624856547	0.0549511548168819	0	0	0.236841330811512	0.0824787372512267	0.148430486442956	0.0614450006954182	0	0	0.18527723577212	0.148430486442956	0	0.189398601712318	0	0.368436716404978	0.792939927498582	0	0	0.254427223874308	0.2590332440891	0	0
SRR20002433	0	0	0	0	0.260217647099464	0.162197820319899	0	0.130954032068196	0	0.168378061620809	0	0.0776541395292091	0	0.0896974160784579	0	0.165315764161473	0.155781554592855	0	0	0.605514658722835	0.74774975967602	0	0.0633830663247476	0.0838901470655013	0	0	0
SRR20002435	0	0	0.0215132546086685	0	0.0304266841945597	0	0.0304266841945597	0	1.35955980746316	0.0372678020218603	0	0.136474525841016	0	0.0608815826292181	0	0.0372678020218603	0	0	0	0.0372678020218603	0.105580911740013	0	0	0.0304266841945597	0	0.0569451025815133	0
SRR20002439	0	0	0	0.420534335283965	0	0	0	0	0	0	0	0	0	0	0.237941124830208	0	0	0	0	0.420534335283965	0.897444709548134	0	0	0	0	0	0
SRR20002441	0.01536341821625	0	0	0.0266123152155978	0	0	0.01536341821625	0	0.0217280093041246	0	0	1.4525167175192	0	0.0376399421194511	0	0	0	0	0.0376399421194511	0.01536341821625	0.0461047735547189	0	0	0.0799125489981113	0	0.0266123152155978	0
SRR20002442	0	0	0	0	0.226770669473833	0.19451853572894	0	0	0.115087741955328	0	0	0	0	0	0	0.231736243185313	0.132990383418328	0	0	0.246075310165798	1.06970331352954	0	0	0	0	0	0
SRR20002443	0	0	0	0	0.144892535666358	0.0686649112510464	0	0	0.722352960657685	0.110245498585278	0	0.0259354151731146	0	0.0820979832181543	0.051888296259233	0.0971834637231394	0.0899541070088118	0	0.0820979832181543	0.422485801833485	0.402339698451852	0	0	0.424281174811811	0	0	0
SRR20002446	0.072827723832404	0.198912212364096	0	0	0.146045344738073	0.0363897120871702	0	0	0.195467373345034	0.0514741951068501	0	0	0	0	0.0575562618048465	0.0814419138850197	0.0445730354571005	0	0	0.275736379518627	0.320535259436055	0	0	0.389618899825114	0.845436445087052	0	0.0575562618048465
SRR20002448	0	0	0	0	0.119183627066009	0.0307051025769687	0	0	0	0.0531995318705044	0	0.0531995318705044	0	0.110918724775454	0.202700410833655	0.205077060388352	0.130621374183511	0.435715372386111	0	0.313651430983061	0.637639555569943	0	0	0.1717754254004	0.476253612694626	0.0307051025769687	0
SRR20002450	0	0.0542193426582499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857915125690167	0.094003033807577	0	0	1.43218789681887	0	0	0
SRR20002455	0	0	0	0	0.272508854253351	0.173852072198112	0	0.149034236730497	0	0.137905375468661	0.143574697188256	0	0	0	0	0.247135303351266	0.0396942125875372	0	0	0.408069293553385	0.843005846764507	0	0.19565601040591	0.105187302683592	0.105187302683592	0	0
SRR20002456	0	0	0	0	0.271598502034637	0.163563058892008	0	0	0	0	0	0	0	0.151332636977216	0.0615846665061788	0.232368584730528	0.271598502034637	0	0	0.232368584730528	0.987854988141488	0	0	0	0	0	0
SRR20002459	0	0	0	0	0.199182354841213	0.114489047204959	0	0	0	0	0	0	0	0	0.107065319753393	0.280563626886182	0	0	0	0.207431822755916	0.635529545606161	0	0	0.750295926494621	0	0	0
SRR20002464	0	0	0.114582957009078	0.14048970175352	0.181774764601135	0.162403370051119	0.199347207700602	0.114582957009078	0.0809335350530422	0	0	0	0	0	0	0.14048970175352	0	0	0.162403370051119	0.25852515385962	0.900799080885702	0.181774764601135	0	0	0	0.307309278684734	0
SRR20002465	0	0.0543163754467558	0	0.102778689404984	0.0740520124082306	0.0458992613950134	0	0	1.21900271305927	0.0290231243976934	0.0458992613950134	0	0.0290231243976934	0	0	0.0355484192234577	0.0502836562352391	0	0.18223082495817	0.0740520124082306	0.212865791743373	0	0	0	0.0847056002985741	0	0
SRR20002466	0.123529945472128	0.159749793294707	0	0	0.175147881817236	0.0842722745808655	0	0	0	0	0	0	0	0.0450073204408256	0	0.139123411367399	0	0	0	0.224582808632723	0.67519636120712	0	0	0.741820748391376	0	0.0636714889013245	0
SRR20002468	0	0.0364178541721696	0	0	0	0	0	0	0.966296373056067	0	0	0.590724526290555	0	0	0	0	0	0	0.0594920494303829	0	0.0210227590813208	0	0	0.075865807522831	0.0420548164985503	0	0
SRR20002473	0.0270327874812351	0	0	0	0.0557516088191227	0.0270327874812351	0	0	0.0234103677043599	0.0357642848636456	0	0	0	0	0.0270327874812351	0.0382347938285472	0.0382347938285472	0	0	0.0523663224094368	0.190353952458172	0	0	1.31818682012153	0.118093134033881	0	0
SRR20002474	0	0.180932655000414	0	0	0.18623876586485	0.0756650735923933	0	0.138455047329076	0	0.0977455797339816	0.0977455797339816	0	0	0	0.264950471540221	0.164033941022975	0.19644099143624	0	0	0.261157410903024	0.933258110700899	0	0	0.18623876586485	0.0977455797339816	0	0
SRR20002475	0.0323818543002278	0.133890146912567	0	0	0.19550014059373	0.141597255562514	0	0.145301488295063	0.0917021803057575	0.12572340922319	0	0.17827454071881	0.0458028679632509	0	0.102562233816801	0.162596474392934	0	0	0	0.370387700942801	0.742368128045304	0	0	0.141597255562514	0.44665634395354	0	0.117000790924963
SRR20002477	0.0819233151859653	0	0.0668651243884002	0	0.228566708210881	0.0946322980143836	0.0819233151859653	0	0.223456308073653	0	0	0	0	0.10584178632984	0.212893098926579	0.248030416312012	0.164403007785151	0	0	0.291493994759998	0.794327209414289	0	0.0472631532774749	0.177710600845112	0.266184400692212	0.190125603346467	0
SRR20002478	0	0	0.109985873786015	0	0.109985873786015	0	0	0.109985873786015	0.109985873786015	0	0	0	0	0.134841462689381	0	0.134841462689381	0	0	0	0.206821445129614	1.1239293040531	0	0	0	0	0.247973907740146	0
SRR20002479	0	0	0	0	0.131119475185223	0	0	0	0	0	0	0	0	0	0.131119475185223	0	0	0	0	0.160820480674465	0.36618656020528	0	0	1.11143606050153	0	0.0925822370195072	0
SRR20002481	0	0	0	0	0	0	0.244978663126864	0	0	0	0	0	0	0	0	0	0	0	0	0.350105777767146	0.814826916370989	0	0	0	0	0.573203309100855	0
SRR20002482	0	0	0.121567021870929	0	0.192936006045721	0.121567021870929	0.22886401190741	0	0.085854726725554	0	0	0	0	0	0.172350589899323	0.172350589899323	0.172350589899323	0	0	0.260173149225418	0.844358239410073	0	0.172350589899323	0	0	0.37234789243391	0
SRR20002486	0.153095922786855	0	0	0	0.217373364570968	0.187875133112172	0	0.171335640668799	0	0	0	0	0	0	0.347977440013515	0.171335640668799	0	0	0	0.338807826784333	0.849527330147725	0.153095922786855	0	0.153095922786855	0	0	0
SRR20002487	0	0	0.0648317616444241	0	0.125789703780277	0.0648317616444241	0.102616219478625	0	0	0.045826909375924	0	0	0	0	0	0.17225923525013	0.0561361077335783	0	0	0.249272581876327	1.08979499937213	0.137868963045112	0	0.0973331443096769	0	0.226354500774258	0.072496834733604
