feature	Actinomycetaceae	Alcaligenaceae	Alicyclobacillaceae	Bifidobacteriaceae	Burkholderiaceae	Burkholderiales.fam..incertae.sedis	Chlorobi.fam..incertae.sedis	Comamonadaceae	Corynebacteriaceae	Corynebacteriales.fam..incertae.sedis	Dermacoccaceae	Enterobacteriaceae	Halomonadaceae	Lactobacillaceae	Micrococcaceae	Moraxellaceae	Oxalobacteraceae	Pasteurellaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Rhodospirillaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Thermaceae	Xanthomonadaceae
SRR20002340	0	0	0	0	0.101709888960673	0.176782479079793	0	0	0.144089709075323	0	0	0	0	0	0	0.374801983531843	0	0	0	0.359414525341019	0.905094880354573	0	0	0.144089709075323	0.204491450906637	0	0
SRR20002343	0	0	0.0823760640150777	0	0.169439424860885	0.104269425057284	0.183163469328588	0.0736626905912768	0.116629867072824	0.0864065456228598	0.104269425057284	0	0	0	0.147728930677145	0.206344012104716	0.125114403156474	0	0	0.309474367533684	0.601525444128041	0	0.0688973336128237	0.544270801715113	0.0975129413279105	0.314112093905787	0.116629867072824
SRR20002345	0	0.323665217156297	0.0838269631318224	0	0.175675846103486	0.0500584460974244	0.0950827660893528	0.0923960776999532	0.10752565006089	0.246601171142484	0	0	0	0	0.0923960776999532	0.185592954965689	0.130855066303584	0	0	0.651868659903409	0.518815196268636	0.114352208826187	0.109847541421876	0.10752565006089	0.0923960776999532	0.229105520850659	0
SRR20002351	0.144777480118374	0.10439956430983	0	0	0.147913992789242	0.0796759922921829	0	0.0796759922921829	0.212168116465956	0.120623668580103	0	0.144777480118374	0	0.0903714861552876	0.159863487927923	0.138297327898572	0.108679039713782	0.0952743709381493	0	0.611314073822463	0.595820592814341	0	0	0.0952743709381493	0.365283340706076	0	0
SRR20002352	0	0	0	0	0.0606223265483449	0.0546379437534419	0	0	0	0.0400840772986067	0.0302972356350105	0	0	0	0.0546379437534419	0.0371092239894638	0.0400840772986067	0	0	0.128877084104979	0.178881204998178	0	0	1.3067107930813	0.0660692492227214	0	0.021421741755213
SRR20002353	0	0.0670151028283244	0	0	0.116248347898635	0.125610004867216	0	0	0	0.116248347898635	0	0	0	0	0.218731219592412	0.28807620705819	0.202271317765357	0	0	0.248597635784398	1.01790246618271	0	0	0	0	0	0
SRR20002355	0	0.13206897896082	0	0	0.298887770997925	0	0	0	0	0.170834844696124	0	0	0	0	0.13206897896082	0.13206897896082	0.152649328395265	0	0	0.39810395994732	0.947165104268166	0	0	0	0	0	0
SRR20002356	0.0914143583720474	0	0.0456594097887718	0	0.0645946328910928	0	0.102240099484267	0	0.0645946328910928	0	0	0.15196676010504	0	0	0.102240099484267	0.0456594097887718	0	0	0	0.14484349699856	1.15871150403474	0	0	0.0456594097887718	0.23024671252953	0.14484349699856	0
SRR20002360	0.118678952348339	0	0	0	0.21788882766386	0.0684119437449169	0	0	0	0.118678952348339	0	0	0	0	0.118678952348339	0.21788882766386	0.0684119437449169	0	0	0.422620232871841	0.952016208001865	0	0.0684119437449169	0.137146718434314	0	0	0
SRR20002363	0	0	0	0	0.0842747409867775	0.0387245561046261	0	0	0	0	0	0	0	0	0	0.0308887006086524	0.0547784973804868	0	0	0.0560109034126742	0.190086265078493	0	0	1.297931312916	0.146316927194257	0	0
