#Classification	SRR5091567_bracken_P.kreport
k__Bacteria	9481593
k__Bacteria|p__Bacteroidetes	4949931
k__Bacteria|p__Firmicutes	4034346
k__Bacteria|p__Actinobacteria	304254
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Proteobacteria	112229
k__Bacteria|p__Verrucomicrobia	79595
k__Bacteria|p__Fusobacteria	1116
k__Bacteria|p__Candidatus_Saccharibacteria	78
k__Bacteria|p__Synergistetes	35
k__Bacteria|p__Spirochaetes	4
k__Eukaryota	215
k__Eukaryota|k__Fungi	168
k__Eukaryota|k__Fungi|p__Ascomycota	160
k__Eukaryota|k__Fungi|p__Basidiomycota	7
k__Eukaryota|k__Viridiplantae	46
k__Eukaryota|k__Viridiplantae|p__Streptophyta	46
k__Viruses	10898
k__Viruses|k__Heunggongvirae	10898
k__Viruses|k__Heunggongvirae|p__Uroviricota	10898
