#Classification	S-17-POLJUN-B_bracken_O.kreport
k__Bacteria	1867599
k__Bacteria|p__Proteobacteria	1142523
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	553844
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	369291
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	90980
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	41698
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	43171
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	7920
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales	293
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	266
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	47
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Emcibacterales	98
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales	11
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales	8
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales	50
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Magnetococcales	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Kordiimonadales	2
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	432500
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	422847
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	5369
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	1599
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	2683
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	146920
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	36696
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	76720
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	23411
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	1480
