#Classification	SRR5091596_bracken_P.kreport
k__Bacteria	6314800
k__Bacteria|p__Firmicutes	4425446
k__Bacteria|p__Actinobacteria	4332
k__Bacteria|p__Bacteroidetes	1820957
k__Bacteria|p__Verrucomicrobia	2074
k__Bacteria|p__Proteobacteria	56027
k__Bacteria|p__Fusobacteria	5893
k__Bacteria|p__Spirochaetes	69
k__Eukaryota	93
k__Eukaryota|k__Viridiplantae	92
k__Eukaryota|k__Viridiplantae|p__Streptophyta	92
k__Eukaryota|k__Fungi	1
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Archaea	31
k__Archaea|p__Euryarchaeota	31
k__Viruses	1285
k__Viruses|k__Heunggongvirae	1285
k__Viruses|k__Heunggongvirae|p__Uroviricota	1285
