#Classification	S-26-POLPIL-B_bracken_F.kreport
k__Bacteria	2942
k__Bacteria|p__Proteobacteria	2005
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1701
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1701
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	1699
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	202
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	116
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	116
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	84
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	84
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	101
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	101
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae	101
k__Bacteria|p__Acidobacteria	595
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	595
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	595
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	595
k__Bacteria|p__Actinobacteria	337
k__Bacteria|p__Actinobacteria|c__Actinomycetia	337
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	317
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	316
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	19
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	19
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	1
k__Bacteria|p__Cyanobacteria	4
k__Bacteria|p__Cyanobacteria|o__Nostocales	4
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	3
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	1
