name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829385	118327	S	110	1013	1123	0.24638
Methylobacterium sp022829365	118326	S	7	86	93	0.02040
Methylobacterium sp008039875	118308	S	1	12	13	0.00285
Lichenihabitans flavocetrariae	118233	S	17	25	42	0.00921
Rhizobium rhododendri	119997	S	1	12	13	0.00285
Mesorhizobium terrae	119652	S	1	81	82	0.01799
Lichenicoccus roseus	113922	S	41	169	210	0.04607
Acidisoma sp009765865	113615	S	5	12	17	0.00373
Lichenicola cladoniae	113923	S	1	6	7	0.00154
Polymorphobacter_B sp903642255	124676	S	1	4	5	0.00110
Sphingomonas_N sp937859915	125357	S	1	6	7	0.00154
Caedimonas varicaedens	114287	S	1	99	100	0.02194
Caballeronia sp001557535	126764	S	34	484	518	0.11365
Caballeronia udeis	126787	S	3	26	29	0.00636
Mycoavidus sp020023735	127788	S	7	364	371	0.08140
UBA5158 sp002413665	132088	S	1	29	30	0.00658
Nostoc sp017115085	96877	S	8	246	254	0.05573
Nostoc punctiforme_A	96856	S	4	170	174	0.03817
Nostoc commune	96838	S	2	120	122	0.02677
Nostoc sp002245985	96858	S	1	63	64	0.01404
Stigonema ocellatum	96939	S	1	125	126	0.02764
Stigonema sp903903925	96940	S	1	3	4	0.00088
Acidisarcina polymorpha	40108	S	99	83	182	0.03993
Terriglobus roseus_B	40382	S	3	3	6	0.00132
Granulicella elongata	40164	S	2	2	4	0.00088
Granulicella paludicola	40167	S	1	1	2	0.00044
Occallatibacter gabretensis	40248	S	2	16	18	0.00395
RYN-133 sp025963285	45625	S	2	1	3	0.00066
Cutibacterium acnes	48418	S	2	696	698	0.15314
Palsa-744 sp903970315	52641	S	1	15	16	0.00351
Mucilaginibacter sp013288235	89907	S	1	20	21	0.00461
Flavipsychrobacter sp903851455	83319	S	2	12	14	0.00307
Arctic96AD-7 sp002685535	141576	S	1	176	177	0.03883
