#Classification	SRR20002438_bracken_P.kreport
k__Bacteria	32919
k__Bacteria|p__Proteobacteria	28783
k__Bacteria|p__Actinobacteria	2165
k__Bacteria|p__Firmicutes	1959
k__Bacteria|p__Deinococcus-Thermus	2
k__Bacteria|p__Bacteroidetes	9
k__Eukaryota	1202
k__Eukaryota|k__Metazoa	1094
k__Eukaryota|k__Metazoa|p__Chordata	1094
k__Eukaryota|k__Fungi	74
k__Eukaryota|k__Fungi|p__Basidiomycota	73
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|k__Viridiplantae	33
k__Eukaryota|k__Viridiplantae|p__Streptophyta	33
