feature	Abiotrophia	Acidaminococcus	Acinetobacter	Actinomyces	Acutalibacter	Adlercreutzia	Aggregatibacter	Akkermansia	Alistipes	Alkalihalobacillus	Amedibacterium	Aminipila	Anaerobutyricum	Anaerococcus	Anaerostipes	Anaerotignum	Arachnia	Bacillus	Bacteroides	Barnesiella	Berryella	Bifidobacterium	Blautia	Bradyrhizobium	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Carnobacterium	Christensenella	Cloacibacillus	Cloacibacterium	Clostridioides	Clostridium	Collinsella	Coprobacter	Coprococcus	Corynebacterium	Cruoricaptor	Cryptobacterium	Cupriavidus	Cutibacterium	Cytobacillus	Dehalococcoides	Desulfovibrio	Dialister	Dolosigranulum	Duncaniella	Dysosmobacter	Eggerthella	Eikenella	Enterocloster	Enterococcus	Erysipelatoclostridium	Escherichia	Eubacterium	Ezakiella	Faecalibacillus	Faecalibacterium	Faecalibaculum	Faecalicatena	Faecalitalea	Fannyhessea	Fastidiosipila	Filifactor	Finegoldia	Flavonifractor	Flintibacter	Fusobacterium	Gardnerella	Gemella	Gordonibacter	Granulicatella	Haemophilus	Helcococcus	Hungatella	Intestinibaculum	Intestinimonas	Jeotgalibaca	Klebsiella	Komagataeibacter	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lacrimispora	Lacticaseibacillus	Lactiplantibacillus	Lactobacillus	Lactococcus	Lancefieldella	Latilactobacillus	Lautropia	Lawsonella	Leptotrichia	Leuconostoc	Ligilactobacillus	Limosilactobacillus	Longibaculum	Longicatena	Mageeibacillus	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Mesorhizobium	Methylobacterium	Methylorubrum	Minimicrobia	Mobiluncus	Mogibacterium	Monoglobus	Murdochiella	Muribaculum	Nanosynbacter	Ndongobacter	Neisseria	Niallia	Novisyntrophococcus	Odoribacter	Olsenella	Oscillibacter	Paeniclostridium	Pandoraea	Parabacteroides	Paraclostridium	Paraprevotella	Parolsenella	Parvimonas	Pauljensenia	Peptacetobacter	Peptoniphilus	Phascolarctobacterium	Phocaeicola	Phoenicibacter	Porphyromonas	Prevotella	Propionibacterium	Propionimicrobium	Pseudobutyrivibrio	Pseudomonas	Pusillimonas..ex.Kitahara.et.al..2021.	Ralstonia	Romboutsia	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Ruthenibacterium	Sarcina	Schaalia	Sodaliphilus	Solibaculum	Sphingobium	Staphylococcus	Streptobacillus	Streptococcus	Sutterella	Treponema	Trueperella	Turicibacter	Turicimonas	Veillonella	Vescimonas	Weissella
NS10	0.00227625249425306	0.0139262992583925	0	0.00192378400569878	0.000608353580698404	0.0107974140932444	0	0.00737596160130587	0.0109674693373359	0	0.0040809709582939	0	0.18203251900243	0	0.193804572122171	0.000860341937609841	0.00121670738654501	0.0016095528794101	0.0397914260181262	0	0.0116228398102279	0.30659532376784	0.287061794374352	0	0.00560877194408856	0.000608353580698404	0	0.0184533238610185	0	0.00885787712566162	0	0.00278782977205323	0.092338376239466	0.14717167087137	0.43059462534999	0	0.4069823797774	0	0	0	0	0	0	0	0	0	0	0	0.0293126989218121	0.0197610736747647	0	0.0327101406658545	0.0522678716378997	0.0246464459183246	0.0765629901243763	0.0223293422376699	0	0.024084216704731	0.514313048528351	0	0.010642041608721	0.0872241523364518	0.000860341937609841	0	0.00658039717078362	0.00389537316857105	0.0236342101864241	0.0139661103071766	0.00291756523881324	0	0.00285343491859929	0.0285835619703738	0	0	0	0.00210740005135722	0	0.010413523496272	0	0	0.00136032029642822	0.00316110300181336	0.0664291107732882	0.0423621163076819	0.00997790553859068	0	0.00479019890843372	0.00219345165238944	0.0379764328214493	0	0.00136032029642822	0	0	0	0	0.000860341937609841	0	0.0250783093390799	0.0440095662839083	0.00398925154130446	0.011168118677662	0.312723634097016	0.000860341937609841	0.0455936163285982	0	0	0	0.000860341937609841	0	0.000860341937609841	0.00421480946203526	0.00182506164268878	0	0.000608353580698404	0	0	0	0.00403537183732322	0.00278782977205323	0.00227625249425306	0.0262751638365148	0.00479019890843372	0	0.0261267813141431	0	0.00786174134337564	0.0017206845120355	0	0	0.00136032029642822	0.00265175472440762	0.0118280204909599	0.0700576153308836	0.00105369944072544	0	0.0547351910725151	0.00121670738654501	0.00136032029642822	0.000860341937609841	0.0125713355500702	0.0299562403042122	0	0.00954179727954061	0.0952379531656391	0	0	0.00333209575130762	0.0457923325877864	0	0.00192378400569878	0	0.006438253216463	0	0	0	0.025004381843032	0.0084734857580847	0.00291756523881324	0	0.00321910992864412	0	0.00149015631548816	0.0371280673473858	0
NS11	0	0.0217288130328606	0	0.00121631123742843	0.000635197713466886	0.0039327678346608	0	0.0427730588905471	0.103834707290419	0	0.00386376620447222	0	0.0509964667574592	0	0.0886641374296105	0	0.000518636749633401	0	0.48831358054939	0.0026698491280052	0.00197491110003092	0.112237015362608	0.0503022322283494	0	0.00336115646905921	0.0198421226029609	0	0.00368561476970268	0	0.0122185751755351	0	0.00132226977945409	0.0105910596501303	0.0384481167297286	0.0647439849842492	0	0.0796174997677036	0	0	0	0	0	0	0	0.00175878361659376	0.00142034564851501	0	0.00304630572453547	0.0441457213362457	0.0134299907564049	0	0.0200209838679609	0.0278317278481858	0.00800962350993225	0.104731721002463	0.0150723002807544	0	0.00429249587793589	0.282432473820279	0	0.00504174657004213	0.031720707844891	0	0	0.0027687659935707	0	0.0215609943527343	0.0162945008844689	0	0	0.00373995133921315	0.00593610351624406	0.0027687659935707	0.00714897481570405	0	0.0024326242742882	0	0.0104504306879818	0	0	0.0015120734774106	0.00164007406883929	0.0114220374537396	0.0125712551758264	0.00715837534159004	0	0	0.000733463158158312	0.0182714630074491	0	0	0	0	0	0	0.0364586832712867	0	0.00638370094351002	0.00429249587793589	0.00226068700432753	0.00413286639931339	0.058110751030522	0.000898305281580723	0.229868532157274	0	0	0	0.000970280621405002	0	0.000635197713466886	0.00382879910362444	0.00132226977945409	0	0	0.00121631123742843	0	0	0.000366731554417914	0.0684032762643272	0.000733463158158312	0.020544959612411	0.000733463158158312	0	0.307682012396118	0	0.00430813353404625	0.00110019486054374	0	0.000366731554417914	0	0	0.0333283271299385	0.488985724378274	0	0	0.519300705955824	0	0	0	0.0547207382993597	0.0178995593320734	0	0.0051734081745725	0.0548940853342304	0.000970280621405002	0	0.00479565562982699	0.0476310064316847	0	0.00213839563391924	0.00679201550495353	0.00850637735732299	0	0.00361189470325953	0	0.0200646121247525	0.0340632931867901	0.00248729692620335	0	0.00334108960903604	0	0.00146692671089685	0.0423093466944635	0.0010372736387719
NS13	0	0	0	0.00235556221276909	0.00171689549923818	0.000721240080375199	0	0.00266631607517824	0.0811926094492919	0	0.00599110538319435	0	0.373907949781632	0.00528365128335583	0.570864049820829	0	0.000416408130487166	0.00325225710547428	0.37002515420046	0	0	0.00694296658725615	0.336527503041968	0	0.00246350614287918	0.0069927384025444	0	0.0131551857672282	0	0.00365397454106804	0	0	0.286912657637419	0.102661480675361	0.00242805809307904	0.00058889004263588	0.186426387834523	0.00058889004263588	0	0	0	0	0	0	0	0	0	0	0.0249940284985999	0.05866147614245	0	0.0233507010830501	0.0261041482318511	0.0419083864602217	0	0.0146933049027554	0.000931116993787408	0.0172403513108877	0.373664635917772	0	0.0161496079732757	0.0170176029159215	0.000721240080375199	0	0	0.0074490037617242	0.0382826706259539	0.00131679847104307	0	0	0.00199702450843245	0.00587419316937865	0.00340845394625988	0.00220342643364247	0	0.00925526510030544	0	0.00367762521490673	0	0	0.00242805809307904	0.00279335421040841	0.0551623559958249	0.0317043363633857	0.0377530961973404	0	0.00263359922536659	0.00432745361365789	0.0153964502785225	0	0	0	0.00058889004263588	0	0	0.00253291440862298	0	0.0184691138551364	0.00199702450843245	0	0.0231754762879612	0.0901867697289937	0	0.00058889004263588	0	0	0	0	0	0.00166563324398348	0.0389077728310895	0.0011017125482067	0	0	0.0011017125482067	0	0	0.00117778028949394	0.00438714582915508	0.000416408130487166	0.0187533396646142	0	0	0.0325868751460391	0	0.0042055282455052	0	0	0	0	0.00266631607517824	0.00144248053593064	0.185386887883816	0	0.00058889004263588	0.00643755775329122	0	0	0	0	0.00593293724823515	0	0	0.0701229926930554	0	0	0.00253291440862298	0.0125824738478558	0	0.00224242822423503	0	0.00569432615105111	0	0.00317127506515502	0	0.0459117835994013	0	0.00370112476362344	0	0.0164264424094704	0	0.00266631607517824	0.0233098090049128	0
NS21	0.00239838612181476	0	0	0.00162246281822518	0.000936729070870968	0	0.00128741113461874	0.00305934865946259	0.00867012403201134	0	0.00409503971041996	0.00136103600695985	0.0516214890197797	0	0.313001898217473	0.000312242983033851	0.00108164161517793	0.00128741113461874	0.397459798131152	0.000441578268537633	0	0.0302002785219775	0.0943452149341432	0	0.00433783168640406	0.0411934085619353	0	0.0193577553235843	0	0.00286175806957706	0	0	0.0438204998114159	0.0879335233417889	0.00229450992865441	0	0.105192996931411	0.0183809839236504	0	0	0	0.000312242983033851	0	0.000312242983033851	0.000764836046337626	0	0	0	0.0423120410335471	0.027544658815516	0	0.0409629277914965	0.00979981206000662	0.0168445616112069	0.0921174502125748	0.00633788268128383	0	0.00496654901983364	0.613608093099302	0	0.0126913949863622	0.00803996435620242	0.000698196580941778	0	0	0	0.143226582003	0.000936729070870968	0.00128741113461874	0	0.0046102286524909	0.000764836046337626	0.00194995800810738	0.0111844610906011	0	0.00199933191214204	0	0.00404714259837724	0	0.00666041959133817	0.00103559298642105	0.00128741113461874	0.0180517574810692	0.0151853548170549	0.0136501212976634	0	0	0	0.0057912768831095	0	0	0.00152967254008505	0	0	0.000312242983033851	0.00202356715608322	0.000624485996510049	0.00844221731929895	0.0609322832037629	0.0045890319375005	0.0107306483682256	0.14273059383479	0	0.00165223528835174	0	0	0	0.00132473515002897	0	0.00204751556325829	0.00349098971186201	0	0	0.000441578268537633	0	0	0	0.000540820728497393	0.00366803268880521	0.000624485996510049	0.0523551299629152	0	0	0.0798578919386612	0	0	0	0	0.000312242983033851	0.000624485996510049	0.00139639350223964	0.00189930102858987	0.527803409512368	0	0.000312242983033851	0.00472511124292555	0	0.000540820728497393	0.000441578268537633	0	0.00514019077886791	0	0.0038241891799335	0.249154022535666	0.000883156623179246	0	0.0206142269157307	0.0375143665603282	0	0.00165223528835174	0	0.00249794642143471	0	0	0.00108164161517793	0.0460835256551892	0.00202356715608322	0.00328968983608069	0	0.00182067478986791	0	0.0389226188013801	0.00904978478689661	0
NS25	0.0012239603500414	0.0859222167711653	0	0.000474037704608829	0.00144820956107469	0	0	0.00217231529078449	0.0193653259118843	0	0.00860707824222093	0	0.0459056464282971	0	0.144757431014506	0.00280444845176216	0.00152381855625035	0	0.47971598856538	0.00364116060849379	0	0.0379202493747246	0.0761992116416739	0	0.00289642215950627	0.00923677320827839	0	0.0427527189965286	0	0.00315630370025358	0	0	0.031654772495508	0.0783921913540097	0.00109474336311571	0	0.101126723277997	0	0	0	0	0.000547371599557259	0	0	0.00217231529078449	0	0	0.00027368578952856	0.0779196998936746	0.0189646193002665	0	0.0399068077710684	0.136077195175234	0.0236946187944323	0.019090620542512	0.0254893585194615	0	0.0171275332072676	0.631114701689426	0.00116115071256873	0.00776040928166266	0.0064592614007021	0.0017091680186113	0	0	0.00112843564385488	0.198981146897984	0.00425756451872755	0.00082105745058625	0	0.0012239603500414	0.00384137250946617	0	0.00276409446810916	0	0.00359978226014612	0	0.0172343670529498	0	0	0.00330696396340467	0.00235433632807493	0.0348673718195554	0.00873236039690852	0.0142715646581228	0	0.00116115071256873	0	0.00346188870423886	0	0	0	0	0	0.00067039057604146	0.00149903934863995	0	0.0155140442991178	0.0110226612864228	0	0.00609530960900609	0.117269513316739	0	0	0	0	0	0.000865470555372427	0	0	0.162611655269856	0	0.00082105745058625	0.00027368578952856	0	0	0	0.0012239603500414	0.0186880357743749	0	0.0773588479164618	0.00116115071256873	0	0.0961537002549973	0	0.00656850609991381	0	0.0056089189606218	0	0.000547371599557259	0.0017091680186113	0.0725386740765095	0.51088132087962	0	0.00027368578952856	0.00404093320352846	0	0.00109474336311571	0	0.0250010707152907	0.038598308748125	0	0.0105077317346226	0.0848862120205325	0.00082105745058625	0	0.00164211545467699	0.0248477397965922	0	0	0	0.0276254473820892	0	0	0	0.00939756931864892	0.0292283701811145	0.00276409446810916	0	0.00889385259977323	0.000547371599557259	0.00134078145337245	0.0124251721217797	0
NS27	0.00539962584604307	0.00935251720364078	0	0.00188771706945878	0.000985827661861632	0.0090353812399081	0.000697085368328064	0.0740989941536384	0.0678104175931176	0	0.00464143939805876	0	0.164909663706909	0.00155873077465637	0.431225757655252	0.000569167804489352	0.00120738747072496	0	0.327312309394217	0.00201231332040028	0.00311746533648602	0.325361061783646	0.130088166301631	0	0.000804924871834472	0.00348543361634332	0	0.0257037647766502	0	0.0124311319828384	0	0	0.0237338625770455	0.0947400174244595	0.085033446463432	0	0.125507990532441	0.000402462403322605	0.0200073998678602	0	0	0	0	0	0	0.0549471742483531	0	0	0.0693914308120946	0.0112763705028366	0	0.016947297822274	0.00912458015242424	0.0302857459575433	0	0.0188094991085557	0	0.0076043762754727	0.636770108869617	0	0.011857560365701	0.114837459861989	0.000569167804489352	0	0	0.000804924871834472	0.0178414284515343	0.00139417107538972	0.0010648156037196	0	0.00355445909248447	0.00755093554788879	0.00334310994042645	0.0266265733666995	0	0	0	0.00849005546466551	0	0	0.00248094735281379	0.00319445164046988	0.00916001653769438	0.0276535987926957	0.0219239533638392	0.0019716562818076	0.00160985026518362	0.0163785287725179	0.0125155482703079	0	0	0	0	0.000899933389395704	0.000402462403322605	0.000804924871834472	0	0.00700567798737864	0.0111026476004137	0.00458879339844157	0.00520098376467253	0.0947864451735834	0	0.00628670495164954	0	0	0	0	0	0.00227667306179211	0.004623957330138	0.000985827661861632	0	0	0	0	0	0.00133481714439316	0.0010648156037196	0.0137314197348239	0.0139537723026943	0	0	0.10306010725928	0	0.0165947111881391	0.0010648156037196	0.00504286069718861	0	0	0.00165939571599229	0.00145109930171289	0.288985600987735	0.00120738747072496	0.000804924871834472	0.00336724832270258	0	0.000569167804489352	0	0	0.0237713827723298	0	0.0206215231131284	0.148692290602462	0.000804924871834472	0	0.0943254703135889	0.0102846508222177	0.011636925265255	0.000985827661861632	0	0.00505889540744335	0	0.00458879339844157	0	0.125599253187197	0.023441910466981	0.00263912546046142	0	0.00420184309982052	0.000402462403322605	0.0132877464868469	0.0480989053900642	0
NS28	0	0.0106610210420731	0	0.00213930839770421	0.00159454579346597	0.00459385608749522	0.000873368440985466	0.247639741251359	0.116472578734997	0	0.0110590597107858	0	0.114671286701474	0.00252119987298557	0.22298432927205	0	0	0	0.224633288144683	0.00373954849081233	0.0014262049940959	0.095803244252123	0.0764363065516089	0	0.00174673754815319	0.0130522848988847	0.000873368440985466	0.144203070327683	0	0.00678389989472643	0.00123512965121085	0	0.0297288555232676	0.0676252611677232	0.0233228477870766	0.00201695912914515	0.207005870421466	0.00547746974583504	0.0102970427144934	0	0	0	0.00352968341199543	0	0	0.103770223036525	0.00445333687689933	0	0.0491747570455664	0.00641796435721075	0	0.0119859216574509	0.0255901499021605	0.008631296085345	0.0844924645705894	0.0128361930911411	0.00219793053371984	0.0228991361083933	0.607381297798492	0	0.00617568594162173	0.0125760267449752	0.000504239461769125	0.00100847905174494	0	0.00167237380786865	0.0167927954172137	0.0013340925562693	0.0091739612391628	0	0	0.00167237380786865	0.00406531953316694	0.0201330842371775	0	0.000873368440985466	0.00159454579346597	0.0234912768588378	0	0	0.00151271889813442	0.0031083456726326	0.0165025577020719	0.0554626716805091	0.0396854416362005	0.00519148610058627	0	0.00439587168550905	0.0215427846020801	0	0	0	0.00151271889813442	0	0	0.00390583184126071	0	0.027658657864567	0.0132648577058072	0.00561500227835331	0.00596627691472663	0.0649968052245338	0	0.00696878411771649	0	0	0	0	0.00236509482291048	0.00167237380786865	0.00528853251897937	0.00188669234619448	0.000504239461769125	0	0.00123512965121085	0.000873368440985466	0	0.000713102315736205	0.0475851372929471	0.0143779526265675	0.0351560218811911	0	0	0.188969964676844	0	0.0168909428221931	0	0.00314897950026858	0	0	0.00536016444343284	0.0487064393435164	0.0978837685862338	0	0.00514227615510078	0.547232934566547	0	0.00100847905174494	0	0.00356551883118557	0.0345279333811196	0	0.00445333687689933	0.188414516545981	0	0	0.0181045192139988	0.0176492966855858	0.00570484898668057	0.0128856230091436	0.00831622575099963	0.00858699378023445	0	0	0	0.0464450750353723	0.0800052858907866	0.00247026118667291	0.00123512965121085	0.00792482780872007	0	0.0120071179555083	0.0477907190306015	0
NS29	0	0.0316947930284842	0	0.00344644167537458	0.00103913939341811	0	0	0.00293913374940497	0.0482239973404655	0.00131441905777527	0.0500098115145151	0	0.027287469807239	0.00258743864469701	0.275040324506179	0	0.00131441905777527	0.0296298277467315	0.140588577005244	0.00080491385507563	0	0.48895861392714	0.179777912604045	0	0.000929434495258531	0	0	0.0311306732300737	0	0.0209189616859294	0	0	0.0864224222677746	0.254080250875383	0.0263201495638573	0.00080491385507563	0.0741403821010411	0.00293913374940497	0	0	0	0	0.00430962318263542	0	0	0	0	0	0.0519595502432077	0.145240970239858	0	0.115518794080967	0.0592546643532066	0.12944976318442	0.0391346490954213	0.076059902779009	0.00103913939341811	0.0115342328487406	0.394293967417757	0	0.0189008937101326	0.0369468443556412	0	0	0	0.00241474365120298	0.0626312875963782	0	0.00290216193735783	0	0.002788306697349	0.0282025380688879	0.00304735906026523	0.00122952639995509	0.00080491385507563	0.0405375306334736	0.00080491385507563	0.0184965649301035	0.00103913939341811	0	0	0.001799842873377	0.181366404531962	0.0398842825443782	0.225699549596157	0.00167556240770731	0.00131441905777527	0.00113832021330704	0.0417332611425526	0	0.00146956528784362	0	0	0	0.00399765899369233	0.00604136009894084	0.00297564623472407	0.0200865971380397	0.316246462152413	0	0.0133321905514523	0.166826414531881	0.00368858663478343	0.00154129313233101	0	0	0	0.00160982823164452	0.00080491385507563	0.0085058235478307	0.113085845203715	0.00103913939341811	0	0.00103913939341811	0	0	0	0.00139415199379131	0.00103913939341811	0.00274930738125304	0.0797927862928067	0.00167556240770731	0	0.0164638049243489	0	0.00500517811188736	0	0.0251059694971495	0	0.00232358799447365	0	0.00080491385507563	0.200372743619728	0	0.000464717197448602	0.0094443094962693	0	0.00103913939341811	0	0	0.0311167866176382	0	0.0590772203135301	0.132103138323422	0.00146956528784362	0.00167556240770731	0.00655568953093784	0.226446944089822	0.00286471301450936	0.00455329560340973	0	0.0354419140432609	0	0	0	0.053830932830451	0	0.00217971851435401	0	0.0139651858752766	0	0.00318594586758927	0.0183264453435243	0.000464717197448602
NS30	0.00228643239701885	0.0163172409217498	0.00588715037087893	0.0044873942987058	0	0.000762143542070493	0	0.00518782661447008	0.0210400254390975	0.000880047586750347	0.0268013404616934	0	0.172802175487717	0.0025657600556872	0.248017670929584	0	0.00260321847226919	0.00381072656442638	0.14291922121008	0	0	0.229000765199215	0.232947540566012	0	0.000762143542070493	0.000983923145455575	0	0.0152878585905954	0	0.00320342663506337	0	0	0.100974396807743	0.186472442401704	0.0243910093685678	0	0.13011414573527	0.000440023750776262	0	0	0	0	0	0	0.000440023750776262	0	0.00152428752684225	0	0.023327524481982	0.0554206960031657	0	0.0490640739451349	0.0896060225952337	0.0513811228433503	0.263938168473206	0.0456321005301615	0.00554851666995657	0.0048001106991748	0.495715539113908	0	0.00767215126800519	0.0161322363676113	0.00107783383801679	0	0.00463595433763455	0.00145939415111869	0.0124926600485026	0.00170420542862235	0.00145939415111869	0	0.00531685208876717	0.0160117446114543	0.00528030937619005	0	0	0.00260321847226919	0.0158903395428031	0.00311144270051339	0	0	0.00433374477653723	0.00248915271454599	0.0259083032011023	0.0294562812390061	0.050079311343453	0.00248915271454599	0	0.00186686369249076	0.0113473969524736	0.000762143542070493	0	0	0	0	0.000762143542070493	0.0122658458971818	0	0.00915642877228689	0.081372769190152	0.00196784724345344	0.0148378943014176	0.492386112892627	0.00164641880814089	0.00206389573398605	0.00107783383801679	0.00116419364092817	0	0.00861154071819299	0	0.00278295805650681	0.0317236772889855	0.000983923145455575	0	0.003292842079242	0	0	0	0.000440023750776262	0.00164641880814089	0.00116419364092817	0.0274370784678973	0	0	0.0115587353622294	0	0.00181426533897772	0	0.00712246661454796	0	0.00304857859530851	0.00211028127316108	0.00116419364092817	0.0614373288711454	0.000880047586750347	0	0.0132450286380062	0	0	0.000440023750776262	0	0.00694351323935175	0	0.016222018071816	0.414684318642154	0.00176009585508418	0	0.00748047328634729	0.0112617513620582	0.00201644344693079	0.00271249180963411	0	0.00889904680228384	0	0	0	0.0529685997350386	0	0.00529861223421353	0	0.00585416849895799	0.00433374477653723	0.00577088923509352	0.022555006917994	0.00288543260571786
NS32	0	0	0	0.00163162585216388	0.00338341633345203	0.00733330861811584	0	0.0598832954179619	0.0951948032750714	0	0.00666778885472552	0	0.11432268371789	0.00242009352382333	0.0810854968313129	0.000515965192164417	0.000893678007070839	0.00154789612593501	0.287600702117919	0.00171126370658158	0.000893678007070839	0.0910219454467366	0.0876393666910649	0	0.0021273804967084	0.0507545733116767	0	0.122843668896238	0	0.0120897448961602	0	0	0.0185758143731339	0.154407668218504	0.0420596038697639	0.00518540901392279	0.50717071481727	0.00300857262012019	0	0	0	0	0	0	0.0119234326849912	0	0	0	0.0820150956562283	0.00603925418184219	0	0.0281793962189334	0.051823115450454	0.0125649035545762	0.094132459016375	0.0165116356789697	0.00115373344846813	0.00931612843641303	0.64918123179404	0	0.00961151414319615	0.0151580178486222	0.000515965192164417	0	0.00136511594705418	0	0.0195262790773871	0.00154789612593501	0	0.013680803187001	0.00330379509121527	0.0119568801564198	0	0.0028727764333567	0	0.00206386214226323	0.00136511594705418	0.0195603428876568	0	0	0.00428594170911151	0.00154789612593501	0.0179265733065634	0.0368086023592716	0.0234998307556838	0	0	0.00115373344846813	0.0047569817573466	0	0.00103193052168919	0	0	0	0.00136511594705418	0.0646953712793809	0.00186033994722413	0.011502921525736	0.00555714354496067	0.00767044889353232	0.0105743364362144	0.127737211708375	0.00145937039820899	0	0	0	0	0.00322220702516218	0.000893678007070839	0.00171126370658158	0.00330379509121527	0.00154789612593501	0	0	0	0	0	0.00145937039820899	0.0555301764326764	0.000729685004847498	0.0578133887108431	0	0	0.0900789327893881	0	0	0.000893678007070839	0.00186033994722413	0.000729685004847498	0.00126385172622561	0	0.0298591641068356	0.198119193941814	0	0.00247448454896255	0.30513879965324	0	0	0.000893678007070839	0	0.0321240976003675	0	0.00849396080833078	0.150596500563834	0.00136511594705418	0	0.0738193692785633	0.0405365437050913	0	0.00342253242449365	0.00455689676123397	0.0251900098072046	0	0	0	0.0320576855053416	0.043776831540548	0.0032632560480671	0	0.00583751267442486	0.000893678007070839	0.00268103687620251	0.0583508674756392	0
