feature	Abiotrophia	Acidaminococcus	Acinetobacter	Actinomyces	Acutalibacter	Adlercreutzia	Aggregatibacter	Akkermansia	Alistipes	Alkalihalobacillus	Amedibacterium	Aminipila	Anaerobutyricum	Anaerococcus	Anaerostipes	Anaerotignum	Arachnia	Bacillus	Bacteroides	Barnesiella	Berryella	Bifidobacterium	Blautia	Bradyrhizobium	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Carnobacterium	Christensenella	Cloacibacillus	Cloacibacterium	Clostridioides	Clostridium	Collinsella	Coprobacter	Coprococcus	Corynebacterium	Cruoricaptor	Cryptobacterium	Cupriavidus	Cutibacterium	Cytobacillus	Dehalococcoides	Desulfovibrio	Dialister	Dolosigranulum	Duncaniella	Dysosmobacter	Eggerthella	Eikenella	Enterocloster	Enterococcus	Erysipelatoclostridium	Escherichia	Eubacterium	Ezakiella	Faecalibacillus	Faecalibacterium	Faecalibaculum	Faecalicatena	Faecalitalea	Fannyhessea	Fastidiosipila	Filifactor	Finegoldia	Flavonifractor	Flintibacter	Fusobacterium	Gardnerella	Gemella	Gordonibacter	Granulicatella	Haemophilus	Helcococcus	Hungatella	Intestinibaculum	Intestinimonas	Jeotgalibaca	Klebsiella	Komagataeibacter	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lacrimispora	Lacticaseibacillus	Lactiplantibacillus	Lactobacillus	Lactococcus	Lancefieldella	Latilactobacillus	Lautropia	Lawsonella	Leptotrichia	Leuconostoc	Ligilactobacillus	Limosilactobacillus	Longibaculum	Longicatena	Mageeibacillus	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Mesorhizobium	Methylobacterium	Methylorubrum	Minimicrobia	Mobiluncus	Mogibacterium	Monoglobus	Murdochiella	Muribaculum	Nanosynbacter	Ndongobacter	Neisseria	Niallia	Novisyntrophococcus	Odoribacter	Olsenella	Oscillibacter	Paeniclostridium	Pandoraea	Parabacteroides	Paraclostridium	Paraprevotella	Parolsenella	Parvimonas	Pauljensenia	Peptacetobacter	Peptoniphilus	Phascolarctobacterium	Phocaeicola	Phoenicibacter	Porphyromonas	Prevotella	Propionibacterium	Propionimicrobium	Pseudobutyrivibrio	Pseudomonas	Pusillimonas..ex.Kitahara.et.al..2021.	Ralstonia	Romboutsia	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Ruthenibacterium	Sarcina	Schaalia	Sodaliphilus	Solibaculum	Sphingobium	Staphylococcus	Streptobacillus	Streptococcus	Sutterella	Treponema	Trueperella	Turicibacter	Turicimonas	Veillonella	Vescimonas	Weissella
NS58	104	0	0	1153	0	0	11	11	117	13	218	0	189553	0	1110323	0	21	227	1047	0	0	134699	2123021	33	11	0	118	3939	0	72	0	0	3910	87915	52153	0	259279	177	0	0	0	3	0	0	0	0	0	0	585	1137	4	755	437	3492	0	280	0	55461	139687	4	319	1079	25	0	17	0	895	63	67	0	1386	148	350	1073	0	0	32	16	8	0	36	11	3696	188595	1627	9	13	35	96	2	0	13	0	0	54	4	16	42215	97	5	53	380166	1	0	488	63	45	65	2	61	17	0	0	4	0	0	19	19	19	1	92	35	11	487	2	4	28	220	4	0	0	124	2145	0	2	6783	0	1	7	0	125	3860	13378	636883	201	0	141	982	33	154	1	119	13	196	0	42466	12	26	0	106992	1	337	1765	13
NS6	0	3	0	8	27	0	0	190	108988	1	1151	1	219497	911	1505182	0	2	91	1755492	83	0	311	138651	0	19	424	0	240	18	201	0	0	18757	41391	12218	7	188357	16	2736	0	0	0	0	2	0	6	21	0	3569	15993	0	8865	2679	5878	18739	2893	187	12929	1568786	0	334	9810	0	48	18	638	8076	9	0	0	10	83	109	792	57	356	0	455	0	0	38	76	5238	29626	1270	974	78	2	366	0	0	0	4	0	11	45	0	8519	981	720	33	144682	0	0	0	0	0	12	7	6	86	159	11	0	107	13	0	40	19065	3	3885	0	0	280240	0	1523	8	260	0	0	647	11	2585044	0	1068	4050	0	3	6	14903	833	0	2308	219087	15	0	17360	5024	0	64	0	436	0	167	0	27876	0	107	48	16	1	231	12732	76
NS62	0	0	0	1053	26	13654	0	23007	21331	1	362	5	179651	8	566295	0	1	28	26278	6	141	71638	302529	0	11	15	0	5727	0	1293	0	0	6201	52760	132	0	463777	12806	0	0	0	0	0	1	0	0	0	0	2003	2216	0	1844	7396	3014	894	349	13	9368	174018	1	676	762	3	0	25	3	806	2	0	0	194	2144	300	14	0	54	34	133	0	0	25	24	6591	10217	34397	3	0	111	2434	0	57	144	0	127	21	28	0	5475	18618	28	764	96541	0	5	0	0	0	19	2	22	7691	0	0	5	0	0	0	0	315	0	2366	66	0	6245	0	10	67	8	0	0	4	1097	7729	0	5	31	0	1	2	0	273	0	2864	44073	41	0	3408	2091	28	69	0	104	0	128	0	6800	0	69	0	236	1	27	8886	7
NS67	8	0	0	2105	2	7084	0	17198	78	0	569	0	66437	224	4184	10	18	7	30041	1	95	373956	48193	20	182	57	4	762	0	1222	15	0	5579	28045	116727	0	154624	87	72	1	0	0	0	0	4	0	0	0	43412	6001	0	20799	9488	16563	96579	3681	0	16	451976	0	598	1514	0	9	557	245	8463	43	0	10	159	13	8	192	0	126	0	4700	0	0	8	9	13008	10597	7489	2	48	32	294	3	0	0	0	177	18	36223	36	764	28381	13	4315	723257	3	0	369	0	0	115	0	107	37	6	0	9	4	0	0	6	1	29	10219	4	0	4061	9	10	97	188	22	34	153	5	18425	0	21	21040	0	0	0	0	3768	1403	1934	68420	52	494	154827	119802	1054	399	2	8459	0	18	6	7510	162	25	350	11412	0	412	11166	2
NS7	540	744	0	689	12	0	11	17	12317	57	336	0	142941	20	104400	0	33	1207	51179	22	194	657111	256059	0	75	624	0	19304	20	125	0	201	851	43091	274043	7	147547	32	0	0	0	10	229	0	5	5	35	0	9957	14973	3	5801	7669	1293	19641	916	0	2198	3593057	0	958	5528	0	0	0	132	579	5	102	5	786	340	342	2206	0	3	0	546	35	0	32	33	1160	12963	3326	0	32	673	1259	5	0	12	0	3	5	206816	72	2010	313	0	161	109023	9831	2541	0	0	0	107	0	78	118	50	0	12	0	0	95	3	1852	281	1033	68	0	11140	3	0	12	20	0	3	13	1152	52882	0	1	123523	2	2	2	0	221	0	68384	138110	198	0	776	1005	3	147	4	5393	0	5	0	35674	29276	59	15	78511	0	4579	29045	0
NS70	82	647	0	508	32	2599	0	12	1568	6	1587	0	181514	0	618813	0	11	0	34666	0	0	177734	287042	146	8	26	2	2449	0	270	0	0	2860	37386	103581	0	246085	43	0	0	0	1	0	1	0	0	0	0	6712	3613	0	1840	15371	1146	2905	700	0	25388	1567113	0	459	3109	2	4	0	9	1798	27	7	0	136	822	95	563	0	3	0	162	0	0	55	9	2979	28194	6458	0	47	4	2794	0	0	0	0	0	0	7	334	23530	27	18	34	86902	0	0	11234	62	80	0	0	96	0	0	0	0	0	0	0	1	4	5	2118	13	34	7121	0	1119	122	125	0	0	0	388	58413	0	3	287719	2	1	1	95	585	7827	4302	91243	189	0	31183	2203	0	83	1	568	0	83	0	56185	2267	43	0	15256	0	625	7683	2
NS71	80	58	0	4668	22	4955	0	193956	3643	0	175	7	113239	140	997354	0	30	18	173792	72	0	615684	121170	0	1	138	0	9216	1214	6152	11	0	55197	71570	121073	0	188247	62	0	0	0	7	133	0	0	0	0	0	30421	6726	0	41977	17613	25358	0	11229	0	925	78374	0	693	136078	8	0	0	66	3496	76	0	31	329	864	0	14	5	68	6	1274	116	65	107	19	8786	984	44385	11	390	4	3846	0	639	60	1	0	56	186	4	500	6230	214	204547	265197	16	0	10	75	0	0	0	228	44209	14	0	0	5	0	83	10	426	4	4760	142	0	7375	0	28	0	831	8	0	0	10638	60396	0	6	245	38	23	0	0	944	0	65043	52693	122	0	24081	104432	156	181	0	262	0	58	0	29759	0	52	0	57664	1	0	50806	281
NS72	949	992	0	10655	0	499	0	8315	112	1	6309	1	634033	0	288081	0	22	7	1597	0	0	1271894	823669	5	1	6	0	314	38	1284	0	0	230142	156008	519583	0	256357	6	0	0	0	15	0	0	14	3752	0	0	4973	1803	0	1129	3253	2667	904	2216	0	63746	293250	1	455	6460	7	0	0	98	647	0	36	0	2871	96	1096	72	0	2	0	97	0	15345	101	8	6707	7366	5681	157	139	3466	17532	23	52	0	50	0	68	383182	772	54382	3824	101	5100	122535	45452	2674	393	0	0	177	0	1005	1462	34	0	53	26	0	0	1	33	200	303	23	0	913	0	1	261	464	68	0	15	17	2199	0	0	8209	11	0	0	139	151	325	1276	51249	455	0	360	9990	10	518	0	51	0	10729	0	113994	274	52	47	4368	0	182	4510	69
NS77	6	59123	0	19	2	744	3	13	23625	0	182	0	25666	0	86544	29	1	0	207894	87	0	17678	30299	0	71	6740	0	3255	0	146	5	8	17202	85861	10763	0	62764	0	0	0	0	1	0	0	18	8	0	0	20278	403	3	12901	1995	3169	634073	982	3	5761	1883871	4	394	607	0	0	0	17	13411	10	111	0	134	203	24	404	0	104	7	1040	0	0	4	8	946	37053	7691	2	2	0	106	5	0	3	0	0	0	5	4	9819	553	585	224	85919	0	0	0	0	0	0	0	68	5	0	0	17	0	13	0	1	14776	1	29665	0	0	159493	0	132	0	54	0	28	0	13230	853456	0	34	635274	0	8	0	239	10304	0	69	42608	170	0	108	15312	0	23	26	8803	0	0	0	26062	862	7	0	459	0	804	82063	4
NS78	0	77	0	561	2	94	0	15	1581	0	1215	0	427429	0	193193	0	15	65	4761	1	21	241215	138399	46	14	26	0	462	2090	165	0	0	3385	29712	78875	0	382129	1	0	0	39	1	0	0	0	0	0	0	4211	261	0	2723	1087	1424	3076	662	0	8159	428062	2	611	36966	0	8	11	3	341	5	3	0	115	85	104	51	0	5	14	191	0	0	83	9	1058	31834	1669	0	53	11	1578	0	0	49	0	0	164	4512	0	4557	128	18	225	119523	0	0	8029	0	29	11	0	52	0	0	0	2	0	0	0	270	232	3242	907	84	0	873	0	12	64	8	0	4	9	2	2235	6	0	12338	0	0	2	372	86	4564	15497	52522	73	0	362	8157	409	56	16	219	0	219	0	103267	602	212	59	6490	0	80	15090	0
NS79	18	2	0	286	0	0	0	5	5030	0	130	0	225809	0	339836	1	4	37	120435	1	276	416459	294182	137	9	18	0	852	0	80	0	0	9140	22186	85448	0	217153	25	0	0	37	0	0	1	0	1	0	0	33072	7757	0	4494	17370	2062	2232	1141	0	26027	2591064	0	858	8880	8	0	19	4	2372	8	10	0	39	1543	16	20	0	12	4	228	0	0	57	22	767	550	3475	59	98	3	1436	0	0	0	0	0	0	3	3	13445	9	172	69	206448	0	0	7984	0	42	2	0	18	21	0	0	0	0	0	0	17	806	0	7091	0	0	3709	0	0	0	109	0	31	0	7053	53088	0	0	27	22	11	0	0	136	5408	204	57811	59	0	86999	1101	0	15	0	1287	43	0	0	9662	0	108	0	255	18	49	9563	76
NS81	46	61	0	193	1	0	1	1302	963	2	459	0	515397	41	926320	0	9	55	5326	0	0	161965	186358	384	25	2	0	284	494	1391	0	0	8445	19063	5	0	85279	24	0	1	28	2	0	0	0	11	0	0	21034	18215	0	195	13392	2998	3695	963	0	25044	314240	0	4100	1269	7	0	0	75	1655	2	6	0	100	2291	94	88	0	16	0	97	11	0	78	3	1842	2337	3027	966	49	9	95809	2	536	0	0	6	210	24	523	15465	35613	30	3267	256779	0	3733	15131	112	174	37	0	61	28323	3	0	27	0	0	0	7	0	0	504	277	9	2193	0	0	4	317	1	6	3	0	3412	0	1	4	7	0	4	0	62	9640	16058	95637	1	1	8975	5982	23	95	0	121	50	69	3	25340	43	891	0	9916	0	31	3680	0
NS83	95	3859	0	705	21	3593	0	12404	4003	0	80	0	141617	0	66728	1	22	19	25239	9	53	89313	151792	14	26	2	0	1318	0	867	2	0	1327	75004	173790	6	252353	62	0	0	0	1	0	0	3	0	0	6	35218	964	0	3992	20908	3059	1173	21167	0	16770	1425733	0	698	10432	3	0	0	9	1760	15	0	0	310	2435	66	591	0	14	0	742	0	6754	73	21	1704	11001	2583	4	84	11	1192	1	6	27	0	0	56	18532	27	13651	298	64	451	98544	0	2	998	0	0	19	0	45	35	7	10	0	0	0	0	4	1152	83	25716	30	0	9823	0	29	25	203	0	4	0	3260	34217	3	1	24693	4	0	0	0	2034	781	10155	110301	108	0	75696	6325	0	85	0	5433	0	152	0	63471	11581	118	0	14896	3	71	26106	5
NS86	325	1757	0	1163	6	238	0	27	1755	0	348	0	44908	3	480667	1	8	0	4682	1	0	122342	120920	18	389	6	0	377	0	174	0	0	1430	53116	14238	0	559928	1	0	1	0	0	0	0	0	0	0	4	8794	75	0	1862	1979	2152	11631	429	8	6657	2461871	3	2528	7581	0	0	0	0	1002	17	0	0	337	292	82	2850	0	12	0	580	0	285	8	12	2180	4895	2366	0	52	0	5153	1	52	101	0	0	0	17568	94	5154	14	10	390	174447	0	806	1169	37	46	6	0	10	5	4	0	1	0	0	0	51	106	1161	1331	0	0	1441	4	244	6	77	2	0	3	1	1684	0	0	11485	0	3	0	243	178	4357	7501	83427	233	0	23185	4896	89	58	1	105	76	491	0	43922	1574	101	4	23	0	47	4587	5
NS9	0	0	0	29	55	1504	0	65	217465	0	812	0	163810	33	740362	9	1	57	688950	254	0	6121	155984	0	60	84	18	12471	118	1295	4	0	102043	111936	15435	31	218768	0	0	0	0	0	0	0	1	0	0	0	24340	2272	0	5902	9516	5386	111354	2575	8	4056	1282393	0	14666	5905	1	0	0	5	4325	13	18	0	36	393	28	39	0	74	27	1888	0	0	88	3	2673	1887	4944	2	32	0	11162	0	90	0	0	0	111	110	3	5876	279	185	104	181583	122	0	0	0	0	22	0	49	87	0	9	4	0	0	0	5	32940	6	17218	0	0	133322	0	4	1	0	0	0	19	13212	280169	0	18	729	5	0	0	0	6381	0	2987	51091	10	0	55946	8365	0	5	1	421	0	56	0	21757	209	22	0	219	0	91	41680	0
