feature	Abiotrophia	Acidaminococcus	Acinetobacter	Actinomyces	Acutalibacter	Adlercreutzia	Aggregatibacter	Akkermansia	Alistipes	Alkalihalobacillus	Amedibacterium	Aminipila	Anaerobutyricum	Anaerococcus	Anaerostipes	Anaerotignum	Arachnia	Bacillus	Bacteroides	Barnesiella	Berryella	Bifidobacterium	Blautia	Bradyrhizobium	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Carnobacterium	Christensenella	Cloacibacillus	Cloacibacterium	Clostridioides	Clostridium	Collinsella	Coprobacter	Coprococcus	Corynebacterium	Cruoricaptor	Cryptobacterium	Cupriavidus	Cutibacterium	Cytobacillus	Dehalococcoides	Desulfovibrio	Dialister	Dolosigranulum	Duncaniella	Dysosmobacter	Eggerthella	Eikenella	Enterocloster	Enterococcus	Erysipelatoclostridium	Escherichia	Eubacterium	Ezakiella	Faecalibacillus	Faecalibacterium	Faecalibaculum	Faecalicatena	Faecalitalea	Fannyhessea	Fastidiosipila	Filifactor	Finegoldia	Flavonifractor	Flintibacter	Fusobacterium	Gardnerella	Gemella	Gordonibacter	Granulicatella	Haemophilus	Helcococcus	Hungatella	Intestinibaculum	Intestinimonas	Jeotgalibaca	Klebsiella	Komagataeibacter	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lacrimispora	Lacticaseibacillus	Lactiplantibacillus	Lactobacillus	Lactococcus	Lancefieldella	Latilactobacillus	Lautropia	Lawsonella	Leptotrichia	Leuconostoc	Ligilactobacillus	Limosilactobacillus	Longibaculum	Longicatena	Mageeibacillus	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Mesorhizobium	Methylobacterium	Methylorubrum	Minimicrobia	Mobiluncus	Mogibacterium	Monoglobus	Murdochiella	Muribaculum	Nanosynbacter	Ndongobacter	Neisseria	Niallia	Novisyntrophococcus	Odoribacter	Olsenella	Oscillibacter	Paeniclostridium	Pandoraea	Parabacteroides	Paraclostridium	Paraprevotella	Parolsenella	Parvimonas	Pauljensenia	Peptacetobacter	Peptoniphilus	Phascolarctobacterium	Phocaeicola	Phoenicibacter	Porphyromonas	Prevotella	Propionibacterium	Propionimicrobium	Pseudobutyrivibrio	Pseudomonas	Pusillimonas..ex.Kitahara.et.al..2021.	Ralstonia	Romboutsia	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Ruthenibacterium	Sarcina	Schaalia	Sodaliphilus	Solibaculum	Sphingobium	Staphylococcus	Streptobacillus	Streptococcus	Sutterella	Treponema	Trueperella	Turicibacter	Turicimonas	Veillonella	Vescimonas	Weissella
NS10	5.18131646888842e-06	0.000193929273549824	0	3.7009403349203e-06	3.7009403349203e-07	0.000116579620549989	0	5.44038229233284e-05	0.00012028056088491	0	1.66542315071413e-05	0	0.0327714565716857	0	0.0370923044127052	7.40188066984059e-07	1.48037613396812e-06	2.59065823444421e-06	0.00158252208721192	0	0.000135084322224591	0.0910919846514602	0.080165698500675	0	3.14579928468225e-05	3.7009403349203e-07	0	0.000340486510812667	0	7.84599351003103e-05	0	7.77197470333262e-06	0.0085021702314124	0.0215035736279874	0.174232128899311	0	0.156689301617755	0	0	0	0	0	0	0	0	0	0	0	0.000858988251735001	0.000390449205334091	0	0.00106957175679197	0.00272944349700372	0.000607324308960421	0.005850446481442	0.000498516663113764	0	0.00057993735048201	0.242001897842204	0	0.000113248774248561	0.00758877815675407	7.40188066984059e-07	0	4.33010019185675e-05	1.51738553731732e-05	0.000558471896539473	0.0001950395556503	8.51216277031668e-06	0	8.14206873682465e-06	0.00081679753191691	0	0	0	4.44112840190436e-06	0	0.000108437551813165	0	0	1.85047016746015e-06	9.9925389042848e-06	0.0044063395627561	0.00179347568630238	9.9555295009356e-05	0	2.29458300765058e-05	4.81122243539639e-06	0.00144151626045146	0	1.85047016746015e-06	0	0	0	0	7.40188066984059e-07	0	0.000628789762902958	0.00193559179516332	1.59140434401573e-05	0.000124721689286814	0.0946493285013856	7.40188066984059e-07	0.00207733780999076	0	0	0	7.40188066984059e-07	0	7.40188066984059e-07	1.77645136076174e-05	3.33084630142827e-06	0	3.7009403349203e-07	0	0	0	1.62841374736493e-05	7.77197470333262e-06	5.18131646888842e-06	0.000690225372462635	2.29458300765058e-05	0	0.000682453397759303	0	6.1805703593169e-05	2.96075226793624e-06	0	0	1.85047016746015e-06	7.03178663634856e-06	0.000139895544659987	0.00490004500343447	1.11028210047609e-06	0	0.00299295044885004	1.48037613396812e-06	1.85047016746015e-06	7.40188066984059e-07	0.000158030152301097	0.00089710793718468	0	9.10431322390393e-05	0.00904287761434425	0	0	1.11028210047609e-05	0.00209547241763187	0	3.7009403349203e-06	0	4.14505317511073e-05	0	0	0	0.000625088822568038	7.17982424974538e-05	8.51216277031668e-06	0	1.03626329377768e-05	0	2.22056420095218e-06	0.00137786008669083	0
NS11	0	0.000472067014687202	0	1.47941229674052e-06	4.03476080929232e-07	1.54665831022872e-05	0	0.0018284191067443	0.0107429541308217	0	1.49286149943816e-05	0	0.00259838596118426	0	0.00784075068069777	0	2.68984053952822e-07	0	0.220089746529601	7.12807742974977e-06	3.90026878231591e-06	0.0125443403401438	0.00252818112310257	0	1.12973302660185e-05	0.000393658162959954	0	1.35836947246175e-05	0	0.000149286149943816	0	1.74839635069334e-06	0.000112166350498327	0.00147752940836285	0.00418592984761381	0	0.00632556350478153	0	0	0	0	0	0	0	3.09331662045745e-06	2.01738040464616e-06	0	9.27994986137234e-06	0.0019475790426454	0.000180353808175367	0	0.000400786240389704	0.000774405091330173	6.41526968677479e-05	0.0109286876200762	0.000227157033563158	0	1.84254076957683e-05	0.0776695490549582	0	2.54189930985416e-05	0.00100586586975658	0	0	7.66604553765541e-06	0	0.000464804445230476	0.000265487261251435	0	0	1.39871708055467e-05	3.52369110678196e-05	7.66604553765541e-06	5.11069702510361e-05	0	5.91764918696207e-06	0	0.000109207525904846	0	0	2.28636445859898e-06	2.68984053952822e-06	0.000130457266167118	0.000158028131697283	5.12414622780125e-05	0	0	5.37968107905643e-07	0.000333809210955452	0	0	0	0	0	0	0.00132864673449996	0	4.07510841738525e-05	1.84254076957683e-05	5.11069702510361e-06	1.70804874260042e-05	0.00337306003656838	8.06952161858465e-07	0.0519154018251913	0	0	0	9.41444188834875e-07	0	4.03476080929232e-07	1.46596309404288e-05	1.74839635069334e-06	0	0	1.47941229674052e-06	0	0	1.34492026976411e-07	0.0046717150490526	5.37968107905643e-07	0.000422035980651977	5.37968107905643e-07	0	0.0917183172088601	0	1.85598997227447e-05	1.2104282427877e-06	0	1.34492026976411e-07	0	0	0.00111036617471725	0.220646946997365	0	0	0.246287044988255	0	0	0	0.00299137166400933	0.00032036000825781	0	2.67639133683057e-05	0.003010335039813	9.41444188834875e-07	0	2.29981366129662e-05	0.00226699760671438	0	4.57272891719797e-06	4.61307652529089e-05	7.2356710513309e-05	0	1.30457266167118e-05	0	0.000402534636740397	0.00115985924064457	6.1866332409149e-06	0	1.11628382390421e-05	0	2.15187243162257e-06	0.00178901294284022	1.07593621581129e-06
NS13	0	0	0	5.54866307564128e-06	2.94772725893443e-06	5.2018716334137e-07	0	7.10922456566539e-06	0.00657776668045163	0	3.58929142705545e-05	0	0.133412054990719	2.79167110993202e-05	0.291988164008077	0	1.7339572111379e-07	1.05771389879412e-05	0.130782682275749	0	0	4.82040104696336e-05	0.109039552430965	0	6.06885023898265e-06	4.88975933540888e-05	0	0.000173048929671562	0	1.33514705257618e-05	0	0	0.0800847211493362	0.0105024054321412	5.89545451786886e-06	3.4679144222758e-07	0.0343540272456697	3.4679144222758e-07	0	0	0	0	0	0	0	0	0	0	0.000624571387451872	0.00343722337963866	0	0.000545156147181756	0.000681271788256081	0.0017552848848349	0	0.000215877672786669	8.6697860556895e-07	0.000297200265989036	0.133246635472776	0	0.00026078716455514	0.000289570854260029	5.2018716334137e-07	0	0	5.54866307564128e-05	0.0014648470519693	1.7339572111379e-06	0	0	3.98810158561717e-06	3.45057485016442e-05	1.16175133146239e-05	4.85508019118612e-06	0	8.56574862302123e-05	0	1.35248662468756e-05	0	0	5.89545451786886e-06	7.80280745012055e-06	0.00303980038684585	0.00100482820385441	0.0014246192446709	0	6.9358288445516e-06	1.87267378802893e-05	0.000237031950762551	0	0	0	3.4679144222758e-07	0	0	6.41564168121023e-06	0	0.000341069383430825	3.98810158561717e-06	0	0.000537006548289408	0.00811162522942421	0	3.4679144222758e-07	0	0	0	0	0	2.77433153782064e-06	0.00151305106243893	1.21377004779653e-06	0	0	1.21377004779653e-06	0	0	1.38716576891032e-06	1.92469250436307e-05	1.7339572111379e-07	0.000351646522418766	0	0	0.00106152860465862	0	1.76863635536066e-05	0	0	0	0	7.10922456566539e-06	2.08074865336548e-06	0.0339763713650838	0	3.4679144222758e-07	4.14415773461958e-05	0	0	0	0	3.51993313860994e-05	0	0	0.00490917965617362	0	0	6.41564168121023e-06	0.00015831029337689	0	5.02847591229991e-06	0	3.24249998482787e-05	0	1.00569518245998e-05	0	0.00210641122009032	0	1.36982619679894e-05	0	0.000269803742053057	0	7.10922456566539e-06	0.000543248794249504	0
NS21	5.75224495983909e-06	0	0	2.63238328670603e-06	8.77461095568675e-07	0	1.65742651385194e-06	9.3595850193992e-06	7.51691671870498e-05	0	1.67692564930902e-05	1.85241786842276e-06	0.00266241195530993	0	0.0948123037594821	9.74956772854084e-08	1.1699481274249e-06	1.65742651385194e-06	0.149828919460283	1.94991354570817e-07	0	0.000911779573973139	0.00887464152058158	0	1.88166657160838e-05	0.00169593730637968	0	0.000374675887807824	0	8.1896368919743e-06	0	0	0.00191900741600869	0.00771239555166223	5.26476657341205e-06	0	0.011024811187434	0.00033782252179394	0	0	0	9.74956772854084e-08	0	9.74956772854084e-08	5.8497406371245e-07	0	0	0	0.00178924066954181	0.000758516369280477	0	0.00167702314498631	9.60332421261272e-05	0.000283712420900538	0.00846164983160059	4.01682190415882e-05	0	2.46664063532083e-05	0.331569929018272	0	0.000161062858875495	6.46396340402257e-05	4.87478386427042e-07	0	0	0	0.0203739641693636	8.77461095568675e-07	1.65742651385194e-06	0	2.1254057648219e-05	5.8497406371245e-07	3.80233141413093e-06	0.000125086953957179	0	3.99732276870174e-06	0	1.63792737839486e-05	0	4.43605331648608e-05	1.07245245013949e-06	1.65742651385194e-06	0.000325830553487835	0.000230577276779991	0.000186314239292415	0	0	0	3.35385129861805e-05	0	0	2.3398962548498e-06	0	0	9.74956772854084e-08	4.09481844598715e-06	3.89982709141633e-07	7.12693400956335e-05	0.00370815058987322	2.10590662936482e-05	0.000115142394874067	0.0202340578724591	0	2.72987896399143e-06	0	0	0	1.75492219113735e-06	0	4.19231412327256e-06	1.2186959660676e-05	0	0	1.94991354570817e-07	0	0	0	2.92487031856225e-07	1.34544034653864e-05	3.89982709141633e-07	0.00273855607926984	0	0	0.00636373784777317	0	0	0	0	9.74956772854084e-08	3.89982709141633e-07	1.94991354570817e-06	3.60734005956011e-06	0.253650116287969	0	9.74956772854084e-08	2.23265100983585e-05	0	2.92487031856225e-07	1.94991354570817e-07	0	2.64213285443457e-05	0	1.46243515928113e-05	0.0608037641131086	7.79965418283267e-07	0	0.00042488616160981	0.00140666763187387	0	2.72987896399143e-06	0	6.23972334626613e-06	0	0	1.1699481274249e-06	0.00212218840747148	4.09481844598715e-06	1.08220201786803e-05	0	3.31485302770388e-06	0	0.00151420536391968	8.1896368919743e-05	0
NS25	1.49807819039345e-06	0.0073644774800647	0	2.24711728559018e-07	2.09730946655084e-06	0	0	4.71894629973938e-06	0.000374968971055481	0	7.40799665149563e-05	0	0.00210584851223608	0	0.0208087554880222	7.86491049956563e-06	2.32202119510985e-06	0	0.213007393465293	1.32579919849821e-05	0	0.00143725621586348	0.00579509076780852	0	8.38923786620334e-06	8.53155529429072e-05	0	0.00182668164145626	0	9.96221996611647e-06	0	0	0.00100168998200658	0.0061327575919232	1.19846255231476e-06	0	0.0101918004487943	0	0	0	0	2.99615638078691e-07	0	0	4.71894629973938e-06	0	0	7.49039095196727e-08	0.00605920195277488	0.000359613669603949	0	0.00159170807729304	0.0184029917220693	0.000561329897940427	0.000364407519813208	0.000649566703354602	0	0.000293323709679038	0.34815322163962	1.34827037135411e-06	6.02227432538168e-05	4.17214776024577e-05	2.92125247126724e-06	0	0	1.27336646183444e-06	0.0390736993048468	1.81267461037608e-05	6.74135185677054e-07	0	1.49807819039345e-06	1.47560701753755e-05	0	7.64019877100661e-06	0	1.29583763469034e-05	0	0.000296994001245502	0	0	1.09359707898722e-05	5.54288930445578e-06	0.00121524102804717	7.62521798910268e-05	0.00020366372998399	0	1.34827037135411e-06	0	1.19846255231476e-05	0	0	0	0	0	4.49423457118036e-07	2.24711728559018e-06	0	0.000240666261286708	0.000121494141240909	0	3.71523391217577e-05	0.0136892137920868	0	0	0	0	0	7.49039095196727e-07	0	0	0.0262103011152143	0	6.74135185677054e-07	7.49039095196727e-08	0	0	0	1.49807819039345e-06	0.000349202026180714	0	0.0059724632255511	1.34827037135411e-06	0	0.00921707587421476	0	4.31446518833315e-05	0	3.14596419982625e-05	0	2.99615638078691e-07	2.92125247126724e-06	0.00525263665506705	0.239068411088835	0	7.49039095196727e-08	1.63290522752886e-05	0	1.19846255231476e-06	0	0.000624923317122629	0.00148908972125109	0	0.000110408362631998	0.00718837838878395	6.74135185677054e-07	0	2.69654074270822e-06	0.000617283118351623	0	0	0	0.000762971222367386	0	0	0	8.83117093236941e-05	0.000854054376343308	7.64019877100661e-06	0	7.90985284527744e-05	2.99615638078691e-07	1.79769382847214e-06	0.000154376957520045	0
NS27	2.9155675921704e-05	8.74670277651122e-05	0	3.56347150154161e-06	9.71855864056802e-07	8.16358925807714e-05	4.85927932028401e-07	0.00548061916937099	0.00459120907778167	0	2.15428049865924e-05	0	0.0269495631102951	2.429639660142e-06	0.174711176585401	3.23951954685601e-07	1.4577837960852e-06	0	0.103361730421761	4.04939943357001e-06	9.71855864056802e-06	0.102176714171521	0.0168276842861435	0	6.47903909371201e-07	1.214819830071e-05	0	0.00066053803560394	0	0.000154525082385031	0	0	0.000563190473220917	0.00894884879623503	0.00721327619900692	0	0.0156697180241198	1.619759773428e-07	0.00040024264001406	0	0	0	0	0	0	0.00301615467410028	0	0	0.00480744700753431	0.000127151142214098	0	0.000287183407828785	8.32556523541993e-05	0.000916946007737592	0	0.000353755534516676	0	5.78254239113797e-05	0.353551120833269	0	0.000140595148333551	0.0131297727234074	3.23951954685601e-07	0	0	6.47903909371201e-07	0.000318282795478603	1.9437117281136e-06	1.1338318413996e-06	0	1.26341262327384e-05	5.70155440246657e-05	1.11763424366532e-05	0.000708806876852094	0	0	0	7.20793099175461e-05	0	0	6.15508713902641e-06	1.02044865725964e-05	8.39035562635706e-05	0.000764526613058017	0.000480582724776088	3.88742345622721e-06	2.5916156374848e-06	0.000268232218479677	0.000156630770090488	0	0	0	0	8.09879886714001e-07	1.619759773428e-07	6.47903909371201e-07	0	4.90787211348685e-05	0.000123263718757871	2.1056877054564e-05	2.70499882162476e-05	0.00895759549901154	0	3.95221384716433e-05	0	0	0	0	0	5.18323127496961e-06	2.13808290092496e-05	9.71855864056802e-07	0	0	0	0	0	1.7817357507708e-06	1.1338318413996e-06	0.00018854003762702	0.000194695124766046	0	0	0.0105838343115333	0	0.000275359161482761	1.1338318413996e-06	2.54302284428196e-05	0	0	2.7535916148276e-06	2.1056877054564e-06	0.0812136212078387	1.4577837960852e-06	6.47903909371201e-07	1.1338318413996e-05	0	3.23951954685601e-07	0	0	0.000564972208971687	0	0.000425186940524851	0.0219469350500627	6.47903909371201e-07	0	0.00887093835113314	0.000105770313204849	0.000135411917058581	9.71855864056802e-07	0	2.55922044201624e-05	0	2.1056877054564e-05	0	0.0156923946609478	0.000549422515146779	6.96496702574041e-06	0	1.76553815303652e-05	1.619759773428e-07	0.000176553815303652	0.00231172114863645	0
NS28	0	0.000113653063725553	0	4.57663343861285e-06	2.5425741325627e-06	2.11033653002704e-05	7.62772239768809e-07	0.0600820437821095	0.0135046282476935	0	0.000122297815776266	0	0.0130919684659786	6.35643533140674e-06	0.0489033623508844	0	0	0	0.0496170629098947	1.39841577290948e-05	2.03405930605016e-06	0.00915021578826663	0.00583113951561929	0	3.05108895907524e-06	0.000170352466881701	7.62772239768809e-07	0.0206507871046742	0	4.60205917993848e-05	1.52554447953762e-06	0	0.000883544511065537	0.00456620888466935	0.000543856606955161	4.06811861210031e-06	0.0422428351532231	3.00023747642398e-05	0.000106025341327864	0	0	0	1.24586132495572e-05	0	0	0.0107296628394146	1.9832078233989e-05	0	0.00241620819817433	4.11897009475157e-05	0	0.000143655438489792	0.000654712839134894	7.4497422084087e-05	0.00712200440272137	0.000164758803790063	4.83089085186912e-06	0.000524278786134428	0.325720273113143	0	3.81386119884404e-05	0.0001581481110454	2.5425741325627e-07	1.01702965302508e-06	0	2.79683154581897e-06	0.000281971471301203	1.77980189279389e-06	8.41592037878252e-05	0	0	2.79683154581897e-06	1.65267318616575e-05	0.000405286316730494	0	7.62772239768809e-07	2.5425741325627e-06	0.000551738586766105	0	0	2.28831671930643e-06	9.66178170373824e-06	0.000272309689597465	0.00307295509661527	0.00157410764546957	2.69512858051646e-05	0	1.93235634074765e-05	0.000464019779192692	0	0	0	2.28831671930643e-06	0	0	1.52554447953762e-05	0	0.000764806299074859	0.000175946129973339	3.15279192437774e-05	3.55960378558777e-05	0.00421863900074803	0	4.85631659319475e-05	0	0	0	0	5.59366309163793e-06	2.79683154581897e-06	2.79683154581897e-05	3.55960378558777e-06	2.5425741325627e-07	0	1.52554447953762e-06	7.62772239768809e-07	0	5.08514826512539e-07	0.00226263672056754	0.000206711276977347	0.00123543677101221	0	0	0.0352866065839449	0	0.000285276817673535	0	9.91603911699451e-06	0	0	2.87310876979585e-05	0.0023704418637882	0.00955067121414526	0	2.6442770978652e-05	0.270739395813194	0	1.01702965302508e-06	0	1.27128706628135e-05	0.00119170449593214	0	1.9832078233989e-05	0.0350819293662736	0	0	0.000327737805687332	0.00031146533123893	3.25449488968025e-05	0.000166030090856344	6.91580164057053e-05	7.37346498443182e-05	0	0	0	0.00215559434958665	0.00638720047841075	6.10217791815047e-06	1.52554447953762e-06	6.28015810742986e-05	0	0.000144163953316305	0.00228221454138828	0
NS29	0	0.00100422356996944	0	1.18779131931869e-05	1.07981029028972e-06	0	0	8.63848232231776e-06	0.00232375174470348	1.72769646446355e-06	0.00249889697378847	0	0.000744421214125733	6.69482379979626e-06	0.0737588174608779	0	1.72769646446355e-06	0.000877669803947484	0.0196352703186283	6.47886174173832e-07	0	0.220624462929357	0.0319733986575367	0	8.63848232231776e-07	0	0	0.000968805792447936	0	0.000437539129625394	0	0	0.00745025907888295	0.0631794841227934	0.000692590320191826	6.47886174173832e-07	0.00548673204702012	8.63848232231776e-06	0	0	0	0	1.85727369929832e-05	0	0	0	0	0	0.00269736610514372	0.0209470238592722	0	0.0132853379255505	0.00350700786080295	0.016663848361809	0.00153073906751471	0.00577396158423719	1.07981029028972e-06	0.000133032627763693	0.14757616063949	0	0.000357201244027839	0.00136444828281009	0	0	0	5.83097556756449e-06	0.0039175517331711	0	8.42252026425981e-06	0	7.77463409008598e-06	0.00079517229776935	9.28636849649159e-06	1.51173440640561e-06	6.47886174173832e-07	0.00164239145153066	6.47886174173832e-07	0.000342083899963783	1.07981029028972e-06	0	0	3.23943087086916e-06	0.0325346840464293	0.00158991267142258	0.0500811693395211	2.80750675475327e-06	1.72769646446355e-06	1.29577234834766e-06	0.00174065418794703	0	2.15962058057944e-06	0	0	0	1.59811922962878e-05	3.64975878117925e-05	8.8544443803757e-06	0.000403417124452239	0.096721847132121	0	0.000177736773781688	0.0275738196107802	1.36056096576505e-05	2.37558263863738e-06	0	0	0	2.59154469669533e-06	6.47886174173832e-07	7.23472894494112e-05	0.0127339867913286	1.07981029028972e-06	0	1.07981029028972e-06	0	0	0	1.9436585225215e-06	1.07981029028972e-06	7.55867203202804e-06	0.00635338778600665	2.80750675475327e-06	0	0.00027103238286272	0	2.50515987347215e-05	0	0.00063017728541308	0	5.3990514514486e-06	0	6.47886174173832e-07	0.0396147841578009	0	2.15962058057944e-07	8.91923299779308e-05	0	1.07981029028972e-06	0	0	0.000967941944215705	0	0.00348605954117133	0.0173499598202591	2.15962058057944e-06	2.80750675475327e-06	4.29764495535308e-05	0.0504077039713047	8.20655820620187e-06	2.07323575735626e-05	0	0.00125560340554889	0	0	0	0.00289497138826674	0	4.75116527727477e-06	0	0.000195013738426323	0	1.01502167287234e-05	0.000335821000280103	2.15962058057944e-07
NS30	5.22776399627319e-06	0.000266228722032431	3.46581390864037e-05	2.01365724300893e-05	0	5.80862666252576e-07	0	2.69133035363694e-05	0.000442617351684463	7.74483555003435e-07	0.000718139876376935	0	0.0295645543660349	6.5831102175292e-06	0.0602617909312623	0	6.77673110628006e-06	1.45215666563144e-05	0.0202872094815375	0	0	0.0515310378157085	0.0532900835900101	0	5.80862666252576e-07	9.68104443754293e-07	0	0.000233700412722286	0	1.02619071037955e-05	0	0	0.0101612242416451	0.0343708056874974	0.000594803370242638	0	0.0168343681724434	1.93620888750859e-07	0	0	0	0	0	0	1.93620888750859e-07	0	2.3234506650103e-06	0	0.000544074697389913	0.00306831022403486	0	0.00240535230095192	0.00800777271695802	0.00263769736745295	0.0680606467092581	0.00208084369140548	3.07857213113865e-05	2.30408857613522e-05	0.22625355972004	0	5.8860750180261e-05	0.000260226474481154	1.16172533250515e-06	0	2.14919186513453e-05	2.12982977625945e-06	0.000156058436333192	2.90431333126288e-06	2.12982977625945e-06	0	2.82686497576254e-05	0.000256354056706137	2.78814079801237e-05	0	0	6.77673110628006e-06	0.00025248163893112	9.68104443754294e-06	0	0	1.87812262088333e-05	6.19586844002748e-06	0.000671090000410476	0.000867421581603847	0.00250584154221361	6.19586844002748e-06	0	3.48517599751546e-06	0.000128757891019321	5.80862666252576e-07	0	0	0	0	5.80862666252576e-07	0.000150443430559417	0	8.38378448291218e-05	0.00660692558684555	3.87241777501717e-06	0.000220146950509726	0.223473550999355	2.71069244251202e-06	4.25965955251889e-06	1.16172533250515e-06	1.35534622125601e-06	0	7.41568003915789e-05	0	7.74483555003435e-06	0.00100605413794946	9.68104443754293e-07	0	1.08427697700481e-05	0	0	0	1.93620888750859e-07	2.71069244251202e-06	1.35534622125601e-06	0.000752604394574588	0	0	0.000133598413238092	0	3.2915551087646e-06	0	5.0728672852725e-05	0	9.29380266004122e-06	4.45328044126975e-06	1.35534622125601e-06	0.00376979870397922	7.74483555003435e-07	0	0.000175420525208278	0	0	1.93620888750859e-07	0	4.82116012989638e-05	0	0.000263130787812417	0.162329236057166	3.09793422001374e-06	0	5.59564368489982e-05	0.000126821682131812	4.06603866376803e-06	7.35759377253263e-06	0	7.91909434991012e-05	0	0	0	0.00280304960644618	0	2.80750288688745e-05	0	3.4270897308902e-05	1.87812262088333e-05	3.33027928651477e-05	0.000508642074748506	8.32569821628692e-06
NS32	0	0	0	2.66220055900887e-06	1.14474624037382e-05	5.37764512919792e-05	0	0.00358172463209054	0.00903471003710841	0	4.44587493354482e-05	0	0.0130128363324354	5.85684122981952e-06	0.00656046083756557	2.66220055900887e-07	7.98660167702662e-07	2.39598050310799e-06	0.0804586226147016	2.92842061490976e-06	7.98660167702662e-07	0.00826213943488404	0.00766101454865984	0	4.52574095031508e-06	0.00257381550044978	0	0.01501481115281	0	0.000146154810689587	0	0	0.00034502119244755	0.0236528533066261	0.00176796739123779	2.68882256459896e-05	0.23591037009646	9.05148190063017e-06	0	0	0	0	0	0	0.000142161509851074	0	0	0	0.00671140760926137	3.64721476584216e-05	0	0.000793868206696446	0.00268323194342504	0.000157868493149226	0.00883477877512685	0.000272609337242509	1.33110027950444e-06	8.67877382236893e-05	0.365461834559676	0	9.23783593976079e-05	0.000229747908242466	2.66220055900887e-07	0	1.86354039130621e-06	0	0.000381227120050071	2.39598050310799e-06	0	0.000187152699298324	1.09150222919364e-05	0.000142960170018777	0	8.25282173292751e-06	0	4.2595208944142e-06	1.86354039130621e-06	0.000382558220329575	0	0	1.83691838571612e-05	2.39598050310799e-06	0.000321327607472371	0.00135426142436781	0.00055214039593844	0	0	1.33110027950444e-06	2.26287047515754e-05	0	1.06488022360355e-06	0	0	0	1.86354039130621e-06	0.00417965487764393	3.46086072671154e-06	0.000132311367782741	3.08815264845029e-05	5.88346323540961e-05	0.000111812423478373	0.0162282421676063	2.1297604472071e-06	0	0	0	0	1.03825821801346e-05	7.98660167702662e-07	2.92842061490976e-06	1.09150222919364e-05	2.39598050310799e-06	0	0	0	0	0	2.1297604472071e-06	0.00308043226682917	5.32440111801775e-07	0.00333866572105303	0	0	0.00809229103921927	0	0	7.98660167702662e-07	3.46086072671154e-06	5.32440111801775e-07	1.59732033540532e-06	0	0.000891304747156171	0.0387403425346971	0	6.12306128572041e-06	0.0902555206718542	0	0	7.98660167702662e-07	0	0.00103160271661594	0	7.21456351491405e-05	0.0225083732863082	1.86354039130621e-06	0	0.00543940818216693	0.00164231152485257	0	1.1713682459639e-05	2.07651643602692e-05	0.000634402393211815	0	0	0	0.00102734319572152	0.00191518708215098	1.06488022360355e-05	0	3.40761671553136e-05	7.98660167702662e-07	7.18794150932396e-06	0.00340096121413384	0
