#Classification	S-19-POLJUN-B_bracken_O.kreport
k__Bacteria	608606
k__Bacteria|p__Cyanobacteria	181737
k__Bacteria|p__Cyanobacteria|o__Nostocales	180646
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	698
k__Bacteria|p__Cyanobacteria|o__Chroococcales	209
k__Bacteria|p__Cyanobacteria|o__Synechococcales	4
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	176
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales	1
k__Bacteria|p__Actinobacteria	94587
k__Bacteria|p__Actinobacteria|c__Actinomycetia	87189
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	40010
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	11218
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	12565
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2877
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	4257
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	1363
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	8289
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	1081
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales	667
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	515
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	235
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Sporichthyales	4104
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales	1
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	4160
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	4160
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	3039
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	3039
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	199
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	199
k__Bacteria|p__Firmicutes	7867
k__Bacteria|p__Firmicutes|c__Bacilli	7867
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	3659
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	4208
k__Bacteria|p__Chloroflexi	30
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	30
