#Classification	GQ18_bracken_G.kreport
k__Bacteria	3507778
k__Bacteria|p__Firmicutes	2290781
k__Bacteria|p__Firmicutes|c__Bacilli	2102466
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1428772
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1374187
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	1374186
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	27411
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia	27411
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	27149
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	27149
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	23
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus	23
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	673693
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella	673268
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	425
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Caldibacillus	425
k__Bacteria|p__Firmicutes|c__Negativicutes	175105
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	174694
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	174694
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	174694
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	411
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	411
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas	411
k__Bacteria|p__Firmicutes|c__Clostridia	13140
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	13140
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	11401
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis|g__Mogibacterium	11401
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	1677
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Filifactor	1677
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	61
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoanaerobaculum	61
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	68
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	68
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	68
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia	68
k__Bacteria|p__Actinobacteria	927749
k__Bacteria|p__Actinobacteria|c__Actinomycetia	927736
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	922942
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	922942
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia	922942
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	4256
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	4256
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	4183
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia	72
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	346
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	346
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	346
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	190
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	190
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia	83
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium	89
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionimicrobium	11
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium	6
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	13
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	13
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	13
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella	13
k__Bacteria|p__Tenericutes	69
k__Bacteria|p__Tenericutes|c__Mollicutes	69
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	69
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae	69
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma	69
k__Bacteria|p__Bacteroidetes	118751
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	118430
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	118430
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	118056
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	118056
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	262
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella	262
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	67
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	67
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	43
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	43
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	320
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	320
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	320
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga	320
k__Bacteria|p__Proteobacteria	116184
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	91613
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	91476
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	91476
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	91183
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter	292
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	136
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	136
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium	136
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	13734
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	13734
