name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium acnes	48418	S	86	485	571	0.76235
Cutibacterium namnetense	48422	S	5	7	12	0.01602
Cutibacterium modestum	48421	S	1	3	4	0.00534
Lawsonella clevelandensis_A	46365	S	2	5	7	0.00935
Saccharopolyspora_C sp016526145	47550	S	1	0	1	0.00134
UBA3913 sp002391425	44759	S	4	1	5	0.00668
Curvibacter sp003987795	126972	S	2	16	18	0.02403
Acidovorax temperans	126391	S	1	25	26	0.03471
Pseudomonas_E baetica_A	138208	S	1	29	30	0.04005
Sphingopyxis sp001468265	125395	S	4	10	14	0.01869
Staphylococcus capitis	57076	S	3	8	11	0.01469
Staphylococcus hominis	57097	S	1	3	4	0.00534
Staphylococcus caprae	57077	S	1	1	2	0.00267
Limosilactobacillus fermentum	55598	S	6	10	16	0.02136
Clostridium_A leptum	64444	S	3	17	20	0.02670
