name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas aeruginosa	138123	S	119	500	619	0.23808
Pseudomonas paraeruginosa	138137	S	3	6	9	0.00346
Stutzerimonas stutzeri	139027	S	56	263	319	0.12269
Stutzerimonas stutzeri_AO	139038	S	7	24	31	0.01192
Stutzerimonas stutzeri_B	139042	S	4	15	19	0.00731
Stutzerimonas frequens	139002	S	2	4	6	0.00231
Stutzerimonas stutzeri_G	139046	S	2	7	9	0.00346
Stutzerimonas sp007713455	139020	S	2	37	39	0.01500
Stutzerimonas stutzeri_U	139055	S	1	19	20	0.00769
Pseudomonas_E alcaligenes	138170	S	3	15	18	0.00692
Pseudomonas_E cremoris	138265	S	1	2	3	0.00115
Pseudomonas_E helleri	138386	S	1	0	1	0.00038
Pseudomonas_E putida_P	138528	S	1	3	4	0.00154
Thiopseudomonas sp012719655	139069	S	1	0	1	0.00038
Pseudomonas_F otitidis	138963	S	1	1	2	0.00077
Acinetobacter johnsonii	137103	S	3	20	23	0.00885
Moraxella_A cinereus	137339	S	1	4	5	0.00192
Vreelandella stevensii	136926	S	2	10	12	0.00462
Vreelandella hamiltonii	136868	S	1	3	4	0.00154
Burkholderia contaminans	126608	S	15	233	248	0.09538
Aquabacterium parvum	126468	S	41	317	358	0.13769
Paraburkholderia agricolaris	127963	S	8	41	49	0.01885
Paraburkholderia phytofirmans	128028	S	2	8	10	0.00385
Herbaspirillum huttiense	127116	S	4	25	29	0.01115
Cupriavidus basilensis	126906	S	1	7	8	0.00308
Hylemonella sp019745555	127248	S	2	5	7	0.00269
Hylemonella sp019746735	127249	S	2	3	5	0.00192
Hydrogenophilus sp026416515	130840	S	4	45	49	0.01885
Pararheinheimera mangrovi	132552	S	10	23	33	0.01269
Alishewanella agri	132296	S	3	6	9	0.00346
Pantoea piersonii	133270	S	6	5	11	0.00423
Serratia_J liquefaciens	133481	S	1	0	1	0.00038
Lichenihabitans minor	118234	S	1	7	8	0.00308
Bradyrhizobium sp029892425	120642	S	1	5	6	0.00231
Paracoccus aerius	121803	S	1	4	5	0.00192
Cutibacterium acnes	48418	S	65	259	324	0.12462
Cutibacterium modestum	48421	S	43	22	65	0.02500
Cutibacterium namnetense	48422	S	1	0	1	0.00038
UBA3913 sp002391425	44759	S	20	6	26	0.01000
Kocuria coralli	45125	S	2	13	15	0.00577
Micrococcus luteus	45158	S	1	4	5	0.00192
Actinomyces sp000195595	42457	S	1	0	1	0.00038
Corynebacterium sp027886475	46180	S	3	6	9	0.00346
Corynebacterium sanguinis	46136	S	1	14	15	0.00577
Mycobacterium sp001665295	46625	S	3	5	8	0.00308
Mycobacterium abscessus	46373	S	1	0	1	0.00038
Mycobacterium sp943331415	46812	S	1	0	1	0.00038
Lawsonella clevelandensis_A	46365	S	5	3	8	0.00308
Streptococcus sp000187445	56205	S	7	49	56	0.02154
Streptococcus mitis_CT	56009	S	1	5	6	0.00231
Paenibacillus_A sp000159955	56800	S	1	4	5	0.00192
Staphylococcus epidermidis	57090	S	3	37	40	0.01538
Hymenobacter sp913778455	85237	S	1	3	4	0.00154
Deinococcus sp943914785	98824	S	1	2	3	0.00115
Allomeiothermus silvanus	98864	S	1	0	1	0.00038
