#Classification	SRR5091603_bracken_P.kreport
k__Bacteria	2161359
k__Bacteria|p__Firmicutes	1031142
k__Bacteria|p__Actinobacteria	43193
k__Bacteria|p__Chloroflexi	20
k__Bacteria|p__Bacteroidetes	1060186
k__Bacteria|p__Proteobacteria	25926
k__Bacteria|p__Verrucomicrobia	545
k__Bacteria|p__Synergistetes	283
k__Bacteria|p__Spirochaetes	42
k__Bacteria|p__Fusobacteria	17
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Eukaryota	1817
k__Eukaryota|k__Fungi	1783
k__Eukaryota|k__Fungi|p__Ascomycota	1783
k__Eukaryota|k__Viridiplantae	34
k__Eukaryota|k__Viridiplantae|p__Streptophyta	34
k__Archaea	8
k__Archaea|p__Euryarchaeota	8
k__Viruses	81
k__Viruses|k__Heunggongvirae	81
k__Viruses|k__Heunggongvirae|p__Uroviricota	81
