feature	Abiotrophia	Abyssicoccus	Acetobacter	Achromobacter	Acidaminococcus	Acidipropionibacterium	Acidithiobacillus	Acidothermus	Acidovorax	Acinetobacter	Actinomyces	Actinoplanes	Actinotignum	Adlercreutzia	Aequoribacter	Aeribacillus	Aerococcus	Aeromicrobium	Aeromonas	Aerosticca	Aggregatibacter	Agrobacterium	Agrococcus	Akkermansia	Alcaligenes	Alcanivorax	Alicycliphilus	Alicyclobacillus	Alistipes	Alkalihalobacillus	Allosaccharopolyspora	Altererythrobacter	Aminobacter	Amycolatopsis	Anaerobutyricum	Anaerococcus	Anaerostipes	Anoxybacillus	Aquabacter	Aquabacterium	Arachnia	Arsenicicoccus	Arthrobacter	Asticcacaulis	Atlantibacter	Atopobium	Aureimonas	Azoarcus	Azorhizobium	Azospira	Azospirillum	Bacillus	Bacteroides	Bdellovibrio	Bergeyella	Bifidobacterium	Blastococcus	Blastomonas	Blautia	Bordetella	Bosea	Brachybacterium	Bradyrhizobium	Brevibacillus	Brevibacterium	Brevilactibacter	Brevundimonas	Brochothrix	Brucella	Buchnera	Burkholderia	Butyricimonas	Caballeronia	Caldibacillus	Calothrix	Campylobacter	Capnocytophaga	Cardiobacterium	Carnobacterium	Castellaniella	Caulobacter	Celeribacter	Cellulomonas	Cellulosimicrobium	Cellvibrio	Cereibacter	Chelatococcus	Chloracidobacterium	Chloroflexus	Chondrocystis	Christensenella	Chroococcidiopsis	Chryseobacterium	Citricoccus	Citrobacter	Clavibacter	Cloacibacillus	Cloacibacterium	Clostridioides	Clostridium	Collinsella	Comamonas	Conchiformibius	Conexibacter	Congregibacter	Coprococcus	Corynebacterium	Croceicoccus	Cronobacter	Cruoricaptor	Cupriavidus	Curtobacterium	Cutibacterium	Cytobacillus	Defluviicoccus	Deinococcus	Delftia	Denitratisoma	Dermabacter	Dermacoccus	Desulfovibrio	Devosia	Dialister	Diaphorobacter	Dietzia	Dolosigranulum	Duganella	Dysosmobacter	Effusibacillus	Eggerthella	Eikenella	Elizabethkingia	Empedobacter	Ensifer	Enterobacter	Enterocloster	Enterococcus	Epilithonimonas	Erwinia	Erysipelatoclostridium	Erythrobacter	Escherichia	Eubacterium	Ewingella	Exiguobacterium	Ezakiella	Faecalibacillus	Faecalibacterium	Faecalicatena	Faecalitalea	Fannyhessea	Fastidiosipila	Ferrovibrio	Filifactor	Finegoldia	Flaviflexus	Flavobacterium	Flavonifractor	Flintibacter	Fonsibacter	Frederiksenia	Fretibacterium	Friedmanniella	Frigidibacter	Frigoribacterium	Fusobacterium	Gardnerella	Gemella	Geobacillus	Geodermatophilus	Georhizobium	Gluconacetobacter	Glutamicibacter	Gordonia	Gordonibacter	Granulicatella	Haematobacter	Haemophilus	Halomonas	Halopseudomonas	Hankyongella	Herbaspirillum	Hydrocarboniclastica	Hydrogenobacter	Hydrogenophaga	Hydrogenophilus	Hylemonella	Hymenobacter	Iamia	Ideonella	Idiomarina	Immundisolibacter	Intestinimonas	Janibacter	Janthinobacterium	Jeotgalibaca	Jeotgalicoccus	Jonesia	Kaistella	Kerstersia	Kingella	Klebsiella	Kluyvera	Kocuria	Kosakonia	Kovacikia	Kurthia	Kyrpidia	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lacrimispora	Lacticaseibacillus	Lactiplantibacillus	Lactobacillus	Lactococcus	Lancefieldella	Laribacter	Larkinella	Latilactobacillus	Lautropia	Lawsonella	Leclercia	Legionella	Lelliottia	Lentibacillus	Leptolyngbya	Leptotrichia	Leucobacter	Leuconostoc	Levilactobacillus	Ligilactobacillus	Limnobacter	Limnohabitans	Limosilactobacillus	Listeria	Loigolactobacillus	Luteimonas	Lysinibacillus	Lysobacter	Macrococcus	Mageeibacillus	Mammaliicoccus	Marinobacter	Marinobacterium	Marmoricola	Massilia	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Meiothermus	Melaminivora	Mesorhizobium	Metabacillus	Methylibium	Methylobacterium	Methylococcus	Methylomonas	Methylophilus	Methylorubrum	Methyloversatilis	Microbacterium	Microcella	Micrococcus	Microlunatus	Micromonospora	Micropruina	Microvirga	Microvirgula	Miltoncostaea	Miniimonas	Minimicrobia	Mitsuaria	Mixta	Mobiluncus	Modestobacter	Mogibacterium	Monoglobus	Moraxella	Morganella	Murdochiella	Muribaculum	Mycobacterium	Mycobacteroides	Mycolicibacter	Mycolicibacterium	Mycoplasma	Myroides	Nakamurella	Nanosynbacter	Ndongobacter	Neisseria	Neobacillus	Neomicrococcus	Nitrosomonas	Nitrospira	Nitrospirillum	Niveispirillum	Nocardia	Nocardioides	Nocardiopsis	Nosocomiicoccus	Nostoc	Novosphingobium	Ochrobactrum	Odoribacter	Oligella	Olsenella	Ornithinimicrobium	Orrella	Oryzomicrobium	Oscillatoria	Oscillibacter	Ottowia	Paenibacillus	Paeniglutamicibacter	Pandoraea	Pannonibacter	Pantoea	Parabacteroides	Paraburkholderia	Parachlamydia	Paracoccus	Parageobacillus	Paraprevotella	Parvimonas	Pasteurella	Paucibacter	Pauljensenia	Pectobacterium	Pediococcus	Pedobacter	Peptoniphilus	Phascolarctobacterium	Phenylobacterium	Phocaeicola	Phytobacter	Planktophila	Planococcus	Plantibacter	Pluralibacter	Polaromonas	Polymorphum	Polynucleobacter	Porphyrobacter	Porphyromonas	Prevotella	Priestia	Propionibacterium	Propionimicrobium	Protaetiibacter	Proteiniphilum	Proteus	Providencia	Pseudarthrobacter	Pseudoalteromonas	Pseudoclavibacter	Pseudocnuella	Pseudomonas	Pseudonocardia	Pseudorhizobium	Pseudoxanthomonas	Psychrobacter	Pusillimonas..ex.Kitahara.et.al..2021.	Qipengyuania	Rahnella	Ralstonia	Raoultella	Rathayibacter	Rheinheimera	Rhizobacter	Rhizobium	Rhizorhabdus	Rhodobacter	Rhodococcus	Rhodoferax	Rhodopseudomonas	Rhodothermus	Roseburia	Roseiflexus	Roseococcus	Roseomonas	Rothia	Rouxiella	Rubrobacter	Rugosibacter	Ruminococcus	Ruthenibacterium	Saccharomonospora	Saccharothrix	Salinicoccus	Salmonella	Sandaracinobacter	Sanguibacter	Schaalia	Schlegelella	Scytonema	Selenomonas	Serinicoccus	Serpentinimonas	Serratia	Shewanella	Shinella	Simplicispira	Sinimarinibacterium	Sinorhizobium	Skermanella	Skermania	Sneathia	Solibaculum	Sphaerotilus	Sphingobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Sphingosinithalassobacter	Spirosoma	Staphylococcus	Stenotrophomonas	Steroidobacter	Streptococcus	Streptomyces	Sulfuriferula	Sulfuritalea	Sulfuritortus	Sulfurivermis	Sutterella	Symbiobacterium	Tabrizicola	Tannerella	Tardibacter	Tatumella	Tepidimonas	Tessaracoccus	Thalassospira	Thauera	Thermaerobacter	Thermanaerovibrio	Thermoactinomyces	Thermobacillus	Thermobifida	Thermocrinis	Thermomonas	Thermus	Thioalkalivibrio	Thiopseudomonas	Tolumonas	Treponema	Tsukamurella	Tsuneonella	Ureaplasma	Ureibacillus	Vagococcus	Variovorax	Veillonella	Vescimonas	Vibrio	Virgibacillus	Vogesella	Weissella	Weizmannia	Wenzhouxiangella	Xanthobacter	Xanthomonas	Yimella	Zunongwangia
SRR20002446	174	0	8	291	0	67	90	0	1548	38804	3269	0	0	0	14	6	128	0	402	5232	73	2882	11	13	130237	151	150	0	93	0	0	2	6	0	0	13	0	0	0	1517	123	0	9	0	0	0	233	0	29	33	1027	791	158	0	0	230	39	0	9	181	21	16	275	1	278	0	4149	43	123	0	7298	0	32	1	0	47	55	67	2	0	107	0	1	0	0	0	9	0	0	0	0	3	517	0	351	0	0	29	0	9	82	579	0	1	6	18	37264	17	0	2	7751	0	268824	0	0	347	2227	0	121	711	0	0	2	960	113	145	0	0	0	0	17	0	4	0	3710	0	25636	74	207	0	32	257	0	0	4	5	0	309	0	0	8	0	0	2	513	0	29	50	0	0	0	10	0	0	0	20	247	50	0	17	0	0	50	198	13	40	32	898	1349	91	0	8347	0	0	47	738	0	0	0	26	0	3	0	257	487	4	1	0	17	208	278	685	3	961	123	0	0	0	34	0	0	2	0	6	0	4252	155	0	4	0	0	129	5	90	2	15	0	0	47	0	77	0	0	8	0	133	242	0	8	0	64	27	0	2	0	0	0	24	0	39	0	0	108	13	7	0	0	773	14	0	0	1276	2	348	0	24747	3	49	0	118	0	0	0	0	0	0	0	26	0	0	750	0	0	0	309	461	0	3659	0	0	0	0	0	2323	0	0	0	0	10	0	12	84	0	0	0	16	0	0	0	78	69	11	18	0	3	16	4	0	18	323	1587	55	30737	35	3023	26	0	40	0	0	55	0	0	7	77	14	0	66	0	0	66	0	0	0	0	0	28	114	334	0	0	0	0	0	28	41	0	4	0	0	759022	5	0	70	47	0	0	230	1399	114	0	0	7	668	6	0	97	25	20	0	9	0	8	25	1693	0	4	0	0	0	0	0	0	132	0	0	63	2	0	26	29	0	33	1204	0	0	32	0	1	0	0	0	0	150	4087	609	361	105	5	407909	3479	10	796486	62	0	0	99	16	0	0	0	62	0	0	19	11	0	13	0	0	0	0	0	0	72	1082	77	0	0	8	0	0	0	0	0	20	656	0	10	0	25	0	0	74	0	448	0	0
SRR20002448	171	0	12	1392	0	0	0	0	2824	71696	1252	0	0	0	0	356	75	6	1457	0	253	4918	16	40	7845	0	471	36	85	2	0	0	91	0	3	275	4	57	1	4565	14	0	84	5	0	0	72	0	49	22	587	4078	1472	0	0	198	0	0	15	180	53	7	982	0	197	44	2582	0	114	10	4146	0	173	115	0	46	227	16	81	0	139	0	32	0	0	23	0	0	4	0	0	2	84	0	208	17	0	135	0	0	31	1082	1	0	0	86	17986	0	0	0	19949	1556	220863	50	15	634	2668	0	141	2378	1	6	3	3032	26	125	0	0	0	0	1	8	0	0	904	1	3719	744	0	16	0	10660	0	0	50	2	0	149	0	0	61	1	0	29	1717	0	22	5	0	0	0	38	1	0	0	117	879	344	303	0	0	0	15	472	0	438	42	288261	5158	98	0	21712	0	0	180	69	0	0	107	112	0	4	0	622	0	11	2	26	24	11	419	547	0	8706	0	0	0	0	89	0	9	0	0	292	7	1800	300	24	0	0	38	4669	28	82	0	0	0	0	65	4	496	113	0	2	74	2580	1520	0	8	0	94	6	6	4	1	0	82	149	1	62	0	0	289	77	44	0	0	700	0	0	0	1649	9	530	0	13562	58	0	0	2	2	0	0	19	0	51	18	7	0	1	3108	6115	0	0	828	418	12	8876	3	0	302	0	0	5604	0	0	0	4	15	2	19	621	144	0	0	41	157	0	0	90	80	3	44	10	0	52	5	0	73	716	375	80	88320	148	1029	0	0	15	76	0	0	0	0	0	766	14	1	110	13	2	1194	0	0	0	0	0	47	273	2408	14	145	24	0	0	3597	480	16	233	0	0	1840437	180	9	133	47	0	0	0	1111	159	0	11	16	1268	0	0	179	52	42	0	33	0	0	101	23095	0	0	8	0	0	0	0	0	2609	0	0	302	2	0	26	145	3	118	6	12	0	150	0	22	0	2	0	16	65	8727	1926	821	2	0	115588	1683	29	229223	41	0	0	11	0	1	0	0	60	0	0	6	3	8	26	0	0	665	0	0	0	0	207	146	0	0	0	121	11	0	0	2	0	528	10	83	0	58	3	16	1	0	886	0	0
SRR20002450	9	0	0	7	0	0	2	0	113	4733	52	0	0	0	0	0	1	0	11	50	0	73	0	0	4932	0	0	2	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	9	0	0	0	8	0	2	27	0	29	0	92	2	7	0	474	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	48	0	0	0	553	0	0	0	359	7	19502	0	0	2	30	0	0	14	0	0	0	52	0	0	0	0	0	0	1	0	0	0	91	0	46	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	6	0	0	0	0	0	7	0	0	12	4	95	0	0	338	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	21	0	107	0	0	0	0	11	0	0	0	0	0	0	7	2	2	0	0	0	3	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	0	23	0	0	0	32	0	19	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	13	36	0	69	0	2	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	2	6	11	0	0	1508	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	6	0	0	0	0	0	11	3	0	0	0	0	34395	0	0	6	0	0	0	0	10	0	0	0	0	36	0	0	3	1	0	0	0	0	0	11	51	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	127	50	13	0	0	2344329	94	0	66	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	42	1	0	0	4	0	0	0	0	0	0	6	0	0	0	2	1	4	1	0	3	0	0
SRR20002455	103	1	43	867	0	0	0	0	3138	88826	1866	0	0	0	0	11	23	9	771	3	14	5948	16	23	2201	0	366	41	117	0	0	0	0	0	9	7	182	67	0	5389	187	0	8	8	0	0	5	40	86	104	1219	5210	1066	5	17	279	33	2	46	591	23	36	575	80	597	1	1064	12	398	0	28656	0	122	39	0	13	133	13	16	0	64	0	0	0	1	0	76	0	0	0	0	5	525	0	370	0	0	184	0	4	127	1491	8	0	0	99	6092	51	0	8	18725	0	197804	0	0	63	3367	0	0	6741	1	0	28	3476	73	21	0	0	0	68	0	3	0	0	228	0	3607	899	18	2	25	7284	0	0	4	0	3	212	0	0	86	0	0	0	130	0	10	30	0	0	0	0	0	0	0	39	63	42	6	50	0	0	11	590	7	28	408	587	4434	102	0	22703	0	0	363	86	0	0	0	108	0	4	0	527	0	0	0	0	42	0	0	234	12	748	0	0	0	0	366	0	0	6	0	170	103	387	110	1	0	0	4	131	25	67	0	0	0	0	20	0	37	0	0	0	10	3014	1914	0	5	0	12	4	6	0	1	2	0	4235	0	52	3	0	535	54	70	0	0	815	4	0	4	2178	0	732	0	3094	0	126	0	0	0	2	0	0	0	0	3	499	0	20	14520	16	0	0	885	221	0	4848	0	0	6	0	3	1242	278	2	0	0	71	0	12	477	2	4	0	140	0	1	0	13	18	9	50	0	0	109	15	0	174	942	513	21	95892	161	535	0	1	9	8	0	0	0	23	5	50	0	1	388	125	0	33	0	180	0	0	1	17	44	458	12	10	0	0	0	158	221	0	0	6	13	1939349	44	30	294	436	0	0	4	1135	55	0	0	6	1133	69	0	162	120	34	0	25	0	0	2147	1063	0	1	0	11	1	1	45	0	6374	7	0	190	0	0	10	2526	0	810	46	23	5	99	0	70	0	11	0	0	22	11571	2981	1330	0	0	83885	1528	0	7580	59	0	1	0	1	0	0	0	0	0	0	58	0	9	47	0	0	0	0	7	0	7	20	317	0	0	0	50	0	0	1	0	0	117	12	3	0	30	5	0	0	25	300	10	0
SRR20002456	37	0	17	525	0	0	0	0	1283	34978	132	0	0	0	0	14	26	0	259	0	0	2201	84	8	1152	0	0	17	25	0	12	0	0	0	10	107	0	0	0	1901	25	0	9	11	0	0	0	0	11	0	916	0	283	0	0	75	0	48	0	95	7	15	0	0	211	0	619	7	17	0	3053	0	29	7	0	0	33	0	0	0	89	51	0	0	0	0	0	0	0	8	0	0	37	0	132	0	8	24	0	0	40	889	0	1	0	0	7092	8	0	0	9980	0	25899	68	0	47	906	0	0	1276	0	0	0	1500	22	99	122	0	0	0	0	0	0	0	282	5	381	147	117	0	0	743	0	13	0	0	0	56	0	0	5	0	0	0	65	23	3	57	9	0	0	0	0	0	0	8	54	24	0	11	0	0	0	177	29	7	20	73	1829	127	0	12145	0	0	19	17	0	58	0	122	0	0	0	58	91	0	7	0	31	0	0	0	0	271	0	0	0	0	139	0	0	5	0	0	0	20523	88	0	0	0	152	44	14	57	0	0	0	0	100	0	20	0	2	0	0	275	557	0	0	0	1	0	0	0	0	0	0	69	0	27	0	0	137	0	3	0	0	1729	0	0	0	769	0	355	40	3912	2	0	35	0	0	0	0	0	0	10	0	23	0	0	1878	0	0	0	346	160	0	3279	0	0	0	0	0	163	0	0	0	8	9	0	0	106	0	2	0	0	18	0	0	0	49	0	18	0	0	0	0	43	144	0	47	0	42217	20	459	0	30	0	0	0	14	0	0	0	38	0	0	2	0	0	226	0	0	0	11	4	14	6	76	99	0	0	0	0	0	304	6	0	7	0	891498	5	0	105	15	0	0	0	766	58	0	4	0	622	0	9	292	27	91	0	1	0	0	100	309	0	71	0	12	3	0	0	0	415	0	0	0	0	0	1	2	0	79	0	0	0	191	0	0	0	8	0	5	27	5178	844	605	0	0	24638	1823	9	958	490	0	0	0	0	0	0	9	5	14	0	0	13	0	0	0	0	0	0	0	0	18	6	122	0	0	0	6	0	0	0	0	0	26	0	0	0	1	20	0	0	5	225	0	0
SRR20002459	72	10	37	569	0	14	0	0	2377	40436	2820	0	0	49	1	4	69	0	569	0	252	4739	0	20	964	0	290	25	100	0	12	2	2	0	10	7	1	20	6	1454	31	15	20	17	0	0	1407	0	14	37	467	1468	56	0	564	215	1	0	0	54	35	103	428	0	352	7	4046	54	91	0	3111	0	62	2	10	3	372	56	2	0	22	0	6	135	4	0	0	0	0	0	0	19	186	1	0	0	0	47	0	8	168	747	0	2	0	13	2206	0	0	0	11773	0	44155	0	10	335	1823	0	2	1009	1	0	0	1880	107	25	0	0	0	10	201	0	5	11	528	0	902	1178	5	0	0	3871	0	0	17	1	0	259	0	0	0	0	0	0	13	4	6	9	0	0	0	0	0	38	0	14	48	53	0	0	3	0	142	559	0	26	512	697	2287	47	0	11614	0	0	14	220	0	74	26	24	1	0	0	65	13	13	10	0	29	7	82	515	0	2266	0	0	0	0	240	0	0	0	0	4	0	230	573	0	0	0	0	307	0	264	0	28	0	38	122	10	109	0	0	0	2	707	893	0	0	0	4	0	0	0	0	0	23	64	0	126	2	0	118	17	10	0	0	438	5	0	0	986	0	975	14	4192	0	47	11	0	0	0	0	0	0	0	0	42	0	0	61477	17	0	0	3553	475	9	1923	0	81	5	1	0	1676	0	1	0	0	5	0	111	222	18	0	32	299	41	0	15	2	208	0	4	0	0	2704	0	0	162	153	110	34	47520	5	2540	0	0	0	0	0	9	0	0	0	6	6	0	28	0	0	229	0	369	6	55	0	0	3	210	0	0	0	0	0	89	454	0	0	0	0	1088635	48	4	34	72	0	0	0	842	36	35	5	6	908	0	7	238	131	0	0	0	0	0	270	2586	0	1	0	28	1	0	0	0	1688	5	0	101	7	15	20	28	2	535	12	12	0	60	0	4	0	6	0	0	77	6666	1227	597	0	7	615364	1502	0	3138	57	0	2	5	0	0	0	0	14	3	0	4	10	0	1	0	0	102	0	0	0	0	86	216	0	0	0	89	1	0	0	119	0	291	12	1	0	33	6	0	15	0	77	0	0
SRR20002464	147	0	16	346	20	11	2	0	1703	72884	692	0	0	432	0	5	39	0	409	0	7	1465	39	1039	203	1	55	18	4446	0	0	0	0	0	261	25	645	799	0	1400	1	0	231	0	0	0	2	0	28	0	48251	1119	11648	0	0	7778	15	0	1625	28	5	56	587	73	916	36	973	21	154	0	1153	94	51	89	0	49	43	0	12	0	139	11	0	0	2	0	0	3	2	0	12	11	10	0	236	0	31	45	60	396	3311	948	0	4	0	1431	8405	74	0	0	5478	217	32855	0	0	122	951	1	8	656	15	2	0	656	105	137	1	528	48	907	0	0	2	0	292	144	423	206	0	40	0	4938	2	31	51	2	0	13680	7	107	1	2	0	0	4	6	0	403	20	0	4	0	0	0	9	0	212	19	484	12	0	0	32	409	240	27	163	110	1390	55	0	5705	0	5	59	1693	1	168	0	32	0	2	190	199	0	0	19	2	0	0	15	663	0	1023	1	0	0	0	569	0	75	95	81	28	14	110	10	0	0	0	22	158	7	54	0	2	0	1	9	6	4	0	2	0	30	1179	643	0	165	0	52	0	8	0	38	0	0	637	20	932	32	3	31430	1	29	0	0	1009	2	0	0	987	0	413	30	2742	97	0	27	0	0	0	4	0	0	0	1	2	3	107	7393	0	0	26	428	218	0	3394	0	2	8	8	3	450	763	0	0	0	0	1	0	308	21	16	0	75	0	165	1	20	67	5	6	0	104	8	6	0	62	2	79	2407	24277	11	869	117	219	0	0	2	118	0	4	0	4	418	0	6621	0	0	91	20	0	0	0	6	32	5	2589	192	10	0	0	2	0	57	0	0	0	0	494462	235	0	166	49	70	0	0	489	39	0	17	1	563	0	0	136	16	0	14	1454	2	0	129	498	0	4	0	604	320	0	0	0	1319	0	0	348	5	0	2	10	0	112	50	0	0	43	28	10	0	2	88	1	67	4207	2962	304	0	37	95995	918	2	1667	33	11	0	4	0	102	3	1	8	4	16	11	207	0	4	23	18	0	0	0	2	0	981	68	0	0	5	16	0	0	3	7	0	82	517	8	21	50	22	0	0	0	304	0	2
SRR20002465	0	0	8	261	0	2	0	0	1805	48722	575	0	64	0	6	0	31	0	241	51	11	1614	0	61	5219	31	160	20	278	6	0	16	0	0	0	12	4	0	0	1603	13	0	3	0	0	7	26	0	17	24	399	1020	2332	0	4	70701	1	1	18	71	43	21	421	1	767	4	1033	0	12	0	2134	11	27	78	0	105	33	6	0	0	102	0	0	0	0	2	26	0	0	84	0	0	34	0	142	0	0	12	0	0	94	480	0	0	0	1	1042331	38	0	0	8286	6	50308	0	1	42	4942	0	98	7615	8	0	0	876	107	0	4	23	0	102	0	0	5	0	1324	0	593	301	5	10	0	5702	4	0	20	0	0	200	0	0	6	0	0	4	4	22	0	17	0	0	0	0	0	0	0	0	85	0	0	0	0	0	81	257	0	25	1505	213	1593	66	0	7732	0	0	33	522	0	31	3	96	0	2	0	313	0	5	13	0	27	3	27	311	0	2401	0	0	0	0	164	0	32	2	39	34	0	55	820	5	0	0	0	13	1057	72	0	13	0	0	13	0	4	0	3	38	20	1943	966	0	0	0	151	34	0	3	0	0	3	47	0	43	0	1	149	5	27	0	0	504	0	0	0	758	0	297	0	1661	0	0	0	0	11	0	0	0	0	0	18545	44	2	0	2297	9	0	0	957	55	0	7886	0	795	0	0	5	275	0	0	0	0	5	0	0	107	7	0	0	18	0	7	8	26	44	3	8	0	80	17	2	0	114	82	19	48	36721	9	8630	0	0	0	0	0	0	0	0	0	26	0	0	184	91	0	36	0	0	0	2	2	7	102	11728	0	0	24214	4	0	2419	66	2	0	0	0	639091	76	5	548	83	0	2	6	527	42	0	6	3	349	0	0	476	24	0	0	1	0	1	1035	809	0	8	4	1	10	0	0	0	2842	2	0	6008	0	0	0	32	0	45	0	1	0	76	0	51	2	0	0	0	2	4207	957	416	0	0	37814	1272	1	21750	42	0	0	3	0	3	0	10	0	0	0	4	98	7	0	0	0	0	5	0	0	9	110	147	41	20	12	209	0	2	0	0	7	39	18	7	0	26	0	20	18	0	146	27	0
SRR20002466	25	18	17	672	0	0	0	0	2991	62959	919	0	0	8	0	249	123	0	1158	79	45	5033	72	70	9256	8	45	1	339	0	4	34	0	0	20	0	3	0	4	3610	179	0	25	14	0	0	96	0	40	0	9080	885	2912	0	0	814	0	13	59	495	21	44	607	0	378	16	2639	17	83	0	7649	0	193	2	0	10	142	0	20	0	71	0	0	0	0	5	0	0	0	0	0	51	634	0	0	0	6	104	0	138	288	1418	2	0	18	94	3435	0	0	0	13615	36	113108	0	0	476	2998	0	13	2365	3	14	0	2471	200	60	2	48	0	106	1	2	1	0	383	236	1644	531	0	4	20	3384	0	0	9	0	0	632	0	0	0	0	0	0	86	0	3	57	0	0	0	0	1	0	24	38	101	70	39	7	20	0	5	1189	16	87	31	290	2919	170	0	17515	0	0	97	820	1	0	16	121	0	23	5	552	44	0	2	0	370	9	6	547	0	3301	0	0	0	0	303	0	0	5	0	0	0	992	0	5	12	0	239	247	11	183	0	0	0	0	53	25	12	0	0	0	0	686	249	0	18	0	129	0	0	0	0	0	0	481	0	735	0	63	1250	40	66	119	0	746	0	0	3	1616	0	1010	13	7166	51	0	0	31	13	0	0	0	0	0	0	20	0	0	5511	0	0	0	857	64	0	4756	1	0	2	0	0	2839	0	0	39	10	4	0	7	351	0	0	0	804	0	0	0	13	796	1	6	0	0	17	0	0	123	70	104	257	65398	8	1117	0	5	7	10	0	43	0	0	0	4	11	11	690	0	1	291	0	29	1	8	0	9	9	362	0	64	0	0	0	53	72	9	0	30	0	1699028	110	29	0	32	31	0	10	531	132	0	7	1	592	10	281	394	105	132	0	31	0	0	200	5715	0	10	0	19	31	0	0	0	916	7	0	221	0	0	20	704	0	269	51	9	0	171	0	0	0	0	0	17	210	8277	2748	1140	0	0	765419	1018	0	3705	99	0	0	0	6	0	0	0	25	61	0	39	20	0	0	0	0	12	0	0	0	0	1163	78	13	0	61	162	0	0	0	0	46	48	15	0	0	134	7	0	3	7	119	0	0
SRR20002468	0	0	0	0	0	0	0	0	8	119	0	0	0	0	0	0	0	0	0	0	0	17	0	1	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	11	119	0	0	0	0	0	0	4	0	0	0	0	6	0	12	1	0	0	141	0	0	6	0	1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	6	0	0	0	0	1383832	0	0	0	18	0	286	0	0	0	0	0	862	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	369	8	0	0	0	1880380	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	0	0	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	362	0	2	1	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	8	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	55	689958	0	0	1	0	0	10	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3126	1	0	0	0	0	0	0	0	0	0	3	7	0	238	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	23	0	0	0	0	0	0	0	1676	0	0	0	0	0	475180	149	0	0	0	0	4964	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	65	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23	8	0	0	0	16225	0	0	1034	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
