#Classification	SRR5091599_bracken_P.kreport
k__Bacteria	4584943
k__Bacteria|p__Bacteroidetes	3338954
k__Bacteria|p__Firmicutes	1186718
k__Bacteria|p__Actinobacteria	1729
k__Bacteria|p__Proteobacteria	57418
k__Bacteria|p__Verrucomicrobia	72
k__Bacteria|p__Spirochaetes	37
k__Bacteria|p__Fusobacteria	4
k__Bacteria|p__Synergistetes	6
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Eukaryota	51
k__Eukaryota|k__Metazoa	35
k__Eukaryota|k__Metazoa|p__Chordata	35
k__Eukaryota|k__Viridiplantae	16
k__Eukaryota|k__Viridiplantae|p__Streptophyta	16
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	308
k__Viruses|k__Heunggongvirae	301
k__Viruses|k__Heunggongvirae|p__Uroviricota	301
k__Viruses|k__Sangervirae	7
k__Viruses|k__Sangervirae|p__Phixviricota	7
