name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella sp. wkB7	3120264	S	5976	3110	9086	0.14539
Gilliamella sp. B3022	2817969	S	20	37	57	0.00091
Gilliamella sp. ESL0443	2704655	S	6	3	9	0.00014
Gilliamella sp. ESL0441	2704654	S	1	0	1	0.00002
Gilliamella apicola	1196095	S	6032	3256	9288	0.14862
Gilliamella apis	1970738	S	2371	257	2628	0.04205
Frischella perrara	1267021	S	7008	3752	10760	0.17217
Orbus mooreae	3074107	S	4	0	4	0.00006
Orbus wheelerorum	3074111	S	2	0	2	0.00003
Pantoea sp. JZ2	2654189	S	2	0	2	0.00003
Rahnella inusitata	58169	S	2	1	3	0.00005
Dickeya sp. A6137	3122209	S	1	10	11	0.00018
Pseudomonas sp. SG20056	3074146	S	2	3	5	0.00008
Stenotrophomonas maltophilia	40324	S	6	4	10	0.00016
Snodgrassella alvi	1196083	S	3899	1938	5837	0.09340
Commensalibacter melissae	2070537	S	364	17	381	0.00610
Bartonella apihabitans	2750929	S	79	43	122	0.00195
Bartonella choladocola	2750995	S	4	4	8	0.00013
Mesorhizobium sp. AR02	2865837	S	1	1	2	0.00003
Rhizobium sp. WL3	2603277	S	2	0	2	0.00003
Microvirga ossetica	1882682	S	2	0	2	0.00003
Sphingomonas aerolata	185951	S	1	1	2	0.00003
Lactobacillus apis	303541	S	9279	643	9922	0.15876
Lactobacillus sp. IBH004	2879107	S	5050	812	5862	0.09380
Lactobacillus sp. wkB8	1545702	S	69	165	234	0.00374
Lactobacillus sp. ESL0680	2983210	S	1	0	1	0.00002
Lactobacillus kullabergensis	1218493	S	1954	393	2347	0.03755
Lactobacillus helsingborgensis	1218494	S	1319	1536	2855	0.04568
Lactobacillus panisapium	2012495	S	10	1	11	0.00018
Lactobacillus kimbladii	1218506	S	5	13	18	0.00029
Lactobacillus amylovorus	1604	S	4	5	9	0.00014
Lactobacillus melliventris	1218507	S	3	79	82	0.00131
Bombilactobacillus bombi	1303590	S	44	66	110	0.00176
Bombilactobacillus mellifer	1218492	S	11	5	16	0.00026
Ligilactobacillus ruminis	1623	S	1	4	5	0.00008
Ligilactobacillus acidipiscis	89059	S	1	0	1	0.00002
Apilactobacillus kunkeei	148814	S	2	0	2	0.00003
Lactiplantibacillus plantarum	1590	S	2	103	105	0.00168
Ethanoligenens harbinense	253239	S	2	0	2	0.00003
Bifidobacterium asteroides	1684	S	1736	67	1803	0.02885
Bifidobacterium coryneforme	1687	S	518	67	585	0.00936
Bifidobacterium actinocoloniiforme	638619	S	1	0	1	0.00002
Bombiscardovia apis	2932182	S	2	0	2	0.00003
Streptomyces sp. T12	477697	S	17	9	26	0.00042
Rhodococcoides fascians	1828	S	2	2	4	0.00006
Cutibacterium acnes	1747	S	5	2	7	0.00011
Nocardioides panacis	2849501	S	2	0	2	0.00003
Thermobifida alba	53522	S	2	0	2	0.00003
Blastococcus brunescens	1564165	S	1	1	2	0.00003
Gordonibacter urolithinfaciens	1335613	S	1	1	2	0.00003
Leptolyngbya sp. 7M	2812896	S	1	1	2	0.00003
Homo sapiens	9606	S	34	111	145	0.00232
Apis mellifera filamentous virus	1100043	S	91	0	91	0.00146
