#Classification	SRR20002463_bracken_P.kreport
k__Bacteria	15508
k__Bacteria|p__Actinobacteria	4799
k__Bacteria|p__Firmicutes	1769
k__Bacteria|p__Deinococcus-Thermus	19
k__Bacteria|p__Tenericutes	17
k__Bacteria|p__Proteobacteria	7056
k__Bacteria|p__Fusobacteria	1811
k__Bacteria|p__Bacteroidetes	33
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	3042
k__Eukaryota|k__Metazoa	2355
k__Eukaryota|k__Metazoa|p__Chordata	2355
k__Eukaryota|k__Fungi	355
k__Eukaryota|k__Fungi|p__Basidiomycota	350
k__Eukaryota|k__Fungi|p__Ascomycota	5
k__Eukaryota|p__Apicomplexa	278
k__Eukaryota|k__Viridiplantae	52
k__Eukaryota|k__Viridiplantae|p__Streptophyta	52
k__Viruses	7
k__Viruses|k__Heunggongvirae	7
k__Viruses|k__Heunggongvirae|p__Uroviricota	7
