#Classification	SRR20002462_bracken_P.kreport
k__Bacteria	4216025
k__Bacteria|p__Proteobacteria	3348470
k__Bacteria|p__Firmicutes	696867
k__Bacteria|p__Actinobacteria	163806
k__Bacteria|p__Deinococcus-Thermus	527
k__Bacteria|p__Tenericutes	3
k__Bacteria|p__Bacteroidetes	6109
k__Bacteria|p__Chlamydiae	99
k__Bacteria|p__Verrucomicrobia	53
k__Bacteria|p__Fusobacteria	35
k__Bacteria|p__Nitrospirae	31
k__Bacteria|p__Synergistetes	14
k__Bacteria|p__Spirochaetes	8
k__Eukaryota	20623
k__Eukaryota|k__Viridiplantae	10360
k__Eukaryota|k__Viridiplantae|p__Streptophyta	10360
k__Eukaryota|k__Fungi	9601
k__Eukaryota|k__Fungi|p__Basidiomycota	8240
k__Eukaryota|k__Fungi|p__Ascomycota	1360
k__Eukaryota|k__Metazoa	661
k__Eukaryota|k__Metazoa|p__Chordata	661
k__Viruses	549
k__Viruses|k__Heunggongvirae	549
k__Viruses|k__Heunggongvirae|p__Uroviricota	532
k__Viruses|k__Heunggongvirae|p__Peploviricota	17
