#Classification	S-6-POLCOM-B_bracken_P.kreport
k__Bacteria	1403
k__Bacteria|p__Proteobacteria	1275
k__Bacteria|p__Actinobacteria	92
k__Bacteria|p__Acidobacteria	34
k__Bacteria|p__Bacteroidetes	1
k__Eukaryota	31
k__Eukaryota|k__Metazoa	30
k__Eukaryota|k__Metazoa|p__Chordata	30
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
