#Classification	SRR5091528_bracken_P.kreport
k__Bacteria	4703053
k__Bacteria|p__Bacteroidetes	4086376
k__Bacteria|p__Firmicutes	483610
k__Bacteria|p__Actinobacteria	91324
k__Bacteria|p__Proteobacteria	40627
k__Bacteria|p__Verrucomicrobia	928
k__Bacteria|p__Synergistetes	165
k__Bacteria|p__Fusobacteria	13
k__Bacteria|p__Elusimicrobia	3
k__Bacteria|p__Spirochaetes	2
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Archaea	234
k__Archaea|p__Euryarchaeota	234
k__Eukaryota	97
k__Eukaryota|k__Viridiplantae	96
k__Eukaryota|k__Viridiplantae|p__Streptophyta	96
k__Eukaryota|k__Fungi	1
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Viruses	367
k__Viruses|k__Heunggongvirae	366
k__Viruses|k__Heunggongvirae|p__Uroviricota	366
k__Viruses|k__Sangervirae	1
k__Viruses|k__Sangervirae|p__Phixviricota	1
