#Classification	SRR5091528_bracken_C.kreport
k__Bacteria	4703052
k__Bacteria|p__Bacteroidetes	4086376
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	4086376
k__Bacteria|p__Firmicutes	483610
k__Bacteria|p__Firmicutes|c__Clostridia	463419
k__Bacteria|p__Firmicutes|c__Negativicutes	14984
k__Bacteria|p__Firmicutes|c__Bacilli	4521
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	686
k__Bacteria|p__Actinobacteria	91324
k__Bacteria|p__Actinobacteria|c__Actinomycetia	83212
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	8111
k__Bacteria|p__Proteobacteria	40627
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	25433
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	839
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	67
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	14042
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	244
k__Bacteria|p__Verrucomicrobia	928
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	928
k__Bacteria|p__Synergistetes	165
k__Bacteria|p__Synergistetes|c__Synergistia	165
k__Bacteria|p__Fusobacteria	13
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	13
k__Bacteria|p__Elusimicrobia	3
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia	3
k__Bacteria|p__Spirochaetes	2
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2
k__Archaea	232
k__Archaea|p__Euryarchaeota	232
k__Archaea|p__Euryarchaeota|c__Methanobacteria	232
k__Eukaryota	97
k__Eukaryota|k__Viridiplantae	96
k__Eukaryota|k__Viridiplantae|p__Streptophyta	96
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	96
k__Eukaryota|k__Fungi	1
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	1
k__Viruses	367
k__Viruses|k__Heunggongvirae	366
k__Viruses|k__Heunggongvirae|p__Uroviricota	366
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	366
k__Viruses|k__Sangervirae	1
k__Viruses|k__Sangervirae|p__Phixviricota	1
k__Viruses|k__Sangervirae|p__Phixviricota|c__Malgrandaviricetes	1
