Taxon	coef	adj.p	taxRank	dataset	database	DAA_tool
Brown_y bin.7	-0.0311989044021501	7.32347404970215e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903903925 1	-0.0152081216775374	8.42083624467011e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900142985 1	-0.0100631446428516	9.25093617779013e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_018268695 1	-0.00860634403407686	1.06448742016671e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_018241625 1	-0.00882773567394056	1.40437808971504e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_013170845 1	-0.0167929307199722	1.51358905592627e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903644065 1	-0.0125077814096573	2.03829611580616e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_s bin.4	-0.0388221360008285	2.2452051754898e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_017881085 1	-0.00904540802212586	2.2452051754898e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ap bin.10	0.0248650013670585	2.2452051754898e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_003330725 1	-0.0257977114157777	2.75337136111784e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_013289985 1	-0.0181878446048838	3.154441255727e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_y bin.6	-0.0374459730171153	3.25479932411244e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_z bin.2	-0.0621134494873447	3.25479932411244e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ap bin.12	0.0379188315172046	3.25479932411244e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_018736105 1	-0.0115302332270332	3.28449326365948e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_k bin.4	-0.0356389906879293	3.5492472995006e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900114625 1	-0.0112493767330236	3.68541844887917e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_y bin.3	-0.0426134759077649	4.32873798834747e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_004115155 1	-0.016436623426897	5.08367756284586e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_023231945 1	-0.0223740269574801	5.17953564575111e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_004799445 1	-0.00656018215108227	5.9620726946223e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ap bin.3	0.0192614952774851	5.9620726946223e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_p bin.4	0.0639265292592931	5.98267890312185e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_013821615 1	-0.010009967166772	6.12258053062842e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903902075 1	-0.00804266380335161	6.72114202130272e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903839865 1	-0.00715296306894985	8.18016269638125e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_001673405 1	-0.00927030980531355	9.29573082419552e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900129455 1	-0.0107804892686389	9.82823775347663e-5	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_021026375 1	-0.00934965919491458	1.1830967359475e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_022702195 1	0.011769227284977	1.2686270225203e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_019240215 1	-0.0139046772529081	1.280011553236e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_000729995 1	-0.0135854048594914	1.280011553236e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900103365 1	-0.0221020267597981	1.280011553236e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903891395 1	-0.00643593699533793	1.3755406487968e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_014201315 1	-0.00801353904146026	0.00013760836466757001	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_022662335 1	0.00907157786075014	1.5871837836764e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_000424625 1	-0.00880810106269627	1.829332457012e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_000721705 1	-0.00518898718384368	1.829332457012e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_009766085 1	-0.0111499363842958	1.829332457012e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_002220365 1	-0.0295051466986044	1.9273101791928e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_001899645 1	-0.0187577283247422	1.9356846776929e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_001424345 1	-0.00972639493778794	2.1665781605983e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903857685 1	-0.00619277158319716	2.6929004271253e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_000938305 1	-0.00830160142763667	2.7524570109065e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_008123425 1	-0.0086909833915472	2.8010251081781e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_022829385 1	-0.0352272982728454	3.0763262392439e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_019748335 1	-0.00768544259632147	3.1862907476435e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_019637155 1	-0.00575605694684089	3.2062504913684e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_007018905 1	-0.00840215645507855	3.5936170278436e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_013410115 1	-0.0102033032068154	3.5936170278436e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_016862175 1	-0.00686700579110256	3.7752288631139e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_018982885 2	-0.0107259349633128	3.7752288631139e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_p bin.2	-0.0378040557682675	3.8785135186664e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_000472785 1	-0.00888417507216209	4.0713246291031e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_005937885 2	-0.00790497870308472	4.3363312929626e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_009765735 1	-0.0150109700476924	6.9953253365212e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_011493005 1	-0.00684522746946084	6.9953253365212e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_aa bin.4	-0.0275411041051684	7.843346811168e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_j bin.7	-0.0283896488233827	7.962920370998e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903644035 1	-0.00679776769107234	8.9724233042053e-4	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_018449635 1	-0.0188421246011112	0.00113289566896636	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_001425865 1	-0.00736237773520657	0.00118877927419973	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_012933465 1	-0.0059249196506983	0.00118877927419973	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_018449515 1	-0.007066056441526	0.00128746926090969	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_015624485 1	-0.00633388456276161	0.0012924159452715	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_018449545 1	-0.00606627463582304	0.00142930677072237	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_009765825 1	-0.0134818283454891	0.00155976494415497	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_013410875 1	-0.00565526952887952	0.0016672194754659	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_017882405 1	-0.00950088936139826	0.00168173285480949	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_001544555 2	-0.00596448103933603	0.00178707668047181	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_004364555 1	-0.00813806491928321	0.00182110961269637	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_000938255 1	-0.0112494119592557	0.00210208321367072	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_000020125 1	-0.00578529651372208	0.00213922034804264	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900105625 1	-0.00587044316869313	0.00218629105283573	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_009765785 1	-0.0100196489142411	0.00225146733591111	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_t bin.8	-0.0255165069741615	0.00235755005205189	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_901457705 2	0.0140567619617969	0.00244992148375654	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_008329535 1	-0.00689287322065906	0.00246910635497041	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_s bin.2	-0.0209315884905752	0.00277428553995107	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903915535 1	-0.00545424609409083	0.00371123410095828	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_014201375 1	-0.00542492715072615	0.00410087050269074	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_k bin.8	-0.0356109742154167	0.0045748879405804	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_ac bin.1	-0.036896409706454	0.00488023514042943	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900696085 1	-0.00684108242191409	0.00488023514042943	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ao bin.5	0.0134389161871112	0.00527680035231494	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_014203225 1	-0.00878310036419898	0.00540036125656289	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903827735 1	0.0160856379024713	0.00599614577367132	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_z bin.1	-0.0597684553687272	0.00640964081198103	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_018449605 1	-0.00854290543275537	0.0065690502961935	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_aa bin.6	-0.017810702866956	0.00691351977049336	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ak bin.5	0.035418668933087497	0.00730731723326594	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_j bin.8	-0.0438542123051687	0.00739157986148081	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_ad bin.9	-0.015555666447517	0.00750080586256395	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_y bin.4	-0.0296878048277054	0.00755239883027353	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900141745 1	-0.0102632751273607	0.0079395635004553	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_019285715 1	-0.00702726404233331	0.00824302086402832	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ap bin.2	0.00787007354977269	0.0084010073543353	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_013128195 2	-0.00549984764769913	0.0084555230682405	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ap bin.13	0.0101077314944544	0.010480679425805	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_z bin.7	-0.0226125623107487	0.0110665535409336	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_000241485 1	0.00545570834436798	0.0113862531113891	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_003581425 1	-0.0050255857822169	0.0127056432023408	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_000024025 1	-0.00687013431003775	0.0143086043300993	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_q bin.2	0.0501580868677071	0.0162554818845477	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_003164955 1	-0.0111092905863028	0.0169790012689839	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_007827045 1	-0.00842708468039576	0.0169790012689839	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_aa bin.1	-0.0144842490677498	0.0175856507329215	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_021154785 1	-0.00978067026885797	0.0182410410315471	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_y bin.1	-0.0129419896003995	0.0220518935750073	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_000178955 2	-0.0126216447414649	0.0224695283928934	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_j bin.3	-0.0355038805554818	0.022769671125298	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_t bin.6	0.0262834788484925	0.0251756445419751	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_001028175 1	-0.0046635887073116	0.0254848639744365	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ap bin.7	0.00981344073610124	0.0259339614965426	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_q bin.3	0.0363817287473729	0.0264547389031411	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_ae bin.7	-0.0171227127545723	0.0361635087226918	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_k bin.1	-0.0149482325300111	0.0370513086801396	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_009765965 1	-0.00675281076121505	0.039151922364707	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903970465 1	0.00887665433477862	0.0455981311608641	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_n bin.2	0.0373542283547159	0.0500962555855614	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_q bin.7	-0.0188411173248543	0.0546534883356685	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_013410065 1	-0.00474191466223163	0.0553568808908619	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_013695595 1	-0.00992353595587035	0.0557562021799627	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_004137085 1	0.00870701091527458	0.0617811168846772	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_aa bin.3	-0.0594481103348715	0.0628034471470279	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_k bin.3	-0.0139159234366335	0.0628034471470279	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_r bin.4	-0.0128142328982645	0.0628240036182052	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_013408825 1	-0.00502144206165548	0.0644616632646969	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_003168295 1	-0.0227752289864211	0.0654800990581257	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_016462545 1	-0.0035618024845581	0.0715012866307952	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_j bin.4	-0.0234628511404405	0.0734103195016839	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900188085 1	-0.00496484397651021	0.0734103195016839	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_021730615 1	0.00605683662037644	0.0757082975202856	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_013288945 1	-0.00865654637822002	0.0801048352454257	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_022878925 1	-0.00841464112674387	0.0906188289188018	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_ae bin.1	-0.0278954757456517	0.0940177421007278	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_904848625 1	-0.00509683137212386	0.0949231177891188	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_aa bin.5	-0.00867287391734046	0.113963737821785	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_x bin.1	0.0352805477485174	0.127469622809961	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_j bin.5	-0.0151243376101092	0.129780727955652	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_009765685 1	-0.00449055407323686	0.130982519950242	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_r bin.8	0.0183842656493306	0.135079207069058	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_014084125 1	-0.00574666911053427	0.135079207069058	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900996245 1	-0.00349819044131705	0.135969025001363	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_j bin.9	-0.0184387786254934	0.141116066117526	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_ae bin.11	-0.0211649901181098	0.141630567737927	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_x bin.4	0.031644901666886	0.149585142621195	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_000178975 2	0.00559827368232108	0.149585142621195	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_p bin.10	-0.0195056607041867	0.154279510342662	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_003269035 1	-0.00645450466530672	0.154387361441728	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_017833295 1	-0.00759826325441933	0.155884832246721	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_p bin.5	-0.00860163574530795	0.158526926395847	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_009765775 1	0.00459169416072551	0.1592004293154	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_m bin.5	-0.0179035993743323	0.170825920347108	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_001557535 2	-0.0136293961428631	0.1718251946341	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_k bin.2	-0.0143874883579029	0.176032293452276	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_013778325 1	-0.00345136282016483	0.181957507925438	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_n bin.1	0.0233606826604317	0.185678315819116	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_022829515 1	0.00910067822076387	0.19062735560516	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_003140115 1	-0.0130936456289292	0.198029802307536	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900116445 1	-0.00521924611111846	0.2039167263111	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_w bin.2	0.0313832016445211	0.205133515992404	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_010729665 1	-0.00798815745580254	0.208234466714672	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_003326195 1	-0.0118851072456561	0.235666268719707	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_ad bin.6	-0.0125374759209609	0.26533419473163	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_v bin.1	-0.021565565345716	0.273705141640046	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_014203275 1	-0.00566296706765817	0.273705141640046	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903642255 1	-0.00175450502653892	0.277186505862118	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_014698035 1	-0.00236428237401193	0.295175516188586	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_j bin.2	-0.0113458441486535	0.296596841321872	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903970225 1	0.00273851038822333	0.297042481412042	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_w bin.4	-0.0225748822601056	0.309100274832587	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_022829545 1	-0.00181817118192787	0.314728650733204	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_ae bin.5	-0.00867899270782182	0.360296290915915	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_006439055 1	-0.00199957242340131	0.384719500214063	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_t bin.5	0.0106182208269272	0.386146625605265	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_q bin.4	-0.011559819619451	0.386332757544083	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_ae bin.2	-0.0139547668743378	0.388304822481893	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_j bin.6	-0.0070950460516036	0.388304822481893	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_r bin.3	0.0171008730262954	0.388304822481893	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_003161205 1	-0.0154605685504569	0.388304822481893	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_s bin.2	0.0177200290954643	0.425792058074711	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_ae bin.6	0.00604757537862553	0.434332469766258	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ak bin.6	0.00726293456189887	0.441461034563305	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_002246015 1	-0.00342215010431101	0.443959558068807	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_aa bin.3	0.0121651190460252	0.473316258383215	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_020829495 1	0.00227944260899753	0.507059013326914	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_r bin.1	-0.005091608825291	0.591471596060524	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ak bin.4	0.00404433687457559	0.593494879509301	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_m bin.1	-0.00949237135575361	0.593494879509301	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_009857605 1	-0.00129474835417753	0.661830798391432	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_v bin.4	-0.00777004522270517	0.697975682093346	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_t bin.2	0.00559731522303203	0.712549637353909	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_x bin.1	0.00841706660054971	0.712549637353909	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_022829635 1	0.00199680988138003	0.758866125877325	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ad bin.2	0.00587662540349626	0.768495384786789	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_v bin.5	0.00862075528187106	0.795841382577399	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_020829625 1	-0.00143105196287916	0.798893266995548	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_s bin.5	0.00494560423515832	0.7994029081907	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_002813575 1	-8.3660091476098e-4	0.799683795817352	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_ad bin.5	-0.0031405477537261	0.800652474603805	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903970385 1	-0.0028344037120013	0.825361841512645	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_002814235 1	-8.6106905933452e-4	0.836799706252745	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_j bin.1	0.00307374726385253	0.876945553375568	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_014698065 1	6.2570931580234e-4	0.878910022338468	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_000292795 1	-8.2456866398363e-4	0.904539445631968	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_020829645 1	-3.84455113546e-4	0.910240681335085	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_017115095 1	3.2431569766329e-4	0.911885012697794	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_000265425 1	4.1205513010416e-4	0.930541610792514	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_013393905 1	4.9339976150601e-4	0.930541610792514	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_t bin.10	-0.00107515699487548	0.943768384485926	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_017114945 1	4.6028072830175e-4	0.943768384485926	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_017115085 1	-0.00110657453818612	0.943768384485926	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_003852315 1	-3.7376338084685e-4	0.943768384485926	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_002949735 1	-2.8029028018143e-4	0.949002426464642	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
