Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Beijerinckia sp. L45	0.4606517468808487	0.13920256728017022	Species	SM_genbank-2022.03	Moss	corncob
Beijerinckiaceae bacterium RH AL1	0.6745937113597168	0.01706905194009821	Species	SM_genbank-2022.03	Moss	corncob
Betaproteobacteria bacterium	-0.7292598450351085	4.898636065150811e-4	Species	SM_genbank-2022.03	Moss	corncob
Bradyrhizobium canariense	-3.6288419501842495	1.2138917687118156e-5	Species	SM_genbank-2022.03	Moss	corncob
Bradyrhizobium erythrophlei	-2.7445954853539343	5.787680734447465e-9	Species	SM_genbank-2022.03	Moss	corncob
Bradyrhizobium jicamae	-2.705044975337622	0.020042001711700185	Species	SM_genbank-2022.03	Moss	corncob
Bradyrhizobium lablabi	-2.1000013918317606	6.984703820034461e-7	Species	SM_genbank-2022.03	Moss	corncob
Bradyrhizobium rifense	-2.018017879800927	0.018570132974099922	Species	SM_genbank-2022.03	Moss	corncob
Bradyrhizobium sp.	-3.4140950879650385	3.511103794948208e-5	Species	SM_genbank-2022.03	Moss	corncob
Bradyrhizobium sp. LTSP849	-1.3616980007799426	0.01991909930698282	Species	SM_genbank-2022.03	Moss	corncob
Bradyrhizobium sp. LTSP857	-0.6972536144796798	0.22708666190169274	Species	SM_genbank-2022.03	Moss	corncob
Bradyrhizobium sp. LTSPM299	-3.335896427962229	0.0039900333774126485	Species	SM_genbank-2022.03	Moss	corncob
Bradyrhizobium sp. S69	-1.7245059713497806	2.019113730828417e-8	Species	SM_genbank-2022.03	Moss	corncob
Bradyrhizobium sp. dw 411	-2.2797201932352222	1.5217456698236256e-9	Species	SM_genbank-2022.03	Moss	corncob
Bryocella elongata	0.33457210117812	0.560995837530999	Species	SM_genbank-2022.03	Moss	corncob
Burkholderia sp. AD24	-0.5050732091841655	0.24157257044798705	Species	SM_genbank-2022.03	Moss	corncob
Burkholderia sp. D7	-2.0164525961606268	0.004797124839000414	Species	SM_genbank-2022.03	Moss	corncob
Burkholderia sp. Leaf177	-2.933433180946242	0.011663939284064806	Species	SM_genbank-2022.03	Moss	corncob
Burkholderia sp. PAMC 26561	-0.7594575990925557	0.029174406695231084	Species	SM_genbank-2022.03	Moss	corncob
Burkholderia sp. PAMC 28687	-2.110575996794355	6.980353639629677e-4	Species	SM_genbank-2022.03	Moss	corncob
Burkholderia sp. S171	-1.6053401051992549	0.011663939284064806	Species	SM_genbank-2022.03	Moss	corncob
Burkholderiales bacterium	-1.3988007847362625	2.2616253219847988e-5	Species	SM_genbank-2022.03	Moss	corncob
Caballeronia mineralivorans	-1.739997587846744	0.04149294200515483	Species	SM_genbank-2022.03	Moss	corncob
Caballeronia sordidicola	-0.4212439825171845	0.022575296621916457	Species	SM_genbank-2022.03	Moss	corncob
Caballeronia sp. dw 19	-2.7210530264327577	0.01991909930698282	Species	SM_genbank-2022.03	Moss	corncob
Caballeronia sp. dw 276	-1.2470319719729428	9.728834057415864e-4	Species	SM_genbank-2022.03	Moss	corncob
Catenulispora acidiphila	-1.844388948933037	0.030273950034962478	Species	SM_genbank-2022.03	Moss	corncob
Caulobacter sp. S45	-0.8917081611446575	0.04149294200515483	Species	SM_genbank-2022.03	Moss	corncob
Conexibacter woesei	-2.3819686791239882	0.005022496637527239	Species	SM_genbank-2022.03	Moss	corncob
Desmonostoc muscorum	0.33309368309106996	0.5769769360702999	Species	SM_genbank-2022.03	Moss	corncob
Edaphobacter aggregans	-1.7351949622912373	0.04149294200515483	Species	SM_genbank-2022.03	Moss	corncob
Edaphobacter lichenicola	-1.6049714039341476	1.4033342480167436e-5	Species	SM_genbank-2022.03	Moss	corncob
Enhydrobacter aerosaccus	-3.653539221814432	9.862200214274997e-6	Species	SM_genbank-2022.03	Moss	corncob
Eremiobacteraeota bacterium	-0.13728085404976267	0.707089806131554	Species	SM_genbank-2022.03	Moss	corncob
Frigoriglobus tundricola	-1.9236388987423632	0.024240740481820115	Species	SM_genbank-2022.03	Moss	corncob
Gammaproteobacteria bacterium	-0.09715467974119814	0.8280946626102414	Species	SM_genbank-2022.03	Moss	corncob
Granulicella aggregans	-0.27888601826689824	0.27864304263622064	Species	SM_genbank-2022.03	Moss	corncob
Granulicella arctica	-1.5766709913671997	0.013061888144477691	Species	SM_genbank-2022.03	Moss	corncob
Granulicella mallensis	-1.0377366080281307	0.011663939284064806	Species	SM_genbank-2022.03	Moss	corncob
Granulicella pectinivorans	-1.646501945072026	3.328931094803085e-4	Species	SM_genbank-2022.03	Moss	corncob
Granulicella rosea	-1.1525432462595735	0.0027405670293402613	Species	SM_genbank-2022.03	Moss	corncob
Granulicella sibirica	-1.9394046555927986	9.242682296377266e-8	Species	SM_genbank-2022.03	Moss	corncob
Granulicella sp. 5B5	-0.4081328357323551	0.4679409107620433	Species	SM_genbank-2022.03	Moss	corncob
Granulicella sp. L46	-1.2357462645325537	0.005330579380612578	Species	SM_genbank-2022.03	Moss	corncob
Granulicella sp. L60	-1.7445757082897357	8.251511275013384e-4	Species	SM_genbank-2022.03	Moss	corncob
Granulicella sp. dw 53	-1.667290146638738	0.020542180312491127	Species	SM_genbank-2022.03	Moss	corncob
Granulicella tundricola	0.07806935257445564	0.7943748249217717	Species	SM_genbank-2022.03	Moss	corncob
Hyphomicrobiales bacterium	-1.7299477872414268	0.04183068385414583	Species	SM_genbank-2022.03	Moss	corncob
Jatrophihabitans endophyticus	-0.8305201472179774	0.008927995722940842	Species	SM_genbank-2022.03	Moss	corncob
Ktedonobacteraceae bacterium	-1.306663463051298	0.01019438141539511	Species	SM_genbank-2022.03	Moss	corncob
Labilithrix sp.	-3.5672693890868294	0.0018211744414060567	Species	SM_genbank-2022.03	Moss	corncob
Lichenibacterium minor	1.3476350366405534	1.1024895227776207e-5	Species	SM_genbank-2022.03	Moss	corncob
Lichenibacterium ramalinae	0.5677113092049737	0.05276764794003111	Species	SM_genbank-2022.03	Moss	corncob
Lichenibacterium sp. 6Y81	0.49354806456947575	0.1640522086461323	Species	SM_genbank-2022.03	Moss	corncob
Lichenicoccus roseus	0.7831349114645154	4.044576002625349e-4	Species	SM_genbank-2022.03	Moss	corncob
Luteibacter sp. dw 328	-2.6388684487843266	0.022596742058021185	Species	SM_genbank-2022.03	Moss	corncob
Mesorhizobium loti	-2.4940283083911408	4.862720254924571e-5	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium brachiatum	-0.6245121935304262	0.11086740963536108	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium cerastii	2.978652469370241	0.010971472066767149	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium longum	-1.516528258625592	2.1913147484090988e-4	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium mesophilicum	0.2653761396074079	0.4692331623110714	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium pseudosasicola	0.7137281740468862	0.016142506498972618	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium radiotolerans	-1.3341527149426118	0.06658962674561651	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium sp. 2A	0.2875150588345217	0.3882876927411721	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium sp. GXF4	0.5408404384636774	0.18142211069791753	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium sp. GXS13	0.7600652635373342	0.029174406695231084	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium sp. PvR107	-0.3129595481380434	0.2990839152279366	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium sp. WL119	0.8581511067092182	0.010184920213060115	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium sp. WL12	1.3738400775063275	0.011861419248829493	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium sp. WL120	1.5617570222120551	0.03223680264748966	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium sp. WL18	-0.9299845204261609	0.09221559788574962	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium sp. WL6	0.9824421063836802	0.005924483063327426	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium sp. WL64	-0.3873369818125739	0.334692570323552	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium sp. WL7	0.6942479005604054	0.16660849915523204	Species	SM_genbank-2022.03	Moss	corncob
Methylobacterium sp. WL93	-0.3763589784905196	0.532506350245201	Species	SM_genbank-2022.03	Moss	corncob
Mycobacterium cookii	-2.0478786629743757	3.23943565332342e-5	Species	SM_genbank-2022.03	Moss	corncob
Mycobacterium hodleri	-1.922269118952758	0.02445787466531373	Species	SM_genbank-2022.03	Moss	corncob
Mycobacterium sp.	-2.062355395045375	8.97929852137355e-5	Species	SM_genbank-2022.03	Moss	corncob
Mycobacterium sp. 1245111.1	-1.6912625247025919	6.925733777040612e-4	Species	SM_genbank-2022.03	Moss	corncob
Mycolicibacterium madagascariense	-0.39055276810255457	0.1756044664874891	Species	SM_genbank-2022.03	Moss	corncob
Mycolicibacterium sp.	-1.2746699656538723	0.045062795730387586	Species	SM_genbank-2022.03	Moss	corncob
Mycolicibacterium sp. P1-18	-1.8789491867870656	0.008983033463898666	Species	SM_genbank-2022.03	Moss	corncob
Nevskia soli	-0.8094310292441418	0.23393668606499826	Species	SM_genbank-2022.03	Moss	corncob
Nocardiopsis sp.	-1.143788396402296	0.07678245235756682	Species	SM_genbank-2022.03	Moss	corncob
Nostoc commune	0.2649826750825458	0.4679409107620433	Species	SM_genbank-2022.03	Moss	corncob
Nostoc flagelliforme	-0.24765647691769463	0.5159864358904513	Species	SM_genbank-2022.03	Moss	corncob
Nostoc foliaceum	0.44651679474669476	0.42633388045413173	Species	SM_genbank-2022.03	Moss	corncob
Nostoc mirabile	-0.2981035318795932	0.5121046792322844	Species	SM_genbank-2022.03	Moss	corncob
Nostoc punctiforme	-0.3832391741197349	0.2774676559762579	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. Peltigera malacea cyanobiont DB3992	-1.1242479760415385	0.08383592749676629	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. Peltigera membranacea cyanobiont 210A	-0.28006128063276176	0.6537562408568693	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. Peltigera membranacea cyanobiont 232	-0.03758534448246126	0.9111743062167157	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. Peltigera membranacea cyanobiont N6	-0.5653201212821489	0.22708666190169274	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. 3335mG	-0.34381822983175353	0.44606400231869425	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. C052	-0.17834505037296547	0.6537562408568693	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. JL23	-0.9468933672850989	0.08607338371096682	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. JL31	-0.42298075962226056	0.3135526875016548	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. JL33	-0.12522419197317697	0.848236880714836	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. JL34	-0.1768135742918547	0.7348603826093479	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. KVJ20	0.3381585338992194	0.5769769360702999	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. NMS4	0.48062734668071716	0.41802203917712005	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. NMS7	0.16099122395597762	0.6680862081718085	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. NOS(2021)	0.0032786414032064367	0.9939126519628739	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sp. XA010	-0.06663654744000992	0.8743749137107074	Species	SM_genbank-2022.03	Moss	corncob
Nostoc sphaeroides	0.06825528823285038	0.8634894692689239	Species	SM_genbank-2022.03	Moss	corncob
PVC group bacterium	-2.949040483085015	0.011273593787510944	Species	SM_genbank-2022.03	Moss	corncob
Paraburkholderia aspalathi	-0.485848397576854	0.27761454439210914	Species	SM_genbank-2022.03	Moss	corncob
Paraburkholderia ginsengisoli	-1.7550952581196002	0.040333818817668586	Species	SM_genbank-2022.03	Moss	corncob
Paraburkholderia metrosideri	-1.3307009021118046	0.06658962674561651	Species	SM_genbank-2022.03	Moss	corncob
Paraburkholderia phenazinium	-1.1629610905885008	0.030273950034962478	Species	SM_genbank-2022.03	Moss	corncob
Paraburkholderia sp. BCC1886	-0.691362168948712	0.2675576003899504	Species	SM_genbank-2022.03	Moss	corncob
Planctomycetes bacterium	-3.318980155473662	5.947103023976548e-15	Species	SM_genbank-2022.03	Moss	corncob
Proteobacteria bacterium	-2.1446624853927485	2.1713433395701955e-6	Species	SM_genbank-2022.03	Moss	corncob
Pseudomonas fluorescens	0.03372786955808122	0.9553418464950063	Species	SM_genbank-2022.03	Moss	corncob
Pseudonocardia sp. 73-21	-1.1698304728998838	7.810585044493463e-4	Species	SM_genbank-2022.03	Moss	corncob
Rhizobacter sp. Root404	-0.39562231573628404	0.2620727488077569	Species	SM_genbank-2022.03	Moss	corncob
Rhizobiales bacterium dw 265	-4.124799267625122	3.647797180743825e-4	Species	SM_genbank-2022.03	Moss	corncob
Rhizobium sp. B21/90	1.3560436959360673	0.036389365288731296	Species	SM_genbank-2022.03	Moss	corncob
Rhizobium sp. L245/93	0.9040376206669559	0.029174406695231084	Species	SM_genbank-2022.03	Moss	corncob
Rhizobium sp. VS19-DR104.1	1.0861770543404474	0.01717448358791292	Species	SM_genbank-2022.03	Moss	corncob
Rhodanobacter sp. ANJX3	1.2431508031984129	0.036763747917559216	Species	SM_genbank-2022.03	Moss	corncob
Rhodanobacter sp. K2T2	2.0111230699386664	1.6413197091610864e-5	Species	SM_genbank-2022.03	Moss	corncob
Rhodospirillales bacterium	0.3280199912099284	0.12164403162804932	Species	SM_genbank-2022.03	Moss	corncob
Rhodospirillales bacterium 70-18	-1.8835701002004892	0.00856737333054943	Species	SM_genbank-2022.03	Moss	corncob
Rubrivivax sp. JA1024	-1.5489712991903335	6.980353639629677e-4	Species	SM_genbank-2022.03	Moss	corncob
Solirubrobacteraceae bacterium	-1.6734669132173217	7.243556948686078e-4	Species	SM_genbank-2022.03	Moss	corncob
Solirubrobacterales bacterium	-0.8875041453178674	0.14272284132892432	Species	SM_genbank-2022.03	Moss	corncob
Solirubrobacterales bacterium 70-9	-3.1880552171894143	1.5304892996106493e-8	Species	SM_genbank-2022.03	Moss	corncob
Sphingomonas bacterium	2.647212147784724	1.7509160456576593e-4	Species	SM_genbank-2022.03	Moss	corncob
Sphingomonas oligoaromativorans	-0.8077942658356216	0.23393668606499826	Species	SM_genbank-2022.03	Moss	corncob
Sphingomonas sp.	0.6415941480922127	0.10169260732477885	Species	SM_genbank-2022.03	Moss	corncob
Sphingomonas sp. PAMC 26605	1.6733410745171524	0.0018211744414060567	Species	SM_genbank-2022.03	Moss	corncob
Stigonema ocellatum	-0.9378501482515649	0.004423061925945049	Species	SM_genbank-2022.03	Moss	corncob
Streptomyces purpurogeneiscleroticus	1.5830132398645778	0.03047658129642639	Species	SM_genbank-2022.03	Moss	corncob
Terriglobus roseus	-0.6303119056824766	0.10895536798829428	Species	SM_genbank-2022.03	Moss	corncob
Trebonia kvetii	-2.3736488833349454	1.5329447795800125e-6	Species	SM_genbank-2022.03	Moss	corncob
Verrucomicrobia bacterium	-2.457621782628868	0.0035985482554910355	Species	SM_genbank-2022.03	Moss	corncob
Vitreoscilla sp.	-2.083117743005402	9.464535576565524e-7	Species	SM_genbank-2022.03	Moss	corncob
Xenophilus sp. L33	-1.1150596652190985	0.02174357883762989	Species	SM_genbank-2022.03	Moss	corncob
uncultured Acidobacteria bacterium	-2.017842120064978	0.004423061925945049	Species	SM_genbank-2022.03	Moss	corncob
uncultured Rhodanobacter sp.	1.2031274891585726	0.0030604192742129466	Species	SM_genbank-2022.03	Moss	corncob
uncultured Rhodospirillales bacterium	1.7910178003740616	7.243556948686078e-4	Species	SM_genbank-2022.03	Moss	corncob
uncultured Sphingomonadaceae bacterium	1.0919172737169316	3.0790059669146496e-4	Species	SM_genbank-2022.03	Moss	corncob
uncultured beta proteobacterium	-0.8259874058183562	5.911700022603393e-4	Species	SM_genbank-2022.03	Moss	corncob
uncultured cyanobacterium	-1.4787940949484364	8.97929852137355e-5	Species	SM_genbank-2022.03	Moss	corncob
69-11 sp001898425	-1.2270593283759794	0.09539968943078692	Species	SM_gtdb-rs214-full	Moss	corncob
70-18 sp001899585	-2.4914007318010563	2.978389302613889e-4	Species	SM_gtdb-rs214-full	Moss	corncob
Acidisarcina polymorpha	-1.0816020022651611	3.9909535026314886e-4	Species	SM_gtdb-rs214-full	Moss	corncob
Acidisoma sp009765865	-1.0892778296933188	5.5281479731493105e-5	Species	SM_gtdb-rs214-full	Moss	corncob
Actinomycetospora sp012933465	-2.7264271769517165	0.01710648168741727	Species	SM_gtdb-rs214-full	Moss	corncob
Actinoplanes durhamensis	-3.040809447103644	0.008197196929726685	Species	SM_gtdb-rs214-full	Moss	corncob
Amnibacterium kyonggiense	-1.357156964031993	0.018058953184677127	Species	SM_gtdb-rs214-full	Moss	corncob
Amnibacterium setariae	-1.2242635110852274	0.021521066396825266	Species	SM_gtdb-rs214-full	Moss	corncob
BOG-1363 sp013821615	-3.164739940982636	0.0058797544732709876	Species	SM_gtdb-rs214-full	Moss	corncob
Baekduia woesei	-2.3993914046629476	0.0045457770234302785	Species	SM_gtdb-rs214-full	Moss	corncob
Bog-1198 sp003134045	-0.8243907849345659	0.2313582597271623	Species	SM_gtdb-rs214-full	Moss	corncob
Bog-532 sp003164955	-1.9558721976377702	0.01968064488300301	Species	SM_gtdb-rs214-full	Moss	corncob
Bog-532 sp019240215	-1.7794894821143328	6.042333680184803e-4	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium canariense	-3.4791580180783805	2.4000959824045876e-5	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium erythrophlei	-2.6855274460442553	1.6030240223562246e-9	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium ivorense	-1.6903110576452325	0.01687768212008032	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium jicamae	-2.8064802586829036	0.014673547023203266	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium lablabi	-3.4803850613935086	0.0023112878212708343	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium ottawaense	-2.25566718941352	1.3861738587882565e-6	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium pachyrhizi	-1.5193262948300905	0.03326451679043161	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium rifense	-2.110791195549672	0.012166214466141535	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium septentrionale	-0.4826531008381474	0.4607384569268719	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium sp000938255	-1.2010880585370263	0.0027017492895546782	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium sp000938305	-3.0825348673337	1.8810507995927863e-4	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium sp004799405	-3.099591426446515	1.5143036434396256e-4	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium sp005937885	-2.2492420825516404	0.007668259422172445	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium sp009766005	-1.6398732722765486	7.915411911284864e-8	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium sp017881085	-3.168100162739704	0.0058386785835028154	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium sp018130145	-2.3425773226416853	8.005123324918251e-4	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium sp018449695	-2.0511072249306563	9.489331829773391e-9	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium sp018736105	-3.796382804258706	8.153222448590591e-4	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium sp021779635	-2.8389052484635164	3.3828848251839756e-5	Species	SM_gtdb-rs214-full	Moss	corncob
Bradyrhizobium sp900103365	-1.4018220489142819	0.0012027362735040907	Species	SM_gtdb-rs214-full	Moss	corncob
Bryocella elongata	0.18733628320918677	0.7366311378509175	Species	SM_gtdb-rs214-full	Moss	corncob
CAHJWH01 sp009765965	-1.251280326569322	0.01182349976603678	Species	SM_gtdb-rs214-full	Moss	corncob
CAHJWH01 sp903642205	-0.461701825169914	0.3740412601175582	Species	SM_gtdb-rs214-full	Moss	corncob
CAHJWO01 sp903642295	-2.963358197352058	0.009863485134815221	Species	SM_gtdb-rs214-full	Moss	corncob
CAHJWT01 sp018982885	-2.3992164321025737	0.004533941962112992	Species	SM_gtdb-rs214-full	Moss	corncob
CAHJXF01 sp903644065	-0.31992068973171195	0.31035402481529367	Species	SM_gtdb-rs214-full	Moss	corncob
CAHJXG01 sp903644035	-1.7362318246155573	5.3421616742274075e-5	Species	SM_gtdb-rs214-full	Moss	corncob
CAIMXF01 sp013289985	-1.026596688220668	7.287429451530634e-5	Species	SM_gtdb-rs214-full	Moss	corncob
CAIMXF01 sp014378125	-2.352579118225493	5.035805260127089e-7	Species	SM_gtdb-rs214-full	Moss	corncob
CAIMXF01 sp019510465	-1.8981691693590323	3.130691041594627e-6	Species	SM_gtdb-rs214-full	Moss	corncob
CAIMXF01 sp023231945	-0.5983312431918204	9.783230207015615e-4	Species	SM_gtdb-rs214-full	Moss	corncob
CAIMXF01 sp903845345	-1.3089718125919758	2.6360910242934526e-5	Species	SM_gtdb-rs214-full	Moss	corncob
CAIOYC01 sp903837135	-0.3155850315186237	0.5862361041435613	Species	SM_gtdb-rs214-full	Moss	corncob
CAIQPK01 sp903873705	-2.1792619057368405	0.009863485134815221	Species	SM_gtdb-rs214-full	Moss	corncob
Caballeronia mineralivorans	-1.7544825776000694	0.03967455092121464	Species	SM_gtdb-rs214-full	Moss	corncob
Caballeronia sordidicola	-0.7282344840990878	0.030327049825172973	Species	SM_gtdb-rs214-full	Moss	corncob
Caballeronia sp001424345	-2.877492706311249	0.012166214466141535	Species	SM_gtdb-rs214-full	Moss	corncob
Caballeronia sp001557535	-0.10870914299136651	0.5272052510375634	Species	SM_gtdb-rs214-full	Moss	corncob
Caballeronia sp009766085	-1.6183854540756903	0.009916168268975317	Species	SM_gtdb-rs214-full	Moss	corncob
Caballeronia sp011493005	-2.7341921048924633	0.01687768212008032	Species	SM_gtdb-rs214-full	Moss	corncob
Caballeronia sp018449515	-2.7371735013264877	0.01687768212008032	Species	SM_gtdb-rs214-full	Moss	corncob
Caballeronia sp018449635	-1.1921816463907975	0.0012620189549406484	Species	SM_gtdb-rs214-full	Moss	corncob
Caballeronia sp022878925	-0.5585349472110182	0.2348299520375963	Species	SM_gtdb-rs214-full	Moss	corncob
Caballeronia udeis	-2.02891997731692	0.0045457770234302785	Species	SM_gtdb-rs214-full	Moss	corncob
Catenulispora acidiphila	-1.7658635038446042	0.03765833325193827	Species	SM_gtdb-rs214-full	Moss	corncob
Edaphobacter aggregans	-2.0178197816836967	0.01687768212008032	Species	SM_gtdb-rs214-full	Moss	corncob
Edaphobacter lichenicola	-1.5229204317423186	3.3828848251839756e-5	Species	SM_gtdb-rs214-full	Moss	corncob
Edaphobacter sp009765825	-1.755916739623243	7.708002104062758e-4	Species	SM_gtdb-rs214-full	Moss	corncob
Gemmata tundricola	-1.9371432580249743	0.021314911450518878	Species	SM_gtdb-rs214-full	Moss	corncob
Glacieibacterium sp018982925	-2.036133043436981	0.016148644973176453	Species	SM_gtdb-rs214-full	Moss	corncob
Granulicella A mallensis	-1.0074032747241046	0.01074547553576167	Species	SM_gtdb-rs214-full	Moss	corncob
Granulicella B arctica	-1.5236234097162948	0.015687773893992788	Species	SM_gtdb-rs214-full	Moss	corncob
Granulicella C pectinivorans	-1.948293874752092	3.4475193807341904e-5	Species	SM_gtdb-rs214-full	Moss	corncob
Granulicella C rosea	-1.2716987875700576	8.634270375921422e-4	Species	SM_gtdb-rs214-full	Moss	corncob
Granulicella C sibirica	-2.020867569140488	3.15707075897238e-8	Species	SM_gtdb-rs214-full	Moss	corncob
Granulicella C tundricola	0.21465126578818813	0.4553512852693654	Species	SM_gtdb-rs214-full	Moss	corncob
Granulicella D aggregans	-0.37770678946988706	0.15315604392521326	Species	SM_gtdb-rs214-full	Moss	corncob
JACDAE01 sp013695595	-1.3177986940131547	0.008929612434542879	Species	SM_gtdb-rs214-full	Moss	corncob
JAFEEF01 sp018241265	-1.934771032329096	0.02160221655476358	Species	SM_gtdb-rs214-full	Moss	corncob
JAJXYY01 sp018449545	-1.6829030341248676	0.017408347206512367	Species	SM_gtdb-rs214-full	Moss	corncob
JAJYCH01 sp021777685	-3.3166735952557294	1.6580476602033117e-12	Species	SM_gtdb-rs214-full	Moss	corncob
JAJZFE01 sp014083945	-0.27603871885380027	0.607911473564862	Species	SM_gtdb-rs214-full	Moss	corncob
Jatrophihabitans endophyticus	-0.8623318175896307	0.008722747111900825	Species	SM_gtdb-rs214-full	Moss	corncob
LMDS01 sp001425865	-0.4126437026427914	0.2439315396590575	Species	SM_gtdb-rs214-full	Moss	corncob
LMUY01 sp009765685	-0.44725974490276627	0.18257548942061258	Species	SM_gtdb-rs214-full	Moss	corncob
Labilithrix sp019637155	-2.9594846010019196	0.009916168268975317	Species	SM_gtdb-rs214-full	Moss	corncob
Lichenicoccus roseus	0.8069500860051285	1.2271537085094259e-5	Species	SM_gtdb-rs214-full	Moss	corncob
Lichenicola cladoniae	-0.7027187816302024	0.2313582597271623	Species	SM_gtdb-rs214-full	Moss	corncob
Lichenicola sp903844135	1.6717845024087665	8.17810253663166e-4	Species	SM_gtdb-rs214-full	Moss	corncob
Lichenihabitans minor	1.3791433978127747	8.85829410305502e-7	Species	SM_gtdb-rs214-full	Moss	corncob
Lichenihabitans ramalinae	0.5522711293084196	0.05758986566995418	Species	SM_gtdb-rs214-full	Moss	corncob
