Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Sphingomonas sp000241485	0.7043063196609839	2.6130892189503394e-7	Species	SM_gtdb-rs214-rep	Moss	ANCOMBC2
Sphingomonas sp022662335	0.5395022252989058	9.159832651116952e-4	Species	SM_gtdb-rs214-rep	Moss	ANCOMBC2
Stigonema ocellatum	-0.8197150946443207	1.0903858403054537e-4	Species	SM_gtdb-rs214-rep	Moss	ANCOMBC2
Streptacidiphilus sp014084125	-0.09298733244131707	1	Species	SM_gtdb-rs214-rep	Moss	ANCOMBC2
Terriglobus roseus	0.0348192683880703	1	Species	SM_gtdb-rs214-rep	Moss	ANCOMBC2
VAYN01 sp001898095	-0.6926874459879007	3.9600322696139645e-6	Species	SM_gtdb-rs214-rep	Moss	ANCOMBC2
VAYN01 sp018268575	-0.45306566203255483	0.007490609680109336	Species	SM_gtdb-rs214-rep	Moss	ANCOMBC2
Acetobacter aceti	-0.14306557395893418	1	Species	KB20	Moss	ANCOMBC2
Acidibrevibacterium fodinaquatile	-1.0073645766369987	9.003002044075668e-4	Species	KB20	Moss	ANCOMBC2
Acidimicrobium ferrooxidans	0.12271152260086148	1	Species	KB20	Moss	ANCOMBC2
Acidiphilium cryptum	0.24777667539444784	1	Species	KB20	Moss	ANCOMBC2
Acidisarcina polymorpha	-1.0658594833577186	2.7057876167737254e-4	Species	KB20	Moss	ANCOMBC2
Acidobacterium sp. 4Y35	-0.8840967129595495	0.0017151901535310972	Species	KB20	Moss	ANCOMBC2
Acidovorax avenae	0.4034159793608097	0.4893914823973254	Species	KB20	Moss	ANCOMBC2
Acidovorax sp. T1	0.24353349216533496	1	Species	KB20	Moss	ANCOMBC2
Actinomadura sp. WMMA1423	-0.04041327338398671	1	Species	KB20	Moss	ANCOMBC2
Afipia sp. GAS231	-1.3391576266257146	1.6380248710943035e-6	Species	KB20	Moss	ANCOMBC2
Agrobacterium fabrum	-0.12222196016020921	1	Species	KB20	Moss	ANCOMBC2
Agrobacterium rubi	-0.1340928232642493	1	Species	KB20	Moss	ANCOMBC2
Agrobacterium tumefaciens	0.2604129729697606	1	Species	KB20	Moss	ANCOMBC2
Agrobacterium vitis	0.8646533907417474	2.3409091333847034e-4	Species	KB20	Moss	ANCOMBC2
Ahniella affigens	-0.6923221992888042	0.001356389028395264	Species	KB20	Moss	ANCOMBC2
Alicycliphilus denitrificans	0.3367520622654622	1	Species	KB20	Moss	ANCOMBC2
Allobranchiibius sp. GilTou73	-0.06285671197997045	1	Species	KB20	Moss	ANCOMBC2
Allocoleopsis franciscana	-0.7553678628578838	1	Species	KB20	Moss	ANCOMBC2
Amycolatopsis mediterranei	-0.08565789664434041	1	Species	KB20	Moss	ANCOMBC2
Amycolatopsis sp. Hca4	0.10598032336392989	1	Species	KB20	Moss	ANCOMBC2
Anabaenopsis circularis	0.3112333603092607	1	Species	KB20	Moss	ANCOMBC2
Aquihabitans sp. Kera 3	0.4908301836628444	0.19264284733946604	Species	KB20	Moss	ANCOMBC2
Aquisphaera giovannonii	-0.8432556009255553	1.0285106244007983e-5	Species	KB20	Moss	ANCOMBC2
Archangium violaceum	-0.23939678065607758	1	Species	KB20	Moss	ANCOMBC2
Aureimonas mangrovi	0.1036801545010137	1	Species	KB20	Moss	ANCOMBC2
Aureimonas sp. AU20	-0.09096642858704168	1	Species	KB20	Moss	ANCOMBC2
Aureimonas sp. SA4125	-0.007388275450805546	1	Species	KB20	Moss	ANCOMBC2
Azospirillum brasilense	0.4086734794483575	0.7684601832819193	Species	KB20	Moss	ANCOMBC2
Beijerinckia indica	-0.33978436815814095	1	Species	KB20	Moss	ANCOMBC2
Bordetella petrii	-0.009729857044392816	1	Species	KB20	Moss	ANCOMBC2
Bosea sp. ANAM02	-0.3456372257795237	1	Species	KB20	Moss	ANCOMBC2
Bosea sp. Tri-49	0.20192612353171038	1	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium betae	-0.5909424297389334	0.005848280805435444	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium canariense	-1.5700849127705911	4.404396556812979e-11	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium cosmicum	-0.7175928948701503	5.059900743749036e-4	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium diazoefficiens	-1.0735768743669112	6.169301823343761e-6	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium erythrophlei	-1.2841548802660558	1.2201762953054414e-6	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium genosp.	-0.7877073788803189	0.0012555748359940621	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium guangdongense	0.06209635161867786	1	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium guangxiense	-0.07419195451377893	1	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium japonicum	-1.0079710981725527	2.775938810303774e-6	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium lablabi	-1.045406977431688	1.1133263531119405e-5	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium paxllaeri	-0.6026653227650125	0.005298206236438691	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium septentrionale	-0.6977310910884831	0.013427197285276606	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium sp. 144S4	-0.8936996607653718	8.015399320849679e-7	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium sp. 6(2017)	-0.543627635200749	0.04922340046783733	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium sp. BTAi1	-0.7823810284861981	6.259441372757213e-4	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium sp. CCBAU 051011	-0.6910611253579959	0.00402713279097607	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium sp. CCBAU 51753	-0.6761774568139934	6.148413039217185e-4	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium sp. CCBAU 53421	-0.594416087464821	0.009372171849906243	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium sp. ORS 278	-0.07993262321397195	1	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium sp. ORS 285	0.07727928273412367	1	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium sp. S2-11-4	-0.17427485864153178	1	Species	KB20	Moss	ANCOMBC2
Bradyrhizobium sp. S2-20-1	-0.5664122047792722	0.013443281856738622	Species	KB20	Moss	ANCOMBC2
Brevundimonas nasdae	-0.5501947250589581	0.2386033135921839	Species	KB20	Moss	ANCOMBC2
Brevundimonas sp. Bb-A	-0.03883904744806369	1	Species	KB20	Moss	ANCOMBC2
Brevundimonas sp. M20	0.02629838503555225	1	Species	KB20	Moss	ANCOMBC2
Buchnera aphidicola	1.2947658775483621	4.0936239262241405e-4	Species	KB20	Moss	ANCOMBC2
Burkholderia cenocepacia	-0.3379457610034168	1	Species	KB20	Moss	ANCOMBC2
Burkholderia gladioli	0.09651721091048887	1	Species	KB20	Moss	ANCOMBC2
Burkholderia plantarii	-0.5789804309696053	0.02544408204194724	Species	KB20	Moss	ANCOMBC2
Burkholderia sp. DHOD12	0.21653967411146652	1	Species	KB20	Moss	ANCOMBC2
Burkholderia sp. JP2-270	0.25918481958300055	1	Species	KB20	Moss	ANCOMBC2
Burkholderia sp. RPE67	-0.25741736580061836	1	Species	KB20	Moss	ANCOMBC2
Burkholderia sp. YI23	-0.6647591834522171	0.0016613987298177918	Species	KB20	Moss	ANCOMBC2
Burkholderia thailandensis	0.3123705278033274	1	Species	KB20	Moss	ANCOMBC2
Burkholderia ubonensis	-0.3738271226480733	1	Species	KB20	Moss	ANCOMBC2
Burkholderia vietnamiensis	0.12060988390885961	1	Species	KB20	Moss	ANCOMBC2
Caballeronia insecticola	-0.17088513923799778	1	Species	KB20	Moss	ANCOMBC2
Caenibius tardaugens	-0.1665155092586621	1	Species	KB20	Moss	ANCOMBC2
Calothrix brevissima	0.38112252090782556	1	Species	KB20	Moss	ANCOMBC2
Calothrix sp. 336/3	0.3265720167052362	1	Species	KB20	Moss	ANCOMBC2
Calothrix sp. NIES-2100	-0.7722235585198122	0.04388788058255402	Species	KB20	Moss	ANCOMBC2
Calothrix sp. PCC 6303	-0.2711947906101187	1	Species	KB20	Moss	ANCOMBC2
Carnobacterium maltaromaticum	-0.05365887048603986	1	Species	KB20	Moss	ANCOMBC2
Caulobacter henricii	0.46998859796713555	0.1571145442997735	Species	KB20	Moss	ANCOMBC2
Caulobacter rhizosphaerae	-0.17284163176416217	1	Species	KB20	Moss	ANCOMBC2
Caulobacter sp. S6	-1.0264913652480088	4.195675169186993e-7	Species	KB20	Moss	ANCOMBC2
Cedecea neteri	-0.35604674361840644	1	Species	KB20	Moss	ANCOMBC2
Chondromyces crocatus	-0.009722172357587952	1	Species	KB20	Moss	ANCOMBC2
Chryseobacterium sp. G0201	0.37751378047402273	1	Species	KB20	Moss	ANCOMBC2
Collimonas pratensis	0.15647817048746018	1	Species	KB20	Moss	ANCOMBC2
Criblamydia sequanensis	-0.07677851135932606	1	Species	KB20	Moss	ANCOMBC2
Crinalium epipsammum	-0.28963349369073726	1	Species	KB20	Moss	ANCOMBC2
Cupriavidus basilensis	-0.10711913250482838	1	Species	KB20	Moss	ANCOMBC2
Curtobacterium sp. 24E2	0.38769053802806286	1	Species	KB20	Moss	ANCOMBC2
Curtobacterium sp. BH-2-1-1	0.30483380994277154	1	Species	KB20	Moss	ANCOMBC2
Cutibacterium acnes	0.27924172428648364	1	Species	KB20	Moss	ANCOMBC2
Cystobacter fuscus	-0.24136533226273474	1	Species	KB20	Moss	ANCOMBC2
Dermacoccus nishinomiyaensis	0.4471161726969175	0.40567608914293674	Species	KB20	Moss	ANCOMBC2
Dolichospermum sp. UHCC 0315A	0.3702761601554001	1	Species	KB20	Moss	ANCOMBC2
Duganella sp. GN2-R2	-0.19127506347885967	1	Species	KB20	Moss	ANCOMBC2
Dyella japonica	-0.011919590671363108	1	Species	KB20	Moss	ANCOMBC2
Dyella sp. G9	0.2458322743349771	1	Species	KB20	Moss	ANCOMBC2
Edaphobacter sp. 12200R-103	-0.7013894686425428	0.0222787563997056	Species	KB20	Moss	ANCOMBC2
Elioraea tepida	0.24791251093758573	1	Species	KB20	Moss	ANCOMBC2
Erwinia billingiae	0.40378667045087313	1	Species	KB20	Moss	ANCOMBC2
Ewingella americana	-0.12911667559306741	1	Species	KB20	Moss	ANCOMBC2
Filimonas lacunae	0.43137331204135915	0.4187333373081614	Species	KB20	Moss	ANCOMBC2
Fimbriimonas ginsengisoli	-0.7154742616871448	0.034428305412407635	Species	KB20	Moss	ANCOMBC2
Flavobacterium kingsejongi	0.7423126914766178	0.0793330191566339	Species	KB20	Moss	ANCOMBC2
Flavobacterium sp. SLB02	-0.2660250131139312	1	Species	KB20	Moss	ANCOMBC2
Frankia sp. ArI3	-0.05173423244031888	1	Species	KB20	Moss	ANCOMBC2
Frigoriglobus tundricola	-1.842193749985516	5.96538825620487e-9	Species	KB20	Moss	ANCOMBC2
Frondihabitans sp. 762G35	0.18316883076637197	1	Species	KB20	Moss	ANCOMBC2
Gemmata massiliana	-0.7759884154824193	2.144881882153218e-5	Species	KB20	Moss	ANCOMBC2
Gemmata sp. SH-PL17	-0.955962619643011	2.2364503977305052e-7	Species	KB20	Moss	ANCOMBC2
Gemmatirosa kalamazoonesis	-1.147803068930428	2.281015937430192e-7	Species	KB20	Moss	ANCOMBC2
Geodermatophilus obscurus	0.26231169284579026	1	Species	KB20	Moss	ANCOMBC2
Gibbsiella quercinecans	0.6403657782274054	0.160761822623146	Species	KB20	Moss	ANCOMBC2
Gluconacetobacter diazotrophicus	0.0021717228068897348	1	Species	KB20	Moss	ANCOMBC2
Gluconobacter oxydans	-0.1281440274311532	1	Species	KB20	Moss	ANCOMBC2
Gluconobacter thailandicus	0.08480333632943451	1	Species	KB20	Moss	ANCOMBC2
Gordonia polyisoprenivorans	0.4335085605118964	0.6626674425141555	Species	KB20	Moss	ANCOMBC2
Granulicella sp. 5B5	-0.16103150078192918	1	Species	KB20	Moss	ANCOMBC2
Granulicella sp. WH15	-0.6245817524588653	0.018270073368639936	Species	KB20	Moss	ANCOMBC2
Hartmannibacter diazotrophicus	-0.44902396357819535	0.21780803351186634	Species	KB20	Moss	ANCOMBC2
Herbaspirillum hiltneri	-0.4225913288792713	1	Species	KB20	Moss	ANCOMBC2
Herbaspirillum sp. meg3	-0.5971578510351008	1	Species	KB20	Moss	ANCOMBC2
Humisphaera borealis	-0.881275305083496	3.0585618382556084e-6	Species	KB20	Moss	ANCOMBC2
Hydrogenophaga crassostreae	0.4391549765136438	0.8255130090278714	Species	KB20	Moss	ANCOMBC2
Hymenobacter baengnokdamensis	0.4900027770133922	0.1240950105471932	Species	KB20	Moss	ANCOMBC2
Hymenobacter nivis	0.8411096338446927	4.151665168009938e-4	Species	KB20	Moss	ANCOMBC2
Hymenobacter sedentarius	0.026998383360118124	1	Species	KB20	Moss	ANCOMBC2
Hymenobacter sp. DG25B	1.3579005558488129	1.289992741530317e-8	Species	KB20	Moss	ANCOMBC2
Hymenobacter sp. PAMC 26628	1.0844941849101346	1.0747558808193523e-7	Species	KB20	Moss	ANCOMBC2
Hypericibacter terrae	-0.4098523505499103	0.7315135060745859	Species	KB20	Moss	ANCOMBC2
Inhella inkyongensis	0.4050469951131042	0.5414684615879909	Species	KB20	Moss	ANCOMBC2
Janthinobacterium agaricidamnosum	0.48738480320373173	1	Species	KB20	Moss	ANCOMBC2
Janthinobacterium lividum	0.2012112403343137	1	Species	KB20	Moss	ANCOMBC2
Janthinobacterium sp. 1 2014MBL MicDiv	0.13150309241299646	1	Species	KB20	Moss	ANCOMBC2
Janthinobacterium sp. LM6	0.6668545457238269	0.060090917931476605	Species	KB20	Moss	ANCOMBC2
Kaistia sp. 32K	-0.49304569193124337	1	Species	KB20	Moss	ANCOMBC2
Kitasatospora sp. MMS16-BH015	-0.4381829431469044	0.41177422405120173	Species	KB20	Moss	ANCOMBC2
Komagataeibacter saccharivorans	0.05977899054947034	1	Species	KB20	Moss	ANCOMBC2
Komagataeibacter xylinus	0.02886395715484832	1	Species	KB20	Moss	ANCOMBC2
Kutzneria albida	0.12937181407676598	1	Species	KB20	Moss	ANCOMBC2
Labilithrix luteola	-1.0545897509316933	1.024027672907562e-6	Species	KB20	Moss	ANCOMBC2
Labrys sp. KNU-23	-1.32860505354513	3.804019353056975e-9	Species	KB20	Moss	ANCOMBC2
Lacunisphaera limnophila	0.5226607800039318	0.02684529944228443	Species	KB20	Moss	ANCOMBC2
Legionella fallonii	0.39351601473945197	0.6115385583050021	Species	KB20	Moss	ANCOMBC2
Legionella longbeachae	0.005733325178596143	1	Species	KB20	Moss	ANCOMBC2
Legionella waltersii	0.11166978930599923	1	Species	KB20	Moss	ANCOMBC2
Leifsonia sp. PS1209	0.11960332051233356	1	Species	KB20	Moss	ANCOMBC2
Leptolyngbya sp. 15MV	-0.28562743917439226	1	Species	KB20	Moss	ANCOMBC2
Lichenicola cladoniae	-0.07339609641642116	1	Species	KB20	Moss	ANCOMBC2
Lichenihabitans psoromatis	-0.4243192096695361	1	Species	KB20	Moss	ANCOMBC2
Lichenihabitans sp. PAMC28606	-0.8382141782750173	0.002902235031349775	Species	KB20	Moss	ANCOMBC2
Luteibacter rhizovicinus	-1.168112991024731	0.007229216758915584	Species	KB20	Moss	ANCOMBC2
Luteolibacter ambystomatis	-0.290084363855844	1	Species	KB20	Moss	ANCOMBC2
Massilia plicata	-0.287891316498839	1	Species	KB20	Moss	ANCOMBC2
Massilia sp. NR 4-1	0.022646801326338017	1	Species	KB20	Moss	ANCOMBC2
Massilia sp. WG5	-0.40288789287018834	0.43816010419992335	Species	KB20	Moss	ANCOMBC2
Melittangium boletus	-0.5341684123823925	0.18536208137199248	Species	KB20	Moss	ANCOMBC2
Mesorhizobium sp. 113-1-2	-0.5508940613711684	0.029643587314718185	Species	KB20	Moss	ANCOMBC2
Mesorhizobium sp. 113-3-3	-0.38406036371572305	1	Species	KB20	Moss	ANCOMBC2
Mesorhizobium sp. 8	-0.03915240918392375	1	Species	KB20	Moss	ANCOMBC2
Mesorhizobium sp. B2-1-8	0.06669423770824576	1	Species	KB20	Moss	ANCOMBC2
Mesorhizobium sp. B2-8-5	-0.46043478717778097	0.41177422405120173	Species	KB20	Moss	ANCOMBC2
Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1	-0.4012259020984059	0.4493993360346424	Species	KB20	Moss	ANCOMBC2
Mesorhizobium sp. NZP2077	-0.964567654249928	7.062778701371918e-6	Species	KB20	Moss	ANCOMBC2
Mesorhizobium sp. Pch-S	-0.09975410892383584	1	Species	KB20	Moss	ANCOMBC2
Mesorhizobium sp. WSM1497	-0.2770521032505281	1	Species	KB20	Moss	ANCOMBC2
Mesorhizobium terrae	-0.11381274788425359	1	Species	KB20	Moss	ANCOMBC2
Methylibium petroleiphilum	0.3451924335524663	1	Species	KB20	Moss	ANCOMBC2
Methylobacterium brachiatum	0.19269791100978675	1	Species	KB20	Moss	ANCOMBC2
Methylobacterium currus	-0.313799343604932	1	Species	KB20	Moss	ANCOMBC2
Methylobacterium indicum	-0.37506369071355067	1	Species	KB20	Moss	ANCOMBC2
Methylobacterium nodulans	-0.11626237326607058	1	Species	KB20	Moss	ANCOMBC2
Methylobacterium oryzae	-0.13687109310498688	1	Species	KB20	Moss	ANCOMBC2
Methylobacterium phyllosphaerae	-0.06928735369142855	1	Species	KB20	Moss	ANCOMBC2
Methylobacterium radiodurans	-0.15716458807913453	1	Species	KB20	Moss	ANCOMBC2
Methylobacterium radiotolerans	0.1779362717277134	1	Species	KB20	Moss	ANCOMBC2
Methylobacterium sp. C1	0.04846487863602503	1	Species	KB20	Moss	ANCOMBC2
Methylobacterium sp. WL1	0.191669637541918	1	Species	KB20	Moss	ANCOMBC2
Methylobacterium sp. XJLW	-0.26998579715874155	1	Species	KB20	Moss	ANCOMBC2
Methylocella silvestris	0.007202018550940869	1	Species	KB20	Moss	ANCOMBC2
Methylocella tundrae	0.12719366835497106	1	Species	KB20	Moss	ANCOMBC2
Methylocystis parvus	-0.16007105682449402	1	Species	KB20	Moss	ANCOMBC2
Methylorubrum extorquens	0.783229745677055	0.022203763463889827	Species	KB20	Moss	ANCOMBC2
Methylorubrum populi	0.27677620940325653	1	Species	KB20	Moss	ANCOMBC2
Methylorubrum zatmanii	0.6578407719239991	0.03360552529707072	Species	KB20	Moss	ANCOMBC2
Methylosinus trichosporium	-0.263789306353986	1	Species	KB20	Moss	ANCOMBC2
Methylovirgula ligni	-1.1188050154370617	1.0512914384326953e-8	Species	KB20	Moss	ANCOMBC2
Microcystis aeruginosa	-0.28587350737137096	1	Species	KB20	Moss	ANCOMBC2
Moraxella osloensis	0.23445965754330644	1	Species	KB20	Moss	ANCOMBC2
Mucilaginibacter ginsenosidivorans	-1.0973777450092064	2.886017483924946e-6	Species	KB20	Moss	ANCOMBC2
Mucilaginibacter gotjawali	-1.0345469213127316	2.6154961996342138e-5	Species	KB20	Moss	ANCOMBC2
Mucilaginibacter mali	-0.6986465925464215	0.0030012156220006474	Species	KB20	Moss	ANCOMBC2
Mucilaginibacter mallensis	-1.0135024384176599	2.9296926979910425e-4	Species	KB20	Moss	ANCOMBC2
Mucilaginibacter paludis	-0.7478453020737964	0.004086916194901841	Species	KB20	Moss	ANCOMBC2
Mucilaginibacter sp. F39-2	-0.007546040548418705	1	Species	KB20	Moss	ANCOMBC2
Mucilaginibacter xinganensis	-0.8513927653075044	0.0012465778859942704	Species	KB20	Moss	ANCOMBC2
Mycetocola sp. JXN-3	0.5995617319809852	0.11899647669204085	Species	KB20	Moss	ANCOMBC2
Mycobacterium cookii	-1.0506603072002976	3.032231226998076e-4	Species	KB20	Moss	ANCOMBC2
Mycobacterium dioxanotrophicus	0.5505667220326006	0.05683854154398931	Species	KB20	Moss	ANCOMBC2
Mycobacterium florentinum	-0.3902829921751418	1	Species	KB20	Moss	ANCOMBC2
Mycobacterium frederiksbergense	0.17682613786039303	1	Species	KB20	Moss	ANCOMBC2
Mycobacterium gordonae	-0.028691879700829762	1	Species	KB20	Moss	ANCOMBC2
Mycobacterium grossiae	0.04672671461561932	1	Species	KB20	Moss	ANCOMBC2
Mycobacterium malmoense	0.1261864083150995	1	Species	KB20	Moss	ANCOMBC2
Mycobacterium paragordonae	0.2706530233437025	1	Species	KB20	Moss	ANCOMBC2
Mycobacterium seoulense	0.33642028669985197	1	Species	KB20	Moss	ANCOMBC2
Mycobacterium shigaense	0.021237424483749046	1	Species	KB20	Moss	ANCOMBC2
Mycobacterium sp. ELW1	-0.012043181513635046	1	Species	KB20	Moss	ANCOMBC2
Mycobacterium sp. MS1601	0.4076499240479612	1	Species	KB20	Moss	ANCOMBC2
Mycobacterium vicinigordonae	-0.5699677081759298	0.08451074536228419	Species	KB20	Moss	ANCOMBC2
Mycobacteroides abscessus	-0.4511551607899229	1	Species	KB20	Moss	ANCOMBC2
Mycolicibacterium arabiense	0.042352819252841165	1	Species	KB20	Moss	ANCOMBC2
Mycolicibacterium aurum	0.22012727232721263	1	Species	KB20	Moss	ANCOMBC2
Mycolicibacterium austroafricanum	0.2105128937268677	1	Species	KB20	Moss	ANCOMBC2
Mycolicibacterium baixiangningiae	0.07884241231927624	1	Species	KB20	Moss	ANCOMBC2
Mycolicibacterium fluoranthenivorans	0.3271239495363463	1	Species	KB20	Moss	ANCOMBC2
Mycolicibacterium helvum	0.20308145353883658	1	Species	KB20	Moss	ANCOMBC2
Mycolicibacterium parafortuitum	0.31553853571400214	1	Species	KB20	Moss	ANCOMBC2
Mycolicibacterium sarraceniae	0.5205136980334745	0.161951522259193	Species	KB20	Moss	ANCOMBC2
Mycolicibacterium sediminis	0.14954881341664228	1	Species	KB20	Moss	ANCOMBC2
Mycolicibacterium tokaiense	-0.13137544026360792	1	Species	KB20	Moss	ANCOMBC2
Mycolicibacterium vanbaalenii	-0.32288888496265494	1	Species	KB20	Moss	ANCOMBC2
Nakamurella panacisegetis	-0.09726906109942687	1	Species	KB20	Moss	ANCOMBC2
Nakamurella sp. PAMC28650	0.02590550815176382	1	Species	KB20	Moss	ANCOMBC2
Neoasaia chiangmaiensis	0.0775952045127787	1	Species	KB20	Moss	ANCOMBC2
Niastella koreensis	-0.7664760909492726	4.7623908885430986e-4	Species	KB20	Moss	ANCOMBC2
Nocardioides cynanchi	0.031195981888378636	1	Species	KB20	Moss	ANCOMBC2
Nocardioides sp. G188	-0.1733295348424992	1	Species	KB20	Moss	ANCOMBC2
Nocardioides ungokensis	-1.0109817318914252	9.23514607197326e-6	Species	KB20	Moss	ANCOMBC2
Nodularia spumigena	-0.2016648151181299	1	Species	KB20	Moss	ANCOMBC2
Nostoc edaphicum	0.39578650859883685	1	Species	KB20	Moss	ANCOMBC2
Nostoc flagelliforme	0.1584911199433632	1	Species	KB20	Moss	ANCOMBC2
Nostoc linckia	0.5118236729402001	1	Species	KB20	Moss	ANCOMBC2
Nostoc piscinale	0.743851660012424	0.003978578009709755	Species	KB20	Moss	ANCOMBC2
Nostoc sp. Lobaria pulmonaria (5183) cyanobiont	-0.02306537611650037	1	Species	KB20	Moss	ANCOMBC2
Nostoc sp. Peltigera membranacea cyanobiont N6	0.4712879194010604	1	Species	KB20	Moss	ANCOMBC2
Nostoc sp. ATCC 53789	0.422699114964646	1	Species	KB20	Moss	ANCOMBC2
Nostoc sp. C052	0.029239851569354526	1	Species	KB20	Moss	ANCOMBC2
Nostoc sp. C057	0.4297511449839541	1	Species	KB20	Moss	ANCOMBC2
Nostoc sp. CENA543	0.33434107909271227	1	Species	KB20	Moss	ANCOMBC2
Nostoc sp. NIES-2111	-0.056762979794531404	1	Species	KB20	Moss	ANCOMBC2
Nostoc sp. PCC 7120 = FACHB-418	0.012724977344995059	1	Species	KB20	Moss	ANCOMBC2
Nostoc sp. PCC 7524	0.25843443275255823	1	Species	KB20	Moss	ANCOMBC2
Nostoc sp. TCL240-02	0.238459706399044	1	Species	KB20	Moss	ANCOMBC2
Nostoc sphaeroides	-0.029930922192741672	1	Species	KB20	Moss	ANCOMBC2
Novosphingobium resinovorum	-0.334386367666925	1	Species	KB20	Moss	ANCOMBC2
Novosphingobium sp. 502str22	-0.12401968978254604	1	Species	KB20	Moss	ANCOMBC2
Novosphingobium sp. EMRT-2	0.21751279334083878	1	Species	KB20	Moss	ANCOMBC2
Novosphingobium sp. P6W	-0.06360586550029931	1	Species	KB20	Moss	ANCOMBC2
Novosphingobium sp. PP1Y	0.1066265539486223	1	Species	KB20	Moss	ANCOMBC2
Novosphingobium sp. Sx8-5	-0.4610266030491107	0.2642643179720184	Species	KB20	Moss	ANCOMBC2
Oleiharenicola sp. KSB-15	-1.4464158085433478	7.936248888307983e-8	Species	KB20	Moss	ANCOMBC2
Opitutus terrae	0.593804248491572	0.007037818879678311	Species	KB20	Moss	ANCOMBC2
Oscillatoria nigro-viridis	-0.3859857756455267	1	Species	KB20	Moss	ANCOMBC2
Paenibacillus sp. E222	-0.3028064835844093	1	Species	KB20	Moss	ANCOMBC2
Pajaroellobacter abortibovis	-0.1657846931007591	1	Species	KB20	Moss	ANCOMBC2
Paludisphaera borealis	-0.690674609728874	1.349170200666445e-4	Species	KB20	Moss	ANCOMBC2
Panacibacter ginsenosidivorans	-0.7193298895529455	5.174655195041446e-4	Species	KB20	Moss	ANCOMBC2
Pandoraea pnomenusa	-0.6308890955446694	0.01852846590746072	Species	KB20	Moss	ANCOMBC2
Pantoea agglomerans	0.19663664466821662	1	Species	KB20	Moss	ANCOMBC2
Pantoea sp. SO10	-0.035626842217828046	1	Species	KB20	Moss	ANCOMBC2
Paraburkholderia aromaticivorans	-1.1962581230998448	9.804567087590045e-5	Species	KB20	Moss	ANCOMBC2
Paraburkholderia caledonica	-0.22893110329033844	1	Species	KB20	Moss	ANCOMBC2
Paraburkholderia megapolitana	-0.4198240125350417	1	Species	KB20	Moss	ANCOMBC2
Paraburkholderia sp. PGU16	-0.05517299634977488	1	Species	KB20	Moss	ANCOMBC2
Paraburkholderia xenovorans	-1.123470368184798	1.926164834039804e-6	Species	KB20	Moss	ANCOMBC2
Pedobacter cryoconitis	-0.11250221440442802	1	Species	KB20	Moss	ANCOMBC2
Pedobacter roseus	0.28054397783971163	1	Species	KB20	Moss	ANCOMBC2
Pedobacter sp. PACM 27299	-0.02918076514539665	1	Species	KB20	Moss	ANCOMBC2
Pedobacter sp. SW-16	-0.23090311686632317	1	Species	KB20	Moss	ANCOMBC2
Phenylobacterium zucineum	-1.0105951023664488	1.5024846591789615e-8	Species	KB20	Moss	ANCOMBC2
Phreatobacter sp. NMCR1094	-0.017527348062344766	1	Species	KB20	Moss	ANCOMBC2
Planctomyces sp. SH-PL62	-0.7537542178377021	1.3089000402871533e-6	Species	KB20	Moss	ANCOMBC2
Pleurocapsa sp. PCC 7327	0.054761836802809834	1	Species	KB20	Moss	ANCOMBC2
Polynucleobacter sp. MG-9-Vaara-E2	0.11553086692600727	1	Species	KB20	Moss	ANCOMBC2
Polynucleobacter sp. MWH-P3-07-1	-0.03800723342529781	1	Species	KB20	Moss	ANCOMBC2
Pseudolabrys sp. FHR47	-0.7993386609729864	2.3435167779405387e-4	Species	KB20	Moss	ANCOMBC2
Pseudolysobacter antarcticus	-0.6871828496705231	0.029595582674152084	Species	KB20	Moss	ANCOMBC2
Pseudomonas aeruginosa	0.06391711156601801	1	Species	KB20	Moss	ANCOMBC2
Pseudomonas amygdali	-0.1390234273101735	1	Species	KB20	Moss	ANCOMBC2
Pseudomonas antarctica	0.4338835297957454	1	Species	KB20	Moss	ANCOMBC2
Pseudomonas azotoformans	0.123476723516512	1	Species	KB20	Moss	ANCOMBC2
Pseudomonas chlororaphis	0.08855078254350962	1	Species	KB20	Moss	ANCOMBC2
