Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Beijerinckiaceae bacterium RH AL1	0.46098967264535484	8.998815790943991e-8	Species	SM_genbank-2022.03	Moss	Aldex2
Betaproteobacteria bacterium	0.04325891397302604	0.7982286195459498	Species	SM_genbank-2022.03	Moss	Aldex2
Bradyrhizobium canariense	-0.7046878675088372	1.5097620289246312e-4	Species	SM_genbank-2022.03	Moss	Aldex2
Bradyrhizobium erythrophlei	-0.8971814132347073	3.6549816201208556e-7	Species	SM_genbank-2022.03	Moss	Aldex2
Bradyrhizobium jicamae	0.06424016965369131	0.7966073890830211	Species	SM_genbank-2022.03	Moss	Aldex2
Bradyrhizobium lablabi	-0.6768599755992124	4.705160592173788e-4	Species	SM_genbank-2022.03	Moss	Aldex2
Bradyrhizobium rifense	0.04935323913678831	0.7982632303837268	Species	SM_genbank-2022.03	Moss	Aldex2
Bradyrhizobium sp.	-0.607362001294927	0.002382222927656377	Species	SM_genbank-2022.03	Moss	Aldex2
Bradyrhizobium sp. LTSP849	0.023117022853613903	0.9032417904259519	Species	SM_genbank-2022.03	Moss	Aldex2
Bradyrhizobium sp. LTSP857	0.14638651333533056	0.39421512498992817	Species	SM_genbank-2022.03	Moss	Aldex2
Bradyrhizobium sp. LTSPM299	-0.18818928836971074	0.662552017367467	Species	SM_genbank-2022.03	Moss	Aldex2
Bradyrhizobium sp. S2-11-2	-0.08442190683877071	0.9046246256922879	Species	SM_genbank-2022.03	Moss	Aldex2
Bradyrhizobium sp. S69	-0.5480013969286675	1.4992914860036106e-5	Species	SM_genbank-2022.03	Moss	Aldex2
Bradyrhizobium sp. dw 411	-0.8298892681863463	1.953198121350144e-6	Species	SM_genbank-2022.03	Moss	Aldex2
Bryocella elongata	0.31945930575679937	0.023923498989065022	Species	SM_genbank-2022.03	Moss	Aldex2
Burkholderia sp. AD24	0.12108299794397004	0.5293488182329088	Species	SM_genbank-2022.03	Moss	Aldex2
Burkholderia sp. D7	-0.056746456931862255	0.9434382069859193	Species	SM_genbank-2022.03	Moss	Aldex2
Burkholderia sp. Leaf177	-0.010961613450237918	0.9822620174396836	Species	SM_genbank-2022.03	Moss	Aldex2
Burkholderia sp. PAMC 26561	-0.05886221719512556	0.9954943903368649	Species	SM_genbank-2022.03	Moss	Aldex2
Burkholderia sp. PAMC 28687	-0.22935747659975914	0.5586439347833421	Species	SM_genbank-2022.03	Moss	Aldex2
Burkholderia sp. S171	-0.01408348171927274	0.9494635110915832	Species	SM_genbank-2022.03	Moss	Aldex2
Burkholderiales bacterium	-0.4259397934298197	0.015531785512527147	Species	SM_genbank-2022.03	Moss	Aldex2
Caballeronia mineralivorans	0.1240103298507214	0.5905977418803037	Species	SM_genbank-2022.03	Moss	Aldex2
Caballeronia sordidicola	0.11105199973915071	0.319663735072711	Species	SM_genbank-2022.03	Moss	Aldex2
Caballeronia sp. dw 19	0.037781752818274	0.854711647479057	Species	SM_genbank-2022.03	Moss	Aldex2
Caballeronia sp. dw 276	-0.3358752252243198	0.3319143643590917	Species	SM_genbank-2022.03	Moss	Aldex2
Catenulispora acidiphila	0.11163506719728136	0.5589137337973555	Species	SM_genbank-2022.03	Moss	Aldex2
Caulobacter sp. S45	0.007054225431919381	0.9600143204181145	Species	SM_genbank-2022.03	Moss	Aldex2
Conexibacter woesei	-0.07581800944264766	0.9358752982118969	Species	SM_genbank-2022.03	Moss	Aldex2
Deltaproteobacteria bacterium	-0.04243752015479697	0.9515664663845255	Species	SM_genbank-2022.03	Moss	Aldex2
Desmonostoc muscorum	0.30176870692227004	0.04252455678038045	Species	SM_genbank-2022.03	Moss	Aldex2
Edaphobacter aggregans	0.13997875571029306	0.4525840218767189	Species	SM_genbank-2022.03	Moss	Aldex2
Edaphobacter lichenicola	-0.5513780481243984	0.0011677142280645298	Species	SM_genbank-2022.03	Moss	Aldex2
Enhydrobacter aerosaccus	-0.7908946594564308	2.696259969993481e-5	Species	SM_genbank-2022.03	Moss	Aldex2
Eremiobacteraeota bacterium	0.1285702762174718	0.45793129678130623	Species	SM_genbank-2022.03	Moss	Aldex2
Frigoriglobus tundricola	0.0941199793639258	0.689218121440316	Species	SM_genbank-2022.03	Moss	Aldex2
Gammaproteobacteria bacterium	0.19619179415344218	0.19247258684451019	Species	SM_genbank-2022.03	Moss	Aldex2
Granulicella aggregans	0.17833181890005	0.0022312213223830185	Species	SM_genbank-2022.03	Moss	Aldex2
Granulicella arctica	0.0565579730609618	0.8495450721584185	Species	SM_genbank-2022.03	Moss	Aldex2
Granulicella mallensis	-0.10952258860025788	0.8923490687825604	Species	SM_genbank-2022.03	Moss	Aldex2
Granulicella pectinivorans	-0.3651836410568091	0.2080370217371982	Species	SM_genbank-2022.03	Moss	Aldex2
Granulicella rosea	-0.19300033428361818	0.6636262525870038	Species	SM_genbank-2022.03	Moss	Aldex2
Granulicella sibirica	-0.6879048748077898	0.0011414659490438907	Species	SM_genbank-2022.03	Moss	Aldex2
Granulicella sp. 5B5	0.20319589696125423	0.21965161626908786	Species	SM_genbank-2022.03	Moss	Aldex2
Granulicella sp. L46	-0.13237284313669784	0.8584147012107909	Species	SM_genbank-2022.03	Moss	Aldex2
Granulicella sp. L60	-0.2260932226247936	0.5189211539698445	Species	SM_genbank-2022.03	Moss	Aldex2
Granulicella sp. dw 53	0.0679090671105557	0.814316655358388	Species	SM_genbank-2022.03	Moss	Aldex2
Granulicella tundricola	0.21329163565111295	0.002892788553649256	Species	SM_genbank-2022.03	Moss	Aldex2
Hyphomicrobiales bacterium	0.1562709341882027	0.4187912907126502	Species	SM_genbank-2022.03	Moss	Aldex2
Iningainema tapete	0.08512710333979367	0.7221218565302269	Species	SM_genbank-2022.03	Moss	Aldex2
Jatrophihabitans endophyticus	-0.01798220461161064	1	Species	SM_genbank-2022.03	Moss	Aldex2
Ktedonobacteraceae bacterium	-0.011841670711075714	0.9810546807307916	Species	SM_genbank-2022.03	Moss	Aldex2
Labilithrix sp.	-0.34383977860560655	0.17656998869214005	Species	SM_genbank-2022.03	Moss	Aldex2
Lichenibacterium minor	0.6658652280845071	6.239865395218924e-11	Species	SM_genbank-2022.03	Moss	Aldex2
Lichenibacterium ramalinae	0.27976012837033604	2.3739118909062927e-4	Species	SM_genbank-2022.03	Moss	Aldex2
Lichenibacterium sp. 6Y81	0.2915989883570139	0.009242958602416154	Species	SM_genbank-2022.03	Moss	Aldex2
Lichenicoccus roseus	0.6770816489404681	2.6414536416092167e-8	Species	SM_genbank-2022.03	Moss	Aldex2
Luteibacter sp. dw 328	0.05893292760515202	0.775404324951852	Species	SM_genbank-2022.03	Moss	Aldex2
Mesorhizobium loti	-0.5016293716155514	0.019925201487883196	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium brachiatum	0.0449332238544704	0.9052753717034618	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium cerastii	0.48130365673094244	1.9651810447185764e-4	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium longum	-0.3990682817443511	0.08747328142714794	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium mesophilicum	0.2630704372434422	0.02510114853637613	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium pseudosasicola	0.44811878981056175	3.0606772083499136e-8	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium radiotolerans	0.14710466173623438	0.3947529203353503	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium sp. 2A	0.22443853753616844	0.026987432404435383	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium sp. GXF4	0.2841513553271917	0.019866551570736433	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium sp. GXS13	0.37744112168474464	8.806627766803563e-4	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium sp. PvR107	0.0698063672263278	0.7762945830282916	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium sp. WL119	0.4091122931913076	2.60572243277818e-4	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium sp. WL12	0.4369522319671473	0.0023105151810656663	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium sp. WL120	0.4194766581133679	0.0014614701171576268	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium sp. WL18	0.12078360878915417	0.5540670380232409	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium sp. WL6	0.4742741027232119	3.1891872306184544e-4	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium sp. WL64	0.10647464919445421	0.6127372400421951	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium sp. WL7	0.3164368980845091	0.01923356635874515	Species	SM_genbank-2022.03	Moss	Aldex2
Methylobacterium sp. WL93	0.20888127255347144	0.1895178116917405	Species	SM_genbank-2022.03	Moss	Aldex2
Mycobacterium cookii	-0.4699119166501814	0.04225366548286318	Species	SM_genbank-2022.03	Moss	Aldex2
Mycobacterium hodleri	0.10250061039412628	0.7047220960156583	Species	SM_genbank-2022.03	Moss	Aldex2
Mycobacterium sp.	-0.41900008363016183	0.07093685195331913	Species	SM_genbank-2022.03	Moss	Aldex2
Mycobacterium sp. 1245111.1	-0.24793382543170653	0.559776629391379	Species	SM_genbank-2022.03	Moss	Aldex2
Mycolicibacterium madagascariense	0.1010040573680767	0.25022865768345043	Species	SM_genbank-2022.03	Moss	Aldex2
Mycolicibacterium sp.	0.10878801040367134	0.6624538776982867	Species	SM_genbank-2022.03	Moss	Aldex2
Mycolicibacterium sp. P1-18	0.014935847191530184	0.9318448303637483	Species	SM_genbank-2022.03	Moss	Aldex2
Nevskia soli	0.21118230705553243	0.1555633750621745	Species	SM_genbank-2022.03	Moss	Aldex2
Nocardiopsis sp.	0.15844220897077957	0.36491124353092724	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc commune	0.2072248176524133	0.06992253910919363	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc flagelliforme	0.10314364529624939	0.5948079296351871	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc foliaceum	0.30877087144988935	0.025021503590080655	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc mirabile	0.15467778473240232	0.3359308745376934	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc punctiforme	0.028112686793703483	0.9277819559800963	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. Peltigera malacea cyanobiont DB3992	0.13560644579785103	0.45316257362203105	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. Peltigera membranacea cyanobiont 210A	0.2127310142906258	0.13600013718370266	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. Peltigera membranacea cyanobiont 232	0.11699843797327383	0.33508151546844234	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. Peltigera membranacea cyanobiont N6	0.1322526002200122	0.48927442730085813	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. 3335mG	0.14981315432563364	0.32857197016163575	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. C052	0.16326770388431444	0.2951363311539202	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. JL23	0.10484022511923502	0.5579757099463362	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. JL31	0.10527525327336269	0.610009399229879	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. JL33	0.2573265663961012	0.08652561503231625	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. JL34	0.21222001439637117	0.14705553077611982	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. KVJ20	0.31449024719279345	0.023559639792928747	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. NMS4	0.3236193924829418	0.018299974486301426	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. NMS7	0.1797633507093762	0.15153428255981796	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. NOS(2021)	0.23309509241361476	0.08539591488828407	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sp. XA010	0.150748613749014	0.21534399395281645	Species	SM_genbank-2022.03	Moss	Aldex2
Nostoc sphaeroides	0.17729980682008387	0.1776165834250825	Species	SM_genbank-2022.03	Moss	Aldex2
PVC group bacterium	0.010625616262338544	0.9227786740221763	Species	SM_genbank-2022.03	Moss	Aldex2
Paraburkholderia aspalathi	0.09125194068149999	0.6501186915409956	Species	SM_genbank-2022.03	Moss	Aldex2
Paraburkholderia ginsengisoli	0.12065092123037412	0.5623419843119483	Species	SM_genbank-2022.03	Moss	Aldex2
Paraburkholderia metrosideri	0.12023971786077617	0.48795954261552504	Species	SM_genbank-2022.03	Moss	Aldex2
Paraburkholderia phenazinium	0.08049051684950469	0.7251393187998941	Species	SM_genbank-2022.03	Moss	Aldex2
Paraburkholderia sp. BCC1886	0.18231303027872936	0.2859260796501894	Species	SM_genbank-2022.03	Moss	Aldex2
Phenylobacterium sp.	-0.27982691583485614	0.3367702018461745	Species	SM_genbank-2022.03	Moss	Aldex2
Planctomycetes bacterium	-1.2915633475636925	6.950721828528693e-11	Species	SM_genbank-2022.03	Moss	Aldex2
Polymorphobacter sp. PAMC 29362	0.06401439811874265	0.7806127412468764	Species	SM_genbank-2022.03	Moss	Aldex2
Proteobacteria bacterium	-0.6021628599947723	0.0018928058532207061	Species	SM_genbank-2022.03	Moss	Aldex2
Pseudomonas fluorescens	0.256589161601937	0.08947332150660234	Species	SM_genbank-2022.03	Moss	Aldex2
Pseudonocardia sp. 73-21	-0.3597957998431191	0.18638600389711496	Species	SM_genbank-2022.03	Moss	Aldex2
Rhizobacter sp.	-0.3041782904945437	0.26795969840961575	Species	SM_genbank-2022.03	Moss	Aldex2
Rhizobacter sp. Root404	0.10950356761633279	0.7036370841504718	Species	SM_genbank-2022.03	Moss	Aldex2
Rhizobiales bacterium dw 265	-0.6753624987119831	3.6890656086613376e-4	Species	SM_genbank-2022.03	Moss	Aldex2
Rhizobium sp. B21/90	0.3727384174192879	0.005130224057069677	Species	SM_genbank-2022.03	Moss	Aldex2
Rhizobium sp. L245/93	0.4206401520323695	0.0031789878250376015	Species	SM_genbank-2022.03	Moss	Aldex2
Rhizobium sp. VS19-DR104.1	0.3982477947825275	0.0026566753512188295	Species	SM_genbank-2022.03	Moss	Aldex2
Rhizobium tumorigenes	0.5614502386432896	1.995660206128048e-4	Species	SM_genbank-2022.03	Moss	Aldex2
Rhodanobacter sp. ANJX3	0.3933429527182265	0.002878291754509159	Species	SM_genbank-2022.03	Moss	Aldex2
Rhodanobacter sp. K2T2	0.7762690254174597	3.385998146036451e-6	Species	SM_genbank-2022.03	Moss	Aldex2
Rhodospirillales bacterium	0.43360184762248	4.541715709177033e-5	Species	SM_genbank-2022.03	Moss	Aldex2
Rhodospirillales bacterium 70-18	0.021203735798888526	0.9362642121980845	Species	SM_genbank-2022.03	Moss	Aldex2
Rubrivivax sp. JA1024	-0.31298407414071094	0.32657271239834745	Species	SM_genbank-2022.03	Moss	Aldex2
Solirubrobacteraceae bacterium	-0.2037652429594341	0.7246507597979451	Species	SM_genbank-2022.03	Moss	Aldex2
Solirubrobacterales bacterium	0.17015359863454532	0.2550942710675981	Species	SM_genbank-2022.03	Moss	Aldex2
Solirubrobacterales bacterium 70-9	-0.9996343825218919	3.248246777502713e-8	Species	SM_genbank-2022.03	Moss	Aldex2
Sphingomonas bacterium	0.7186007363955407	9.714061397031658e-6	Species	SM_genbank-2022.03	Moss	Aldex2
Sphingomonas oligoaromativorans	0.18091554449463154	0.25975522119831174	Species	SM_genbank-2022.03	Moss	Aldex2
Sphingomonas sp.	0.3564806791888928	0.005410285221916842	Species	SM_genbank-2022.03	Moss	Aldex2
Sphingomonas sp. PAMC 26605	0.5182567439466306	1.8439417154433565e-4	Species	SM_genbank-2022.03	Moss	Aldex2
Stigonema ocellatum	-0.21871708388687588	0.15604654940747653	Species	SM_genbank-2022.03	Moss	Aldex2
Streptomyces purpurogeneiscleroticus	0.43903798263601734	0.0024230290298676003	Species	SM_genbank-2022.03	Moss	Aldex2
Terriglobus roseus	0.04178908024973016	0.9358572162770926	Species	SM_genbank-2022.03	Moss	Aldex2
Trebonia kvetii	-0.6113391048109897	0.0015313255315339972	Species	SM_genbank-2022.03	Moss	Aldex2
Verrucomicrobia bacterium	-0.06662960700600418	0.929165688268376	Species	SM_genbank-2022.03	Moss	Aldex2
Vitreoscilla sp.	-0.6775655042900727	4.0022098138422677e-4	Species	SM_genbank-2022.03	Moss	Aldex2
Xanthobacteraceae bacterium	-0.03022595031800477	0.963519580335048	Species	SM_genbank-2022.03	Moss	Aldex2
Xenophilus sp. L33	-0.012739144418977505	0.9854798989139875	Species	SM_genbank-2022.03	Moss	Aldex2
uncultured Acidobacteria bacterium	-0.033395861243879776	0.9763157666605993	Species	SM_genbank-2022.03	Moss	Aldex2
uncultured Alphaproteobacteria bacterium	-0.70167855430048	2.6609295482405516e-4	Species	SM_genbank-2022.03	Moss	Aldex2
uncultured Hyphomicrobiales bacterium	-0.06685331541302655	0.9357728947073246	Species	SM_genbank-2022.03	Moss	Aldex2
uncultured Mucilaginibacter sp.	-0.274678655816561	0.34986314940564545	Species	SM_genbank-2022.03	Moss	Aldex2
uncultured Rhodanobacter sp.	0.4962080031250804	2.037076192998565e-4	Species	SM_genbank-2022.03	Moss	Aldex2
uncultured Rhodospirillales bacterium	0.593013519829897	6.0891513457356795e-5	Species	SM_genbank-2022.03	Moss	Aldex2
uncultured Sphingomonadaceae bacterium	0.6809376649607879	6.492122377882437e-11	Species	SM_genbank-2022.03	Moss	Aldex2
uncultured beta proteobacterium	0.004142326918339468	0.999311070616091	Species	SM_genbank-2022.03	Moss	Aldex2
uncultured cyanobacterium	-0.4522652181013854	0.02707533850428444	Species	SM_genbank-2022.03	Moss	Aldex2
69-11 sp001898425	0.21967102502354285	0.19329528468803434	Species	SM_gtdb-rs214-full	Moss	Aldex2
70-18 sp001899585	-0.22932627795745253	0.6592274807776075	Species	SM_gtdb-rs214-full	Moss	Aldex2
Acidisarcina polymorpha	-0.23206508417998892	0.06197923092940156	Species	SM_gtdb-rs214-full	Moss	Aldex2
Acidisoma sp009765865	-0.2188479378480438	0.072669370153107593	Species	SM_gtdb-rs214-full	Moss	Aldex2
Actinomycetospora endophytica	-0.013478597207677684	0.9328957337057681	Species	SM_gtdb-rs214-full	Moss	Aldex2
Actinomycetospora sp012933465	0.07829640167680774	0.7661039092310309	Species	SM_gtdb-rs214-full	Moss	Aldex2
Actinoplanes durhamensis	-0.014962975886979608	0.9667684269560685	Species	SM_gtdb-rs214-full	Moss	Aldex2
Amnibacterium kyonggiense	0.06551567730594202	0.7676533923906569	Species	SM_gtdb-rs214-full	Moss	Aldex2
Amnibacterium setariae	0.06832909729802872	0.8221533519425764	Species	SM_gtdb-rs214-full	Moss	Aldex2
BOG-1363 sp013821615	-0.1203604940129493	0.8711097101378152	Species	SM_gtdb-rs214-full	Moss	Aldex2
Baekduia woesei	-0.04432047495023167	0.953847343463281	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bog-1198 sp003134045	0.2554241669605648	0.08971091877524018	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bog-532 sp003164955	0.14096345519036008	0.4438229638772032	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bog-532 sp019240215	-0.1538429562993614	0.7606180429231042	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium canariense	-0.6220514420765341	0.0014516816540166557	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium erythrophlei	-0.9448586512899267	1.1825714225280537e-7	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium ivorense	0.09320615046776015	0.6651627246754824	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium jicamae	0.06198767782661878	0.8129371150999711	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium lablabi	-0.24622879785700938	0.4283507269424455	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium ottawaense	-0.6208478330756542	0.0013722677639182242	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium pachyrhizi	0.1367070870623855	0.5393178573749481	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium rifense	0.04980168361943668	0.8594210537212559	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium septentrionale	0.23605048202158913	0.1408386156251025	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp000938255	-0.1966147632643112	0.7379159497933834	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp000938305	-0.38133933605570813	0.10045968761230072	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp004799405	-0.41469164001491954	0.10066223262107944	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp004799445	-0.032892917171175276	0.9661089428094065	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp005937885	0.042991912145794245	0.8640740312277515	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp009766005	-0.3491993261885572	0.0010527607107800674	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp017305715	-0.10399656774001437	0.8763704093915903	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp017881085	-0.13567686291485032	0.8299176458773636	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp018130145	-0.19534317682406616	0.5894013220055871	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp018449695	-0.7042760127936505	2.358266953468354e-4	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp018736105	-0.4070373634703868	0.09703178332665208	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp019748335	0.0274231900589797	0.8897764591102081	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp021779635	-0.46367646563648335	0.03481292063118005	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bradyrhizobium sp900103365	-0.24838647677788872	0.5012210434610223	Species	SM_gtdb-rs214-full	Moss	Aldex2
Bryocella elongata	0.30559026812804313	0.03130978312454311	Species	SM_gtdb-rs214-full	Moss	Aldex2
CAHJWH01 sp009765965	-0.0024506581609679253	0.9899750466973547	Species	SM_gtdb-rs214-full	Moss	Aldex2
CAHJWH01 sp903642205	0.20745701931033828	0.14691367718759568	Species	SM_gtdb-rs214-full	Moss	Aldex2
CAHJWO01 sp903642295	0.06222909615011028	0.8742388918547519	Species	SM_gtdb-rs214-full	Moss	Aldex2
CAHJWT01 sp018982885	-0.020521119860483723	0.9686945199533831	Species	SM_gtdb-rs214-full	Moss	Aldex2
CAHJXF01 sp903644065	0.13759911294349791	0.22215482238923515	Species	SM_gtdb-rs214-full	Moss	Aldex2
CAHJXG01 sp903644035	-0.40395590422569583	0.10580785485763906	Species	SM_gtdb-rs214-full	Moss	Aldex2
CAIMXF01 sp013289985	0.024552908936440705	0.9915419046872985	Species	SM_gtdb-rs214-full	Moss	Aldex2
CAIMXF01 sp014378125	-0.6779454986254541	3.846820920065272e-4	Species	SM_gtdb-rs214-full	Moss	Aldex2
CAIMXF01 sp019510465	-0.5912285580307739	0.0070195622359054835	Species	SM_gtdb-rs214-full	Moss	Aldex2
CAIMXF01 sp023231945	0.20192601181604006	0.008471901511077682	Species	SM_gtdb-rs214-full	Moss	Aldex2
CAIMXF01 sp903845345	-0.2594025654733625	0.34563544458394224	Species	SM_gtdb-rs214-full	Moss	Aldex2
CAIOYC01 sp903837135	0.25997900415589364	0.10314834829183349	Species	SM_gtdb-rs214-full	Moss	Aldex2
CAIQPK01 sp903873705	0.018884708963961896	0.8959125273576621	Species	SM_gtdb-rs214-full	Moss	Aldex2
Caballeronia mineralivorans	0.144923084170271	0.43626210395522	Species	SM_gtdb-rs214-full	Moss	Aldex2
Caballeronia sordidicola	-0.10752098702137314	0.8354225550664846	Species	SM_gtdb-rs214-full	Moss	Aldex2
Caballeronia sp001424345	0.03559343835319991	0.9084887927395177	Species	SM_gtdb-rs214-full	Moss	Aldex2
Caballeronia sp001557535	0.32801437761340535	0.01454488853968694	Species	SM_gtdb-rs214-full	Moss	Aldex2
Caballeronia sp009766085	0.011663265192134096	0.9449830183322729	Species	SM_gtdb-rs214-full	Moss	Aldex2
Caballeronia sp011493005	0.05823434975806127	0.8144491509326531	Species	SM_gtdb-rs214-full	Moss	Aldex2
Caballeronia sp018449515	0.060596634222023465	0.8591531886109036	Species	SM_gtdb-rs214-full	Moss	Aldex2
Caballeronia sp018449635	-0.25904578505738685	0.4921108528280352	Species	SM_gtdb-rs214-full	Moss	Aldex2
Caballeronia sp022878925	0.11024321243368056	0.6316581756724307	Species	SM_gtdb-rs214-full	Moss	Aldex2
Caballeronia udeis	-0.05373691712882779	0.9185228059837589	Species	SM_gtdb-rs214-full	Moss	Aldex2
Catenulispora acidiphila	0.15890378088035506	0.4111682569304614	Species	SM_gtdb-rs214-full	Moss	Aldex2
Edaphobacter aggregans	0.10487234849127205	0.6794231046842626	Species	SM_gtdb-rs214-full	Moss	Aldex2
Edaphobacter lichenicola	-0.48953497569020665	0.007438023448151023	Species	SM_gtdb-rs214-full	Moss	Aldex2
Edaphobacter sp009765825	-0.2074859115088049	0.59527701376229325	Species	SM_gtdb-rs214-full	Moss	Aldex2
