Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
PVC group bacterium	-3.9048027052305394	8.4802434235296e-14	Species	SM_genbank-2022.03	Moss	edgeR
Rhizobium sp. L245/93	4.790916228092712	5.013750074026825e-13	Species	SM_genbank-2022.03	Moss	edgeR
Planctomycetes bacterium	-2.910839139968528	5.504336462980399e-13	Species	SM_genbank-2022.03	Moss	edgeR
Luteibacter sp. dw 328	-3.4596617740176887	3.2194117542819458e-12	Species	SM_genbank-2022.03	Moss	edgeR
Rhodanobacter sp. K2T2	3.5404640233887767	2.998262093852277e-11	Species	SM_genbank-2022.03	Moss	edgeR
Bradyrhizobium erythrophlei	-3.1893243979925043	1.3082246343677052e-10	Species	SM_genbank-2022.03	Moss	edgeR
Edaphobacter lichenicola	-3.4388526812601294	1.3974722860250568e-10	Species	SM_genbank-2022.03	Moss	edgeR
Conexibacter woesei	-3.160063644276206	2.9298716468439955e-10	Species	SM_genbank-2022.03	Moss	edgeR
Sphingomonas bacterium	3.1029265564627293	2.01061547794417e-9	Species	SM_genbank-2022.03	Moss	edgeR
Bradyrhizobium jicamae	-2.7148912084483343	2.01061547794417e-9	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium sp. WL12	3.693141632053184	2.098580026573073e-9	Species	SM_genbank-2022.03	Moss	edgeR
Actinomycetospora sp. TBRC 11914	-2.8502515400405333	3.2427285374481595e-9	Species	SM_genbank-2022.03	Moss	edgeR
Bradyrhizobium lablabi	-2.8320125717591496	3.541037431469948e-9	Species	SM_genbank-2022.03	Moss	edgeR
Burkholderia sp. Leaf177	-2.833844263015854	6.866923948496023e-9	Species	SM_genbank-2022.03	Moss	edgeR
Alphaproteobacteria bacterium	-2.949718353958839	7.101735758577009e-9	Species	SM_genbank-2022.03	Moss	edgeR
Bradyrhizobium sp. S69	-2.297923380430846	1.428277004959045e-8	Species	SM_genbank-2022.03	Moss	edgeR
Afipia sp. GAS231	-3.11724952746353	1.92133542804588e-8	Species	SM_genbank-2022.03	Moss	edgeR
Caballeronia sp. dw 19	-2.6814243886712807	3.1549574013822987e-8	Species	SM_genbank-2022.03	Moss	edgeR
Sphingomonas sp. PAMC 26605	2.7279871822796062	3.969394147940787e-8	Species	SM_genbank-2022.03	Moss	edgeR
Acidisphaera sp. S103	-2.5386608586545503	3.969394147940787e-8	Species	SM_genbank-2022.03	Moss	edgeR
Verrucomicrobia bacterium	-2.832660425750113	4.015243378626126e-8	Species	SM_genbank-2022.03	Moss	edgeR
Mesorhizobium loti	-2.8845473540106346	4.056710635240783e-8	Species	SM_genbank-2022.03	Moss	edgeR
Vitreoscilla sp.	-2.538232964121885	9.763501597928507e-8	Species	SM_genbank-2022.03	Moss	edgeR
Acidisoma sp. S159	-2.6196445666109787	1.1138481297920428e-7	Species	SM_genbank-2022.03	Moss	edgeR
Mycobacterium sp.	-2.509348353629226	2.28751614003287e-7	Species	SM_genbank-2022.03	Moss	edgeR
Catenulispora acidiphila	-2.6855116533540757	2.628953435366187e-7	Species	SM_genbank-2022.03	Moss	edgeR
Actinomycetia bacterium	-2.72231615682391	2.715436347553359e-7	Species	SM_genbank-2022.03	Moss	edgeR
Rhodospirillales bacterium 70-18	-2.580110279355798	3.062268980167688e-7	Species	SM_genbank-2022.03	Moss	edgeR
Bradyrhizobium sp. dw 411	-2.2924232082667904	3.588497260121738e-7	Species	SM_genbank-2022.03	Moss	edgeR
uncultured cyanobacterium	-2.7153650845226704	3.924205719922559e-7	Species	SM_genbank-2022.03	Moss	edgeR
Burkholderia sp. S171	-2.598625299625163	4.589472332076018e-7	Species	SM_genbank-2022.03	Moss	edgeR
Frigoriglobus tundricola	-2.584948311176541	4.856308446702817e-7	Species	SM_genbank-2022.03	Moss	edgeR
Rhodanobacter sp. ANJX3	2.7182136284665606	1.004296189679821e-6	Species	SM_genbank-2022.03	Moss	edgeR
Mycobacterium cookii	-2.3310268459624406	1.0989472936389628e-6	Species	SM_genbank-2022.03	Moss	edgeR
Bradyrhizobium rifense	-2.2270462557700488	1.5887006433582494e-6	Species	SM_genbank-2022.03	Moss	edgeR
Proteobacteria bacterium	-2.2647989055515527	1.705598826456834e-6	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium longum	-2.4094002852288314	1.8710526420419835e-6	Species	SM_genbank-2022.03	Moss	edgeR
Paraburkholderia ginsengisoli	-2.5009222243311595	2.355332547263968e-6	Species	SM_genbank-2022.03	Moss	edgeR
Burkholderiales bacterium	-2.0606885350616104	2.426257630726677e-6	Species	SM_genbank-2022.03	Moss	edgeR
Mycobacterium hodleri	-2.2854835306049672	2.4434536840343664e-6	Species	SM_genbank-2022.03	Moss	edgeR
Trebonia kvetii	-2.3851057266702953	2.9695787335618752e-6	Species	SM_genbank-2022.03	Moss	edgeR
Bacteroidetes bacterium	-2.688679665925651	4.31059455291715e-6	Species	SM_genbank-2022.03	Moss	edgeR
Bradyrhizobium sp. LTSP849	-2.3112298824666238	6.44708372280769e-6	Species	SM_genbank-2022.03	Moss	edgeR
Bradyrhizobium sp. LTSPM299	-2.1536328294246294	7.5441081923239846e-6	Species	SM_genbank-2022.03	Moss	edgeR
Stigonema ocellatum	-2.372221306015833	9.439908998913145e-6	Species	SM_genbank-2022.03	Moss	edgeR
Mycobacterium sp. 1245111.1	-2.1970603829616313	1.040996407501262e-5	Species	SM_genbank-2022.03	Moss	edgeR
uncultured Acidobacteria bacterium	-2.195581367628257	1.0570576560529068e-5	Species	SM_genbank-2022.03	Moss	edgeR
Mycolicibacterium sp. P1-18	-2.1380344131742692	1.2648883652166494e-5	Species	SM_genbank-2022.03	Moss	edgeR
Nocardiopsis sp.	-2.5441239311901955	1.4379835331861058e-5	Species	SM_genbank-2022.03	Moss	edgeR
Burkholderia sp. D7	-2.1046126478364005	1.5358577905871257e-5	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium radiotolerans	-2.2635940895959896	2.0834529646335512e-5	Species	SM_genbank-2022.03	Moss	edgeR
Granulicella sp. L60	-2.353244707119666	2.085779519919343e-5	Species	SM_genbank-2022.03	Moss	edgeR
Acidisarcina polymorpha	-2.022721551426868	2.206961909055615e-5	Species	SM_genbank-2022.03	Moss	edgeR
Betaproteobacteria bacterium	-1.1743819528937518	3.0345912041011915e-5	Species	SM_genbank-2022.03	Moss	edgeR
uncultured Rhodospirillales bacterium	2.2005617512532205	3.223527764429526e-5	Species	SM_genbank-2022.03	Moss	edgeR
uncultured Sphingomonadaceae bacterium	1.4606983024562732	3.467095691802151e-5	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium sp. WL120	2.1643249004761667	7.374606631152319e-5	Species	SM_genbank-2022.03	Moss	edgeR
Granulicella arctica	-1.9320942920157311	1.4571187619061168e-4	Species	SM_genbank-2022.03	Moss	edgeR
Desmonostoc muscorum	2.2900847904911927	1.6169469089602918e-4	Species	SM_genbank-2022.03	Moss	edgeR
uncultured beta proteobacterium	-1.1855012093475097	2.784544343609281e-4	Species	SM_genbank-2022.03	Moss	edgeR
Caballeronia mineralivorans	-1.6676149984458648	3.4140293876459545e-4	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. 'Peltigera malacea cyanobiont' DB3992	-1.8888271517663235	4.624745851211354e-4	Species	SM_genbank-2022.03	Moss	edgeR
Streptomyces purpurogeneiscleroticus	1.8934508333874946	4.7285701103556296e-4	Species	SM_genbank-2022.03	Moss	edgeR
Rhizobium sp. VS19-DR104.1	2.146360659960244	5.870036050448059e-4	Species	SM_genbank-2022.03	Moss	edgeR
Caballeronia sp. dw 276	-1.8108479208294141	6.316414767210992e-4	Species	SM_genbank-2022.03	Moss	edgeR
Edaphobacter aggregans	-1.608959774085451	6.387010066060006e-4	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium sp. WL119	1.976936776802696	7.957293570783341e-4	Species	SM_genbank-2022.03	Moss	edgeR
Lichenibacterium minor	1.232341364068708	8.815449988327226e-4	Species	SM_genbank-2022.03	Moss	edgeR
Caulobacter sp. S45	-1.8445030923293282	9.316091217534942e-4	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. NMS4	1.762422581500826	0.0011090046674926048	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium sp. WL6	1.7944590484942082	0.0011533294579143892	Species	SM_genbank-2022.03	Moss	edgeR
Beijerinckiaceae bacterium RH AL1	1.2893760993523533	0.0012319047602993604	Species	SM_genbank-2022.03	Moss	edgeR
Granulicella sp. dw 53	-1.4417369425866096	0.0017442369759179419	Species	SM_genbank-2022.03	Moss	edgeR
Pseudonocardia sp. 73-21	-1.5238803588567702	0.0020355128408391134	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. JL23	-1.7623014897007883	0.0020355128408391134	Species	SM_genbank-2022.03	Moss	edgeR
Granulicella mallensis	-1.755521810732255	0.0020355128408391134	Species	SM_genbank-2022.03	Moss	edgeR
uncultured Rhodanobacter sp.	1.7460703621363003	0.0020355128408391134	Species	SM_genbank-2022.03	Moss	edgeR
Rubrivivax sp. JA1024	-1.4444766831221538	0.0020683293062511974	Species	SM_genbank-2022.03	Moss	edgeR
Actinobacteria bacterium	-1.9034119554687376	0.0022889269851286355	Species	SM_genbank-2022.03	Moss	edgeR
Granulicella sp. L46	-1.5162524779102065	0.0028180010344640394	Species	SM_genbank-2022.03	Moss	edgeR
Amnibacterium kyonggiense	-1.5329813607409088	0.003503229980664938	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. NOS(2021)	1.6970444297856877	0.00425242789412887	Species	SM_genbank-2022.03	Moss	edgeR
Xenophilus sp. L33	-1.6261717494109498	0.004344247007460912	Species	SM_genbank-2022.03	Moss	edgeR
Granulicella pectinivorans	-1.3236434461215036	0.005210636500296949	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. JL31	-1.8031265169610127	0.006019026932590946	Species	SM_genbank-2022.03	Moss	edgeR
Actinobacteria bacterium 21-64-8	1.3548491918312486	0.006231737345708533	Species	SM_genbank-2022.03	Moss	edgeR
Nevskia soli	-1.4227891943087643	0.006231737345708533	Species	SM_genbank-2022.03	Moss	edgeR
Hyphomicrobiales bacterium	-1.309553081481103	0.006397060387122979	Species	SM_genbank-2022.03	Moss	edgeR
Paraburkholderia metrosideri	-1.4659747112522628	0.006927613611448375	Species	SM_genbank-2022.03	Moss	edgeR
Caballeronia sordidicola	-0.7507789466024232	0.006946825780968403	Species	SM_genbank-2022.03	Moss	edgeR
Mycolicibacterium sp.	-1.2879427719686554	0.007920137604372473	Species	SM_genbank-2022.03	Moss	edgeR
Gammaproteobacteria bacterium	1.5314105024341607	0.010202871517946821	Species	SM_genbank-2022.03	Moss	edgeR
Solirubrobacteraceae bacterium	-1.3712821699409865	0.012066430974380872	Species	SM_genbank-2022.03	Moss	edgeR
Paraburkholderia phenazinium	-1.388399348890502	0.01576733084481302	Species	SM_genbank-2022.03	Moss	edgeR
Actinomycetales bacterium	1.5405576945422297	0.01576733084481302	Species	SM_genbank-2022.03	Moss	edgeR
Paraburkholderia aspalathi	-1.379563069366378	0.016721056997871374	Species	SM_genbank-2022.03	Moss	edgeR
Mycolicibacterium madagascariense	-0.8794635396146979	0.01964213574041212	Species	SM_genbank-2022.03	Moss	edgeR
Burkholderia sp. PAMC 28687	-1.1798451093182234	0.01964213574041212	Species	SM_genbank-2022.03	Moss	edgeR
Granulicella sibirica	-1.009429646074104	0.020128043776659606	Species	SM_genbank-2022.03	Moss	edgeR
Acetobacteraceae bacterium	-1.2163090989879857	0.02428144207874522	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium sp. PvR107	-1.047598334628886	0.02519018082859133	Species	SM_genbank-2022.03	Moss	edgeR
Acidobacteriaceae bacterium	-1.4358998008764092	0.033170208274194146	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium sp. GXS13	1.0176182214990623	0.037629966484925066	Species	SM_genbank-2022.03	Moss	edgeR
Beijerinckia sp. L45	0.9045377446333276	0.03803816790447501	Species	SM_genbank-2022.03	Moss	edgeR
Granulicella rosea	-0.958195180177612	0.04873162294886148	Species	SM_genbank-2022.03	Moss	edgeR
Ktedonobacteraceae bacterium	-1.205356865527662	0.05471350692057353	Species	SM_genbank-2022.03	Moss	edgeR
Paraburkholderia sp. BCC1886	-0.9717796144032397	0.055684341610716455	Species	SM_genbank-2022.03	Moss	edgeR
Bradyrhizobium sp. LTSP857	-0.9988264917130116	0.058634253285676785	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium sp. WL18	-1.0150859197639048	0.06428487451423658	Species	SM_genbank-2022.03	Moss	edgeR
Burkholderia sp. AD24	-1.040999204553374	0.07848648215752488	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc foliaceum	0.9505739963053598	0.08933652726559721	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium mesophilicum	0.8978856459514224	0.09331394639782638	Species	SM_genbank-2022.03	Moss	edgeR
Jatrophihabitans endophyticus	-0.7223529413419485	0.1062532565585776	Species	SM_genbank-2022.03	Moss	edgeR
Lichenibacterium sp. 6Y81	0.8098683750613666	0.10797004996506825	Species	SM_genbank-2022.03	Moss	edgeR
Terriglobus roseus	-0.8432871542451084	0.11509340599709057	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. 'Peltigera membranacea cyanobiont' 210A	-0.9431472273982778	0.12073278562113132	Species	SM_genbank-2022.03	Moss	edgeR
Sphingomonas sp.	0.7741212362026928	0.12828135438317648	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium brachiatum	-0.7552444614730253	0.1518502955016462	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium sp. WL7	0.7513575848481052	0.17863745510683265	Species	SM_genbank-2022.03	Moss	edgeR
Sphingomonas oligoaromativorans	-0.6483913932364229	0.21665362042967745	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium pseudosasicola	0.4481793111274087	0.2197495238837857	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc flagelliforme	-0.6963680715163892	0.240012676386491	Species	SM_genbank-2022.03	Moss	edgeR
Acidobacteria bacterium	-0.6956137435722058	0.24064199726592547	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc punctiforme	-0.7298101522963052	0.24623017335277428	Species	SM_genbank-2022.03	Moss	edgeR
Lichenicoccus roseus	0.3613170747321406	0.24623017335277428	Species	SM_genbank-2022.03	Moss	edgeR
Granulicella aggregans	-0.38673452526607993	0.24623017335277428	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. 'Peltigera membranacea cyanobiont' 232	0.6680521468111741	0.24623017335277428	Species	SM_genbank-2022.03	Moss	edgeR
Pseudomonas fluorescens	0.643779353407458	0.2518338400876927	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. C052	0.6680721107040183	0.2554885461448848	Species	SM_genbank-2022.03	Moss	edgeR
Burkholderia sp. PAMC 26561	-0.5764599596961415	0.263979017667723	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium sp. 2A	0.5351088773829605	0.281359395021465	Species	SM_genbank-2022.03	Moss	edgeR
Eremiobacteraeota bacterium	0.6124046086075071	0.31881114683590606	Species	SM_genbank-2022.03	Moss	edgeR
Acidisphaera sp. L21	-0.4433240440358237	0.3565974958688703	Species	SM_genbank-2022.03	Moss	edgeR
Acidisoma sp. L85	0.49817865828692715	0.35677129177256645	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium sp. GXF4	0.4231462899920187	0.4597809898245917	Species	SM_genbank-2022.03	Moss	edgeR
Solirubrobacterales bacterium	-0.478383492221027	0.4597809898245917	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. NMS7	-0.47938948989395064	0.4768780481066913	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc commune	0.4300514420535984	0.4768780481066913	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. 3335mG	-0.344661033104941	0.5028003040801345	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. 'Peltigera membranacea cyanobiont' N6	0.3762894168185193	0.5180285056203775	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. XA010	-0.40145615977032406	0.5579040935805112	Species	SM_genbank-2022.03	Moss	edgeR
Granulicella tundricola	0.2229667828834893	0.5694970561453226	Species	SM_genbank-2022.03	Moss	edgeR
Granulicella sp. 5B5	-0.2709715707264062	0.5890268452998746	Species	SM_genbank-2022.03	Moss	edgeR
Bryocella elongata	0.2830516584620439	0.600472285918707	Species	SM_genbank-2022.03	Moss	edgeR
Rhodospirillales bacterium	-0.15081652485122518	0.6495914046114554	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium sp. WL64	-0.23992022006932567	0.6495914046114554	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. JL33	0.1344882919811281	0.8205433348549437	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. KVJ20	0.09561105353211015	0.8871690249177316	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sp. JL34	0.06266470703096574	0.9435981057380923	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc sphaeroides	0.028799873660562757	0.9771792263879779	Species	SM_genbank-2022.03	Moss	edgeR
Rhizobacter sp. Root404	-0.023152911893596112	0.9771792263879779	Species	SM_genbank-2022.03	Moss	edgeR
Nostoc mirabile	-0.02219242249796531	0.9795011701464972	Species	SM_genbank-2022.03	Moss	edgeR
Lichenibacterium ramalinae	-0.01342444122536353	0.9795011701464972	Species	SM_genbank-2022.03	Moss	edgeR
Methylobacterium sp. WL93	-0.005072833098423264	0.99229568517323	Species	SM_genbank-2022.03	Moss	edgeR
Phenylobacterium sp903822175	-5.745278561240426	1.0064275383526645e-39	Species	SM_gtdb-rs214-full	Moss	edgeR
VAYN01 sp018268695	-5.421069159792288	5.04698434020835e-34	Species	SM_gtdb-rs214-full	Moss	edgeR
Rhizomicrobium sp013697055	-5.469532497102336	3.537715568937174e-32	Species	SM_gtdb-rs214-full	Moss	edgeR
Mucilaginibacter sp903915155	-5.216673284229833	2.3262223268792446e-30	Species	SM_gtdb-rs214-full	Moss	edgeR
Rhizobium tumorigenes	5.420535220093279	1.5332123571757284e-28	Species	SM_gtdb-rs214-full	Moss	edgeR
Phenylobacterium sp004799515	-4.665734734230225	6.400190398825707e-27	Species	SM_gtdb-rs214-full	Moss	edgeR
Phenylobacterium sp018241625	-4.991517429018911	8.313319984491397e-27	Species	SM_gtdb-rs214-full	Moss	edgeR
JABDGH01 sp903970275	-5.089333107976526	1.4338980978469665e-25	Species	SM_gtdb-rs214-full	Moss	edgeR
Iningainema tapete	-5.48569497592494	9.528561741491131e-24	Species	SM_gtdb-rs214-full	Moss	edgeR
Actinomycetospora endophytica	-4.933520646118366	2.3862224126130327e-23	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium sp017305715	-4.533342199919507	2.6428002097967423e-23	Species	SM_gtdb-rs214-full	Moss	edgeR
VAYN01 sp018268415	-4.57938711638748	4.157734844454307e-23	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium sp018736105	-4.361695142961294	5.111571128967515e-22	Species	SM_gtdb-rs214-full	Moss	edgeR
Rhizomicrobium sp903902075	-4.28604616674787	5.743718601282535e-22	Species	SM_gtdb-rs214-full	Moss	edgeR
Palsa-744 sp017882375	-4.393223494576876	2.511271048009525e-21	Species	SM_gtdb-rs214-full	Moss	edgeR
Paraburkholderia phytofirmans	-4.581653100997412	3.875312155972787e-21	Species	SM_gtdb-rs214-full	Moss	edgeR
Rhizomicrobium sp018449595	-4.158646572138326	4.3184253620989926e-20	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium sp004799445	-3.7193640922128286	3.1866676113011834e-19	Species	SM_gtdb-rs214-full	Moss	edgeR
Pseudolabrys sp903891395	-3.9152827093625193	3.1866676113011834e-19	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium sp019748335	-3.8648470983078815	8.931940287011905e-19	Species	SM_gtdb-rs214-full	Moss	edgeR
Methylobacterium sp022702195	4.494399744426292	4.3585681635461524e-18	Species	SM_gtdb-rs214-full	Moss	edgeR
VAYN01 sp001898095	-3.974307373378816	2.143475824911777e-17	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium canariense	-3.792138932679964	5.761181077838588e-17	Species	SM_gtdb-rs214-full	Moss	edgeR
VAYN01 sp018268575	-3.9838602937285126	7.299594659657139e-17	Species	SM_gtdb-rs214-full	Moss	edgeR
Reyranella aerosaccus	-4.224573292736143	8.922519744717612e-17	Species	SM_gtdb-rs214-full	Moss	edgeR
Pseudomonas E sp903970465	5.066947159057878	1.0141176391384779e-16	Species	SM_gtdb-rs214-full	Moss	edgeR
Schlegelella A sp017881025	-4.053323859940322	1.9121717750648993e-16	Species	SM_gtdb-rs214-full	Moss	edgeR
VAYN01 sp018268675	-3.738484572409921	2.441941492711489e-16	Species	SM_gtdb-rs214-full	Moss	edgeR
Rhizomicrobium sp903857685	-3.2857769640717067	5.933923313617779e-16	Species	SM_gtdb-rs214-full	Moss	edgeR
Actinoplanes durhamensis	-4.114807089666562	1.67663338515834e-15	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium lablabi	-3.469618349463333	5.4775869113591944e-15	Species	SM_gtdb-rs214-full	Moss	edgeR
BOG-1363 sp013821615	-3.6228399986067035	2.2561628067374872e-14	Species	SM_gtdb-rs214-full	Moss	edgeR
CAHJWT01 sp018982885	-4.075697438679728	1.818112128007125e-13	Species	SM_gtdb-rs214-full	Moss	edgeR
CAHJWO01 sp903642295	-3.886405533123214	1.818112128007125e-13	Species	SM_gtdb-rs214-full	Moss	edgeR
Methylobacterium cerastii	3.8352420830853027	1.2447389525637712e-11	Species	SM_gtdb-rs214-full	Moss	edgeR
Rhizobium sp007000325	3.8724930216984554	1.5758246604767906e-11	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium sp021779635	-3.095413969160334	2.0147745921875693e-11	Species	SM_gtdb-rs214-full	Moss	edgeR
Variovorax sp900115375	-3.0091929129528947	3.6380235727735713e-11	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium sp004799405	-3.1484170990177156	5.634069873369204e-11	Species	SM_gtdb-rs214-full	Moss	edgeR
Baekduia woesei	-3.2023896669017384	2.51426170939625e-10	Species	SM_gtdb-rs214-full	Moss	edgeR
Rhodanobacter sp014200755	3.1315545165533862	3.154350343721639e-10	Species	SM_gtdb-rs214-full	Moss	edgeR
JAJYCH01 sp021777685	-2.5553409733488284	3.3764346453739347e-10	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium sp017881085	-2.7553863532397282	3.842038158328368e-10	Species	SM_gtdb-rs214-full	Moss	edgeR
Edaphobacter lichenicola	-3.3677564027400853	5.100952120529613e-10	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium jicamae	-2.878457171657942	5.603823148370372e-10	Species	SM_gtdb-rs214-full	Moss	edgeR
Labilithrix sp019637155	-2.7879713664864973	5.768854422425918e-10	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium erythrophlei	-2.936497125175532	8.176295649002831e-10	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium sp018130145	-2.911348340808103	1.7746334145898776e-9	Species	SM_gtdb-rs214-full	Moss	edgeR
CAIMXF01 sp014378125	-2.8660091452198344	3.4139168579884454e-9	Species	SM_gtdb-rs214-full	Moss	edgeR
Sphingomonas sp903642285	3.0199007480271898	5.373128230872393e-9	Species	SM_gtdb-rs214-full	Moss	edgeR
70-18 sp001899585	-2.9849223574343995	5.6573885823350266e-9	Species	SM_gtdb-rs214-full	Moss	edgeR
Glacieibacterium sp018982925	-3.0560954566797096	5.858158921952898e-9	Species	SM_gtdb-rs214-full	Moss	edgeR
Actinomycetospora sp012933465	-2.7905728520069775	8.716969210817641e-9	Species	SM_gtdb-rs214-full	Moss	edgeR
Caballeronia sp018449515	-2.576737010397815	1.0339970608393705e-8	Species	SM_gtdb-rs214-full	Moss	edgeR
Bog-532 sp003164955	-3.5844284961254034	1.0631729500033569e-8	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium sp005937885	-2.793577309878999	2.245759021705721e-8	Species	SM_gtdb-rs214-full	Moss	edgeR
Rhodopila sp009765975	-2.551010098603255	2.359229009744147e-8	Species	SM_gtdb-rs214-full	Moss	edgeR
Bog-532 sp019240215	-2.998271614107075	4.8853328047167724e-8	Species	SM_gtdb-rs214-full	Moss	edgeR
Bradyrhizobium ottawaense	-2.677749106530693	4.8958964404288446e-8	Species	SM_gtdb-rs214-full	Moss	edgeR
Caballeronia sp001424345	-2.6714187383035832	5.0413106030780685e-8	Species	SM_gtdb-rs214-full	Moss	edgeR
Methylobacterium sp022829385	-1.9326711363622389	7.137158535867358e-8	Species	SM_gtdb-rs214-full	Moss	edgeR
Tardiphaga sp007018905	-2.5158923655285688	1.4529993111415722e-7	Species	SM_gtdb-rs214-full	Moss	edgeR
Caballeronia sp011493005	-2.2484288088622595	3.3121875522881066e-7	Species	SM_gtdb-rs214-full	Moss	edgeR
Stigonema sp903903925	-2.74104584597302	4.0151458482479437e-7	Species	SM_gtdb-rs214-full	Moss	edgeR
