#Classification	SRR20002358_bracken_P.kreport
k__Bacteria	810039
k__Bacteria|p__Proteobacteria	484337
k__Bacteria|p__Actinobacteria	30846
k__Bacteria|p__Firmicutes	292648
k__Bacteria|p__Deinococcus-Thermus	86
k__Bacteria|p__Cyanobacteria	80
k__Bacteria|p__Bacteroidetes	1865
k__Bacteria|p__Verrucomicrobia	163
k__Bacteria|p__Chlamydiae	9
k__Bacteria|p__Fusobacteria	2
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	7546
k__Eukaryota|k__Fungi	5214
k__Eukaryota|k__Fungi|p__Basidiomycota	5094
k__Eukaryota|k__Fungi|p__Ascomycota	120
k__Eukaryota|k__Metazoa	1708
k__Eukaryota|k__Metazoa|p__Chordata	1708
k__Eukaryota|k__Viridiplantae	623
k__Eukaryota|k__Viridiplantae|p__Streptophyta	623
k__Archaea	19
k__Archaea|p__Euryarchaeota	19
k__Viruses	70
k__Viruses|k__Heunggongvirae	70
k__Viruses|k__Heunggongvirae|p__Uroviricota	70
