#Classification	SRR20002379_bracken_P.kreport
k__Bacteria	3258228
k__Bacteria|p__Proteobacteria	3099559
k__Bacteria|p__Actinobacteria	127920
k__Bacteria|p__Firmicutes	22686
k__Bacteria|p__Deinococcus-Thermus	1732
k__Bacteria|p__Cyanobacteria	58
k__Bacteria|p__Bacteroidetes	5862
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Chlamydiae	165
k__Bacteria|p__Planctomycetes	69
k__Bacteria|p__Verrucomicrobia	60
k__Bacteria|p__Fusobacteria	73
k__Bacteria|p__Nitrospirae	26
k__Bacteria|p__Candidatus_Saccharibacteria	12
k__Bacteria|p__Synergistetes	3
k__Eukaryota	16828
k__Eukaryota|k__Viridiplantae	9107
k__Eukaryota|k__Viridiplantae|p__Streptophyta	9107
k__Eukaryota|k__Fungi	5400
k__Eukaryota|k__Fungi|p__Basidiomycota	4172
k__Eukaryota|k__Fungi|p__Ascomycota	1228
k__Eukaryota|k__Metazoa	2071
k__Eukaryota|k__Metazoa|p__Chordata	2071
k__Eukaryota|p__Apicomplexa	246
k__Eukaryota|p__Euglenozoa	1
k__Archaea	29
k__Archaea|p__Thaumarchaeota	22
k__Archaea|p__Euryarchaeota	7
k__Viruses	198
k__Viruses|k__Heunggongvirae	198
k__Viruses|k__Heunggongvirae|p__Uroviricota	198
