#Classification	SRR5091524_bracken_P.kreport
k__Bacteria	9125004
k__Bacteria|p__Bacteroidetes	7146715
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Firmicutes	1776947
k__Bacteria|p__Actinobacteria	53465
k__Bacteria|p__Chloroflexi	2
k__Bacteria|p__Proteobacteria	116242
k__Bacteria|p__Fusobacteria	31226
k__Bacteria|p__Verrucomicrobia	361
k__Bacteria|p__Spirochaetes	26
k__Bacteria|p__Candidatus_Saccharibacteria	16
k__Eukaryota	1137
k__Eukaryota|k__Viridiplantae	913
k__Eukaryota|k__Viridiplantae|p__Streptophyta	913
k__Eukaryota|k__Fungi	224
k__Eukaryota|k__Fungi|p__Ascomycota	224
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	279
k__Viruses|k__Heunggongvirae	279
k__Viruses|k__Heunggongvirae|p__Uroviricota	279
