#Classification	SRR5091608_bracken_P.kreport
k__Bacteria	3516205
k__Bacteria|p__Bacteroidetes	2976141
k__Bacteria|p__Firmicutes	500467
k__Bacteria|p__Actinobacteria	3805
k__Bacteria|p__Proteobacteria	34793
k__Bacteria|p__Fusobacteria	893
k__Bacteria|p__Verrucomicrobia	101
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Eukaryota	15
k__Eukaryota|k__Metazoa	10
k__Eukaryota|k__Metazoa|p__Chordata	10
k__Eukaryota|k__Fungi	1
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|k__Viridiplantae	4
k__Eukaryota|k__Viridiplantae|p__Streptophyta	4
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	69
k__Viruses|k__Heunggongvirae	69
k__Viruses|k__Heunggongvirae|p__Uroviricota	67
k__Viruses|k__Heunggongvirae|p__Peploviricota	2
