#Classification	SRR20002416_bracken_P.kreport
k__Bacteria	262701
k__Bacteria|p__Proteobacteria	239192
k__Bacteria|p__Actinobacteria	13422
k__Bacteria|p__Firmicutes	9829
k__Bacteria|p__Deinococcus-Thermus	95
k__Bacteria|p__Cyanobacteria	3
k__Bacteria|p__Bacteroidetes	144
k__Bacteria|p__Fusobacteria	8
k__Bacteria|p__Chlamydiae	3
k__Bacteria|p__Verrucomicrobia	2
k__Bacteria|p__Planctomycetes	1
k__Bacteria|p__Synergistetes	1
k__Eukaryota	3494
k__Eukaryota|k__Metazoa	3143
k__Eukaryota|k__Metazoa|p__Chordata	3143
k__Eukaryota|k__Fungi	262
k__Eukaryota|k__Fungi|p__Basidiomycota	234
k__Eukaryota|k__Fungi|p__Ascomycota	28
k__Eukaryota|k__Viridiplantae	77
k__Eukaryota|k__Viridiplantae|p__Streptophyta	77
k__Eukaryota|p__Apicomplexa	11
k__Viruses	16
k__Viruses|k__Heunggongvirae	16
k__Viruses|k__Heunggongvirae|p__Uroviricota	16
