#Classification	NS36_bracken_F.kreport
k__Bacteria	10359897
k__Bacteria|p__Bacteroidetes	4207827
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	4207460
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	4207460
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2728562
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	837347
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	552214
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	87441
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	1402
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	278
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	211
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	3
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	366
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	366
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae	364
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	2
k__Bacteria|p__Firmicutes	2850821
k__Bacteria|p__Firmicutes|c__Clostridia	2536130
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2536130
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	1697728
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	552151
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	268459
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	13373
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	2822
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	1548
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	47
k__Bacteria|p__Firmicutes|c__Negativicutes	188104
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	188064
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	188064
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	39
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	39
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	86969
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	86969
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	73089
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	13879
k__Bacteria|p__Firmicutes|c__Bacilli	38266
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	33357
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	20535
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	11459
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	1325
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	36
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	4909
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	4904
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	4
k__Bacteria|p__Firmicutes|c__Tissierellia	1350
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	1350
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	1350
k__Bacteria|p__Actinobacteria	389995
k__Bacteria|p__Actinobacteria|c__Actinomycetia	248113
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	247248
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	247248
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	598
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	598
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	204
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	195
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Lawsonellaceae	8
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	55
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	55
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	7
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	7
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	141881
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	119903
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	119855
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	48
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	21978
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	21978
k__Bacteria|p__Verrucomicrobia	2876002
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2876002
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2876002
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	2876002
k__Bacteria|p__Proteobacteria	34886
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	17694
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	17687
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	17289
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	199
