#Classification	GQ21_bracken_F.kreport
k__Bacteria	5427178
k__Bacteria|p__Firmicutes	4195177
k__Bacteria|p__Firmicutes|c__Bacilli	4015833
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	4015404
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	3593997
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	150594
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	61442
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	184
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	209184
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	429
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	429
k__Bacteria|p__Firmicutes|c__Clostridia	84784
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	84784
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	28904
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	9514
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	45490
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	748
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	126
k__Bacteria|p__Firmicutes|c__Tissierellia	47952
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	47952
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	47952
k__Bacteria|p__Firmicutes|c__Negativicutes	46557
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	42223
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	42223
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	4333
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	4333
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	49
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	49
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	49
k__Bacteria|p__Actinobacteria	577916
k__Bacteria|p__Actinobacteria|c__Actinomycetia	576018
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	394828
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	394820
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermacoccaceae	5
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae	3
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	177088
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	177088
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	2528
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	2528
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	1506
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	1504
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	67
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	67
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	1897
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	1886
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	1868
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	17
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	11
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	11
k__Bacteria|p__Tenericutes	77
k__Bacteria|p__Tenericutes|c__Mollicutes	77
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	77
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae	77
k__Bacteria|p__Proteobacteria	477960
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	318588
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	283438
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	283438
