#Classification	SRR20002448_bracken_P.kreport
k__Bacteria	3282557
k__Bacteria|p__Proteobacteria	2546667
k__Bacteria|p__Firmicutes	405628
k__Bacteria|p__Actinobacteria	321041
k__Bacteria|p__Deinococcus-Thermus	1872
k__Bacteria|p__Cyanobacteria	34
k__Bacteria|p__Tenericutes	6
k__Bacteria|p__Chloroflexi	4
k__Bacteria|p__Bacteroidetes	6705
k__Bacteria|p__Gemmatimonadetes	4
k__Bacteria|p__Chlamydiae	150
k__Bacteria|p__Planctomycetes	88
k__Bacteria|p__Verrucomicrobia	42
k__Bacteria|p__Fusobacteria	219
k__Bacteria|p__Synergistetes	41
k__Bacteria|p__Candidatus_Saccharibacteria	37
k__Bacteria|p__Spirochaetes	9
k__Bacteria|p__Nitrospirae	6
k__Eukaryota	15994
k__Eukaryota|k__Fungi	9605
k__Eukaryota|k__Fungi|p__Basidiomycota	9252
k__Eukaryota|k__Fungi|p__Ascomycota	353
k__Eukaryota|k__Metazoa	2090
k__Eukaryota|k__Metazoa|p__Chordata	2090
k__Eukaryota|k__Viridiplantae	4121
k__Eukaryota|k__Viridiplantae|p__Streptophyta	4121
k__Eukaryota|p__Apicomplexa	177
k__Archaea	11
k__Archaea|p__Euryarchaeota	11
k__Viruses	1057
k__Viruses|k__Heunggongvirae	1057
k__Viruses|k__Heunggongvirae|p__Uroviricota	1057
