#Classification	S-7-POLPIL-G_bracken_O.kreport
k__Bacteria	524654
k__Bacteria|p__Proteobacteria	320967
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	225440
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	136040
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	60566
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	21024
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	4916
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	2695
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales	130
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	10
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	21
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales	4
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Emcibacterales	14
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales	15
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	72952
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	70316
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	1790
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	427
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	418
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	21210
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	7346
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	3189
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	8559
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	540
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	373
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	109
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	78
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	543
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	131
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	58
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	49
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	20
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	68
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales	16
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	16
