#Classification	SRR20002471_bracken_P.kreport
k__Bacteria	23150
k__Bacteria|p__Proteobacteria	19736
k__Bacteria|p__Actinobacteria	2006
k__Bacteria|p__Firmicutes	1339
k__Bacteria|p__Deinococcus-Thermus	22
k__Bacteria|p__Bacteroidetes	44
k__Bacteria|p__Fusobacteria	1
k__Eukaryota	4598
k__Eukaryota|k__Metazoa	2629
k__Eukaryota|k__Metazoa|p__Chordata	2629
k__Eukaryota|k__Fungi	173
k__Eukaryota|k__Fungi|p__Basidiomycota	169
k__Eukaryota|k__Fungi|p__Ascomycota	4
k__Eukaryota|k__Viridiplantae	1794
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1794
k__Eukaryota|p__Apicomplexa	1
