#Classification	SRR20002471_bracken_C.kreport
k__Bacteria	23150
k__Bacteria|p__Proteobacteria	19736
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	17603
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1815
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	312
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	4
k__Bacteria|p__Actinobacteria	2006
k__Bacteria|p__Actinobacteria|c__Actinomycetia	1995
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	11
k__Bacteria|p__Firmicutes	1339
k__Bacteria|p__Firmicutes|c__Bacilli	1328
k__Bacteria|p__Firmicutes|c__Clostridia	8
k__Bacteria|p__Firmicutes|c__Negativicutes	1
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1
k__Bacteria|p__Deinococcus-Thermus	22
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	22
k__Bacteria|p__Bacteroidetes	44
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	38
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	5
k__Bacteria|p__Fusobacteria	1
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1
k__Eukaryota	4598
k__Eukaryota|k__Metazoa	2629
k__Eukaryota|k__Metazoa|p__Chordata	2629
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	2629
k__Eukaryota|k__Fungi	173
k__Eukaryota|k__Fungi|p__Basidiomycota	169
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	169
k__Eukaryota|k__Fungi|p__Ascomycota	4
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	3
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	1
k__Eukaryota|k__Viridiplantae	1794
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1794
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1794
k__Eukaryota|p__Apicomplexa	1
k__Eukaryota|p__Apicomplexa|c__Conoidasida	1
