#Classification	SRR5091532_bracken_P.kreport
k__Bacteria	963612
k__Bacteria|p__Bacteroidetes	504974
k__Bacteria|p__Firmicutes	401077
k__Bacteria|p__Actinobacteria	3486
k__Bacteria|p__Proteobacteria	52895
k__Bacteria|p__Fusobacteria	557
k__Bacteria|p__Synergistetes	557
k__Bacteria|p__Verrucomicrobia	56
k__Bacteria|p__Candidatus_Saccharibacteria	4
k__Bacteria|p__Spirochaetes	2
k__Archaea	5365
k__Archaea|p__Candidatus_Thermoplasmatota	2948
k__Archaea|p__Euryarchaeota	2417
k__Eukaryota	24
k__Eukaryota|k__Metazoa	15
k__Eukaryota|k__Metazoa|p__Chordata	15
k__Eukaryota|k__Fungi	8
k__Eukaryota|k__Fungi|p__Ascomycota	8
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Viruses	1155
k__Viruses|k__Heunggongvirae	1155
k__Viruses|k__Heunggongvirae|p__Uroviricota	1155
