#Classification	GQ34_bracken_F.kreport
k__Bacteria	15995721
k__Bacteria|p__Firmicutes	7634576
k__Bacteria|p__Firmicutes|c__Clostridia	6126804
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	6126804
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	3087571
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	2929549
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	104469
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	1565
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	955
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	2165
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	527
k__Bacteria|p__Firmicutes|c__Negativicutes	816332
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	813320
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	813320
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	3008
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	3008
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	3
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	3
k__Bacteria|p__Firmicutes|c__Bacilli	668909
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	668856
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	561437
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	106065
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	402
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	951
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	52
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	50
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	2
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	21483
