boreal_moss W-3-POLJUN-G    FASTQ   DNA    7,742,834  1,073,907,385       50    138.7      151
boreal_moss S-6-POLCOM-B    FASTQ   DNA    9,791,929  1,368,601,267       50    139.8      151
boreal_moss S-9-POLCOM-B    FASTQ   DNA   10,886,156  1,521,535,418       50    139.8      151
boreal_moss S-27-POLPIL-G  FASTQ   DNA    8,025,204  1,111,395,673       50    138.5      151
boreal_moss S-24-POLJUN-G  FASTQ   DNA    7,092,503    985,498,444       50    138.9      151
boreal_moss S-18-POLPIL-G  FASTQ   DNA   10,265,040  1,424,139,447       50    138.7      151
boreal_moss S-17-POLPIL-G  FASTQ   DNA    9,666,364  1,344,021,225       50      139      151
boreal_moss S-9-POLJUN-G    FASTQ   DNA    9,871,414  1,372,539,771       50      139      151
boreal_moss S-2-POLCOM-G    FASTQ   DNA    8,578,571  1,195,074,567       50    139.3      151
boreal_moss S-23-POLPIL-B  FASTQ   DNA   10,879,436  1,522,884,840       50      140      151
boreal_moss S-10-POLJUN-B  FASTQ   DNA    9,727,191  1,359,579,711       50    139.8      151
boreal_moss N-1-POLJUN-G    FASTQ   DNA   10,674,094  1,482,396,944       50    138.9      151
boreal_moss S-1-POLPIL-B    FASTQ   DNA   10,918,642  1,534,896,258       50    140.6      151
boreal_moss S-14-POLPIL-G  FASTQ   DNA    9,732,525  1,351,260,140       50    138.8      151
boreal_moss S-13-POLJUN-B  FASTQ   DNA    8,473,028  1,186,342,680       50      140      151
boreal_moss N-2-POLJUN-G    FASTQ   DNA   10,843,107  1,507,741,821       50    139.1      151
boreal_moss S-2-POLPIL-B    FASTQ   DNA   12,145,584  1,707,931,418       50    140.6      151
boreal_moss S-1-POLCOM-G    FASTQ   DNA    9,241,166  1,283,221,193       50    138.9      151
boreal_moss S-20-POLPIL-B  FASTQ   DNA   10,981,696  1,539,098,614       50    140.2      151
boreal_moss S-23-POLJUN-B  FASTQ   DNA   11,824,048  1,661,948,678       50    140.6      151
boreal_moss S-10-POLPIL-B  FASTQ   DNA    9,070,491  1,274,415,478       50    140.5      151
boreal_moss S-1-POLJUN-B    FASTQ   DNA   12,020,807  1,680,177,776       50    139.8      151
boreal_moss S-5-DICUND-B    FASTQ   DNA   11,735,795  1,637,716,977       50    139.5      151
boreal_moss S-5-POLCOM-B    FASTQ   DNA    7,768,525  1,086,267,883       50    139.8      151
boreal_moss S-24-POLPIL-G  FASTQ   DNA    9,562,719  1,333,014,550       50    139.4      151
boreal_moss S-18-POLJUN-G  FASTQ   DNA    7,272,354  1,009,225,954       50    138.8      151
boreal_moss S-17-POLJUN-G  FASTQ   DNA    7,530,280  1,045,482,280       50    138.8      151
boreal_moss S-9-POLPIL-G    FASTQ   DNA   10,642,822  1,476,410,473       50    138.7      151
boreal_moss S-6-POLPIL-G    FASTQ   DNA   11,789,877  1,641,401,202       50    139.2      151
boreal_moss S-14-POLJUN-B  FASTQ   DNA    9,023,675  1,261,655,555       50    139.8      151
boreal_moss S-5-POLPIL-B    FASTQ   DNA   11,832,874  1,656,441,027       50      140      151
boreal_moss S-6-POLCOM-G    FASTQ   DNA    8,613,981  1,198,827,657       50    139.2      151
boreal_moss S-9-POLCOM-G    FASTQ   DNA    8,373,993  1,161,689,152       50    138.7      151
boreal_moss W-2-TORTOR-G    FASTQ   DNA    6,975,237    972,752,447       50    139.5      151
boreal_moss S-27-POLPIL-B  FASTQ   DNA    9,310,256  1,299,199,598       50    139.5      151
boreal_moss S-13-POLPIL-G  FASTQ   DNA   10,383,952  1,439,556,928       50    138.6      151
boreal_moss S-9-DICUND-G    FASTQ   DNA   10,490,142  1,459,534,940       50    139.1      151
boreal_moss S-2-POLJUN-G    FASTQ   DNA    8,017,087  1,114,027,965       50      139      151
boreal_moss S-6-DICUND-G    FASTQ   DNA   10,837,465  1,505,676,092       50    138.9      151
boreal_moss S-20-POLJUN-G  FASTQ   DNA    8,456,136  1,170,991,851       50    138.5      151
boreal_moss S-2-POLCOM-B    FASTQ   DNA    8,402,906  1,173,812,184       50    139.7      151
boreal_moss S-23-POLPIL-G  FASTQ   DNA    9,777,498  1,359,898,142       50    139.1      151
boreal_moss S-10-POLJUN-G  FASTQ   DNA    8,797,486  1,225,994,892       50    139.4      151
boreal_moss S-24-POLJUN-B  FASTQ   DNA    9,622,710  1,347,899,155       50    140.1      151
boreal_moss S-18-POLPIL-B  FASTQ   DNA   10,973,368  1,535,220,042       50    139.9      151
boreal_moss S-17-POLPIL-B  FASTQ   DNA   12,279,937  1,716,709,446       50    139.8      151
boreal_moss S-9-POLJUN-B    FASTQ   DNA   11,161,688  1,566,252,484       50    140.3      151
boreal_moss S-22-POLJUN-B  FASTQ   DNA    9,109,098  1,277,209,146       50    140.2      151
boreal_moss S-4-DICUND-B    FASTQ   DNA    8,362,165  1,165,810,010       50    139.4      151
boreal_moss S-11-POLPIL-B  FASTQ   DNA   11,793,931  1,656,091,997       50    140.4      151
boreal_moss S-25-POLPIL-G  FASTQ   DNA    8,584,115  1,195,802,601       50    139.3      151
boreal_moss S-4-POLCOM-B    FASTQ   DNA   12,113,491  1,697,101,561       50    140.1      151
boreal_moss W-1-POLJUN-G    FASTQ   DNA    8,574,927  1,191,328,716       50    138.9      151
boreal_moss S-7-POLPIL-G    FASTQ   DNA    9,756,395  1,356,975,933       50    139.1      151
boreal_moss S-8-POLPIL-G    FASTQ   DNA   10,637,427  1,468,990,782       50    138.1      151
boreal_moss S-16-POLJUN-G  FASTQ   DNA    7,287,247  1,011,655,110       50    138.8      151
boreal_moss S-15-POLPIL-G  FASTQ   DNA   10,315,654  1,429,733,219       50    138.6      151
boreal_moss S-26-POLJUN-G  FASTQ   DNA    8,481,809  1,181,606,724       50    139.3      151
boreal_moss S-3-POLPIL-B    FASTQ   DNA   11,505,383  1,611,657,474       50    140.1      151
boreal_moss N-3-POLJUN-G    FASTQ   DNA    9,931,847  1,389,261,910       50    139.9      151
boreal_moss S-12-POLJUN-B  FASTQ   DNA   10,334,804  1,446,812,836       50      140      151
boreal_moss S-22-POLPIL-G  FASTQ   DNA    8,110,345  1,127,318,323       50      139      151
boreal_moss S-3-POLCOM-B    FASTQ   DNA    9,305,161  1,302,241,745       50    139.9      151
boreal_moss S-11-POLJUN-G  FASTQ   DNA    9,763,624  1,360,053,517       50    139.3      151
boreal_moss S-25-POLJUN-B  FASTQ   DNA    9,215,432  1,292,943,847       50    140.3      151
boreal_moss S-7-POLJUN-B    FASTQ   DNA   11,127,213  1,561,156,829       50    140.3      151
boreal_moss S-3-DICUND-B    FASTQ   DNA   10,991,945  1,531,432,644       50    139.3      151
boreal_moss S-8-POLJUN-B    FASTQ   DNA   12,293,902  1,720,319,139       50    139.9      151
boreal_moss S-16-POLPIL-B  FASTQ   DNA   10,706,088  1,500,572,935       50    140.2      151
boreal_moss S-19-POLPIL-B  FASTQ   DNA   12,128,440  1,697,507,869       50      140      151
boreal_moss S-4-POLPIL-B    FASTQ   DNA   15,985,358  2,236,110,551       50    139.9      151
boreal_moss S-15-POLJUN-B  FASTQ   DNA    8,367,260  1,168,515,647       50    139.7      151
boreal_moss S-26-POLPIL-B  FASTQ   DNA   11,403,858  1,595,833,645       50    139.9      151
boreal_moss S-8-POLCOM-G    FASTQ   DNA   11,223,171  1,563,214,430       50    139.3      151
boreal_moss S-7-POLCOM-G    FASTQ   DNA    9,700,631  1,350,209,856       50    139.2      151
boreal_moss S-7-DICUND-G    FASTQ   DNA   13,747,141  1,920,845,226       50    139.7      151
boreal_moss S-3-POLJUN-G    FASTQ   DNA    8,225,430  1,143,241,094       50      139      151
boreal_moss S-8-DICUND-G    FASTQ   DNA   11,296,913  1,571,106,354       50    139.1      151
boreal_moss S-12-POLPIL-G  FASTQ   DNA    9,025,787  1,267,315,526       50    140.4      151
boreal_moss S-21-POLJUN-G  FASTQ   DNA   10,717,852  1,489,264,860       50      139      151
Bee SRR13256654  FASTQ   DNA    383,860  81,961,081       50    213.5      251
Bee SRR13256666  FASTQ   DNA    375,084  82,243,090       50    219.3      251
Bee SRR13256661  FASTQ   DNA    332,969  72,965,350       50    219.1      251
Bee SRR13256653  FASTQ   DNA    401,801  87,113,057       50    216.8      251
Bee SRR13256659  FASTQ   DNA    338,409  72,855,898       50    215.3      251
Bee SRR13256672  FASTQ   DNA    348,469  73,051,504       50    209.6      301
Bee SRR13256640  FASTQ   DNA    297,005  61,576,045       50    207.3      301
Bee SRR13256644  FASTQ   DNA    289,889  58,942,475       50    203.3      301
Bee SRR13256639  FASTQ   DNA    444,311  90,553,070       50    203.8      301
Bee SRR13256676  FASTQ   DNA    288,599  59,472,670       50    206.1      301
Bee SRR13256657  FASTQ   DNA    345,669  74,225,291       50    214.7      251
Bee SRR13256668  FASTQ   DNA    333,721  72,342,036       50    216.8      251
Bee SRR13256662  FASTQ   DNA    351,508  77,745,803       50    221.2      251
Bee SRR13256650  FASTQ   DNA    383,215  80,273,118       50    209.5      251
Bee SRR13256643  FASTQ   DNA    307,578  64,648,964       50    210.2      301
Bee SRR13256649  FASTQ   DNA    397,855  85,438,778       50    214.7      251
Bee SRR13256673  FASTQ   DNA    330,004  70,292,501       50      213      301
Bee SRR13256641  FASTQ   DNA    399,460  80,414,660       50    201.3      301
Bee SRR13256660  FASTQ   DNA    380,508  83,211,396       50    218.7      251
Bee SRR13256658  FASTQ   DNA    326,904  65,148,573       50    199.3      301
Bee SRR13256652  FASTQ   DNA    378,742  80,135,057       50    211.6      251
Bee SRR13256655  FASTQ   DNA    336,847  72,648,205       50    215.7      251
Bee SRR13256667  FASTQ   DNA    334,388  72,895,745       50      218      251
Bee SRR13256646  FASTQ   DNA    339,724  71,186,085       50    209.5      301
Bee SRR13256674  FASTQ   DNA    288,855  62,679,870       50      217      301
Bee SRR13256670  FASTQ   DNA    317,887  65,144,498       50    204.9      301
Bee SRR13256648  FASTQ   DNA    320,406  65,233,856       50    203.6      251
Bee SRR13256642  FASTQ   DNA    296,832  61,830,372       50    208.3      301
Bee SRR13256663  FASTQ   DNA    296,656  53,579,324       50    180.6      251
Bee SRR13256669  FASTQ   DNA    250,168  54,898,261       50    219.4      301
Bee SRR13256651  FASTQ   DNA    381,688  81,713,294       50    214.1      251
Bee SRR13256656  FASTQ   DNA    383,690  83,297,565       50    217.1      251
Bee SRR13256664  FASTQ   DNA    352,097  77,211,377       50    219.3      251
Bee SRR13256638  FASTQ   DNA    311,758  62,507,122       50    200.5      301
Bee SRR13256645  FASTQ   DNA    315,689  58,226,518       50    184.4      301
Saliva GQ9      FASTQ   DNA   17,407,596  2,412,392,940       40    138.6      151
Saliva GQ3      FASTQ   DNA    9,186,394  1,268,986,772       40    138.1      151
Saliva GQ24    FASTQ   DNA    4,507,488    626,323,177       40      139      151
Saliva GQ16    FASTQ   DNA    3,483,139    481,608,726       40    138.3      151
Saliva GQ11    FASTQ   DNA    1,839,053    254,537,295       40    138.4      151
Saliva GQ4      FASTQ   DNA    2,552,267    354,053,618       40    138.7      151
Saliva GQ23    FASTQ   DNA   10,383,825  1,434,426,613       40    138.1      151
Saliva GQ15    FASTQ   DNA    7,737,279  1,072,298,575       40    138.6      151
Saliva GQ12    FASTQ   DNA    1,736,531    240,505,817       40    138.5      151
Saliva GQ18    FASTQ   DNA   25,698,891  3,540,217,165       40    137.8      151
Saliva GQ20    FASTQ   DNA    6,451,638    895,610,500       40    138.8      151
Saliva GQ7      FASTQ   DNA    5,655,927    782,702,103       40    138.4      151
Saliva GQ17b  FASTQ   DNA   16,892,924  2,328,567,196       40    137.8      151
Saliva GQ10    FASTQ   DNA   24,717,488  3,421,542,861       40    138.4      151
Saliva GQ22    FASTQ   DNA   13,390,452  1,849,275,493       40    138.1      151
Saliva GQ5      FASTQ   DNA   15,795,514  2,178,165,260       40    137.9      151
Saliva GQ25    FASTQ   DNA    2,460,747    340,334,142       40    138.3      151
Saliva GQ2      FASTQ   DNA   14,572,865  2,020,737,139       40    138.7      151
Saliva GQ8      FASTQ   DNA   18,137,175  2,510,397,126       40    138.4      151
Saliva GQ19    FASTQ   DNA    3,506,913    484,154,918       40    138.1      151
Saliva GQ13    FASTQ   DNA    9,840,526  1,359,033,860       40    138.1      151
Saliva GQ6      FASTQ   DNA   13,573,727  1,872,031,915       40    137.9      151
Saliva GQ21    FASTQ   DNA   14,801,148  2,048,731,724       40    138.4      151
Saliva GQ1      FASTQ   DNA    4,335,799    603,087,880       40    139.1      151
Saliva GQ26    FASTQ   DNA    2,694,765    382,529,771       60      142      151
Saliva GQ14    FASTQ   DNA   16,228,920  2,236,409,118       40    137.8      151
Feces GQ38          FASTQ   DNA   33,418,611  4,931,018,684      100    147.6      151
Feces GQ32          FASTQ   DNA   39,778,774  5,598,737,674       50    140.7      151
Feces GQ45          FASTQ   DNA   43,283,657  6,095,519,149       50    140.8      151
Feces GQ56          FASTQ   DNA   43,052,398  6,034,510,358       50    140.2      151
Feces GQ48          FASTQ   DNA   43,229,951  6,051,756,438       50      140      151
Feces GQ42          FASTQ   DNA   42,388,040  5,965,582,027       50    140.7      151
Feces GQ35          FASTQ   DNA   51,262,502  7,225,255,131       50    140.9      151
Feces GQ46          FASTQ   DNA   33,213,019  4,656,489,401       50    140.2      151
Feces GQ28          FASTQ   DNA    1,810,231    267,466,313      100    147.8      151
Feces GQ55          FASTQ   DNA   35,316,690  4,968,324,713       50    140.7      151
Feces GQ52          FASTQ   DNA   42,896,290  6,044,534,164       50    140.9      151
Feces GQ36          FASTQ   DNA   40,517,868  5,718,428,783       50    141.1      151
Feces GQ41          FASTQ   DNA   31,901,906  4,712,875,614      100    147.7      151
Feces GQ34          FASTQ   DNA   40,464,395  5,987,182,990      100      148      151
Feces GQ43          FASTQ   DNA   43,556,837  6,138,129,974       50    140.9      151
Feces GQ49          FASTQ   DNA   34,218,616  5,058,180,979      100    147.8      151
Feces GQ27          FASTQ   DNA    2,744,787    384,456,590       50    140.1      151
Feces GQ50          FASTQ   DNA   39,055,292  5,462,279,844       50    139.9      151
Feces GQ44          FASTQ   DNA   41,956,851  5,842,530,579       50    139.3      151
Feces GQ33          FASTQ   DNA   32,269,432  4,539,994,985       50    140.7      151
Feces GQ39          FASTQ   DNA   36,195,171  5,346,245,782      100    147.7      151
Feces GQ40          FASTQ   DNA   31,376,911  4,634,306,571      100    147.7      151
Feces GQ37          FASTQ   DNA   52,676,976  7,405,605,087       50    140.6      151
Feces GQ53          FASTQ   DNA   38,729,826  5,416,285,955       50    139.8      151
Feces GQ54          FASTQ   DNA   40,533,414  5,706,166,767       50    140.8      151
Feces GQ29          FASTQ   DNA   26,426,680  3,683,900,798       50    139.4      151
Feces GQ47          FASTQ   DNA   40,966,891  5,735,746,042       50      140      151
AD_Skin SRR20002467  FASTQ   DNA    2,158,900    316,792,126       50    146.7      151
AD_Skin SRR20002410  FASTQ   DNA    1,551,352    227,237,474       50    146.5      151
AD_Skin SRR20002483  FASTQ   DNA    2,978,320    410,608,485       50    137.9      151
AD_Skin SRR20002354  FASTQ   DNA       15,589      2,179,962       50    139.8      151
AD_Skin SRR20002422  FASTQ   DNA    9,478,113  1,365,348,983       50    144.1      151
AD_Skin SRR20002455  FASTQ   DNA    3,205,367    466,999,709       50    145.7      151
AD_Skin SRR20002428  FASTQ   DNA      572,173     79,775,196       50    139.4      151
AD_Skin SRR20002382  FASTQ   DNA    7,176,992    979,619,734       50    136.5      151
AD_Skin SRR20002366  FASTQ   DNA      123,797     17,219,073       50    139.1      151
AD_Skin SRR20002388  FASTQ   DNA    3,868,919    544,429,264       50    140.7      151
AD_Skin SRR20002409  FASTQ   DNA      140,577     18,129,936       50      129      151
AD_Skin SRR20002474  FASTQ   DNA    3,534,243    515,487,570       50    145.9      151
AD_Skin SRR20002403  FASTQ   DNA       99,222     14,140,326       50    142.5      151
AD_Skin SRR20002347  FASTQ   DNA    1,645,507    238,062,145       50    144.7      151
AD_Skin SRR20002431  FASTQ   DNA    6,554,116    915,081,731       50    139.6      151
AD_Skin SRR20002446  FASTQ   DNA    2,879,698    425,796,811       50    147.9      151
AD_Skin SRR20002375  FASTQ   DNA    1,305,875    186,661,528       50    142.9      151
AD_Skin SRR20002391  FASTQ   DNA   10,507,366  1,521,983,060       50    144.8      151
AD_Skin SRR20002372  FASTQ   DNA       27,284      3,933,780       50    144.2      151
AD_Skin SRR20002378  FASTQ   DNA      867,270    119,335,845       50    137.6      151
AD_Skin SRR20002396  FASTQ   DNA    3,650,902    529,771,260       50    145.1      151
AD_Skin SRR20002441  FASTQ   DNA   10,997,859  1,624,929,291       50    147.7      151
AD_Skin SRR20002436  FASTQ   DNA        8,236      1,115,857       50    135.5      151
AD_Skin SRR20002340  FASTQ   DNA      636,663     93,215,818       50    146.4      151
AD_Skin SRR20002479  FASTQ   DNA      332,065     47,971,536       50    144.5      151
AD_Skin SRR20002404  FASTQ   DNA       32,038      4,569,515       50    142.6      151
AD_Skin SRR20002473  FASTQ   DNA    8,946,054  1,297,200,258       50      145      151
AD_Skin SRR20002385  FASTQ   DNA      265,982     35,692,251       50    134.2      151
AD_Skin SRR20002361  FASTQ   DNA   14,050,404  2,029,421,415       50    144.4      151
AD_Skin SRR20002452  FASTQ   DNA    1,603,277    225,812,599       50    140.8      151
AD_Skin SRR20002425  FASTQ   DNA   15,746,464  2,195,061,566       50    139.4      151
AD_Skin SRR20002458  FASTQ   DNA       11,994      1,664,636       50    138.8      151
AD_Skin SRR20002359  FASTQ   DNA    4,570,878    674,330,963       50    147.5      151
AD_Skin SRR20002353  FASTQ   DNA    1,895,776    279,673,774       50    147.5      151
AD_Skin SRR20002417  FASTQ   DNA      176,899     26,115,224       50    147.6      151
AD_Skin SRR20002460  FASTQ   DNA       24,807      3,419,202       50    137.8      151
AD_Skin SRR20002484  FASTQ   DNA      539,972     74,420,302       50    137.8      151
AD_Skin SRR20002357  FASTQ   DNA    1,590,255    231,287,341       50    145.4      151
AD_Skin SRR20002419  FASTQ   DNA    2,640,509    387,429,399       50    146.7      151
AD_Skin SRR20002480  FASTQ   DNA       42,045      5,856,070       50    139.3      151
AD_Skin SRR20002413  FASTQ   DNA       25,831      3,707,957       50    143.5      151
AD_Skin SRR20002464  FASTQ   DNA    1,584,766    222,434,908       50    140.4      151
AD_Skin SRR20002365  FASTQ   DNA    3,234,685    466,853,002       50    144.3      151
AD_Skin SRR20002381  FASTQ   DNA       33,421      4,496,636       50    134.5      151
AD_Skin SRR20002456  FASTQ   DNA    1,346,554    197,628,203       50    146.8      151
AD_Skin SRR20002421  FASTQ   DNA      948,062    137,703,540       50    145.2      151
AD_Skin SRR20002344  FASTQ   DNA    3,251,873    442,167,710       50      136      151
AD_Skin SRR20002400  FASTQ   DNA       42,357      6,024,402       50    142.2      151
AD_Skin SRR20002477  FASTQ   DNA   2,915,771    418,533,818       50    143.5      151
AD_Skin SRR20002392  FASTQ   DNA      51,709      7,319,159       50    141.5      151
AD_Skin SRR20002398  FASTQ   DNA       9,337      1,257,965       50    134.7      151
AD_Skin SRR20002376  FASTQ   DNA      93,088     13,367,597       50    143.6      151
AD_Skin SRR20002445  FASTQ   DNA   1,907,580    277,574,815       50    145.5      151
AD_Skin SRR20002432  FASTQ   DNA      47,622      6,777,191       50    142.3      151
AD_Skin SRR20002438  FASTQ   DNA     100,573     14,637,275       50    145.5      151
AD_Skin SRR20002435  FASTQ   DNA   3,320,438    487,192,333       50    146.7      151
AD_Skin SRR20002442  FASTQ   DNA   2,548,661    374,269,011       50    146.8      151
AD_Skin SRR20002448  FASTQ   DNA   3,559,937    524,353,281       50    147.3      151
AD_Skin SRR20002395  FASTQ   DNA   1,212,170    170,899,936       50      141      151
AD_Skin SRR20002371  FASTQ   DNA     634,794     89,358,856       50    140.8      151
AD_Skin SRR20002470  FASTQ   DNA      14,208      2,004,084       50    141.1      151
AD_Skin SRR20002407  FASTQ   DNA      10,869      1,533,933       50    141.1      151
AD_Skin SRR20002349  FASTQ   DNA       9,367      1,273,118       50    135.9      151
AD_Skin SRR20002343  FASTQ   DNA   8,030,252  1,106,430,808       50    137.8      151
AD_Skin SRR20002426  FASTQ   DNA     486,547     71,476,907       50    146.9      151
AD_Skin SRR20002451  FASTQ   DNA      20,258      2,824,997       50    139.5      151
AD_Skin SRR20002362  FASTQ   DNA     377,722     51,871,820       50    137.3      151
AD_Skin SRR20002386  FASTQ   DNA     133,357     19,441,604       50    145.8      151
AD_Skin SRR20002368  FASTQ   DNA   9,979,056  1,458,468,765       50    146.2      151
AD_Skin SRR20002487  FASTQ   DNA   9,747,862  1,390,197,999       50    142.6      151
AD_Skin SRR20002469  FASTQ   DNA     127,077     18,573,443       50    146.2      151
AD_Skin SRR20002463  FASTQ   DNA      28,724      4,134,751       50    143.9      151
AD_Skin SRR20002414  FASTQ   DNA   2,977,130    432,747,210       50    145.4      151
AD_Skin SRR20002350  FASTQ   DNA      55,249      7,833,794       50    141.8      151
AD_Skin SRR20002360  FASTQ   DNA   3,906,852    555,574,610       50    142.2      151
AD_Skin SRR20002384  FASTQ   DNA   2,176,941    316,095,814       50    145.2      151
AD_Skin SRR20002459  FASTQ   DNA   2,287,077    333,690,849       50    145.9      151
AD_Skin SRR20002424  FASTQ   DNA       9,835      1,369,310       50    139.2      151
AD_Skin SRR20002453  FASTQ   DNA      22,119      3,130,253       50    141.5      151
AD_Skin SRR20002352  FASTQ   DNA   7,118,362  1,039,184,797       50      146      151
AD_Skin SRR20002358  FASTQ   DNA   4,242,839    600,339,399       50    141.5      151
AD_Skin SRR20002485  FASTQ   DNA     321,595     47,610,476       50      148      151
AD_Skin SRR20002461  FASTQ   DNA      24,908      3,557,227       50    142.8      151
AD_Skin SRR20002416  FASTQ   DNA     334,305     47,986,446       50    143.5      151
AD_Skin SRR20002379  FASTQ   DNA   3,612,853    535,227,814       50    148.1      151
