#Classification	GQ52_bracken_P.kreport
k__Bacteria	28192109
k__Bacteria|p__Bacteroidetes	20692865
k__Bacteria|p__Firmicutes	6071902
k__Bacteria|p__Actinobacteria	233563
k__Bacteria|p__Verrucomicrobia	984622
k__Bacteria|p__Proteobacteria	208864
k__Bacteria|p__Spirochaetes	204
k__Bacteria|p__Fusobacteria	45
k__Bacteria|p__Candidatus_Saccharibacteria	40
k__Eukaryota	125
k__Eukaryota|k__Viridiplantae	107
k__Eukaryota|k__Viridiplantae|p__Streptophyta	107
k__Eukaryota|k__Fungi	18
k__Eukaryota|k__Fungi|p__Ascomycota	18
k__Viruses	1870
k__Viruses|k__Heunggongvirae	1870
k__Viruses|k__Heunggongvirae|p__Uroviricota	1870
