#Classification	SRR20002423_bracken_P.kreport
k__Bacteria	6529
k__Bacteria|p__Proteobacteria	4901
k__Bacteria|p__Actinobacteria	593
k__Bacteria|p__Firmicutes	982
k__Bacteria|p__Deinococcus-Thermus	15
k__Bacteria|p__Tenericutes	5
k__Bacteria|p__Bacteroidetes	31
k__Bacteria|p__Verrucomicrobia	1
k__Eukaryota	2760
k__Eukaryota|k__Metazoa	2581
k__Eukaryota|k__Metazoa|p__Chordata	2581
k__Eukaryota|k__Fungi	31
k__Eukaryota|k__Fungi|p__Basidiomycota	30
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|p__Apicomplexa	129
k__Eukaryota|k__Viridiplantae	18
k__Eukaryota|k__Viridiplantae|p__Streptophyta	18
