#Classification	SRR20002384_bracken_P.kreport
k__Bacteria	1966521
k__Bacteria|p__Actinobacteria	1533965
k__Bacteria|p__Deinococcus-Thermus	22793
k__Bacteria|p__Firmicutes	27521
k__Bacteria|p__Cyanobacteria	12
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Proteobacteria	381155
k__Bacteria|p__Bacteroidetes	1012
k__Bacteria|p__Planctomycetes	25
k__Bacteria|p__Chlamydiae	18
k__Bacteria|p__Verrucomicrobia	1
k__Bacteria|p__Fusobacteria	7
k__Bacteria|p__Aquificae	4
k__Bacteria|p__Acidobacteria	2
k__Bacteria|p__Nitrospirae	2
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	7166
k__Eukaryota|k__Metazoa	2855
k__Eukaryota|k__Metazoa|p__Chordata	2855
k__Eukaryota|k__Fungi	2855
k__Eukaryota|k__Fungi|p__Basidiomycota	2779
k__Eukaryota|k__Fungi|p__Ascomycota	75
k__Eukaryota|k__Viridiplantae	1443
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1443
k__Eukaryota|p__Apicomplexa	12
k__Archaea	4
k__Archaea|p__Euryarchaeota	3
k__Archaea|p__Thaumarchaeota	1
k__Viruses	292
k__Viruses|k__Heunggongvirae	292
k__Viruses|k__Heunggongvirae|p__Uroviricota	292
