#Classification	SRR5091600_bracken_C.kreport
k__Bacteria	14678202
k__Bacteria|p__Bacteroidetes	9503989
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	9497882
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	5083
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	553
k__Bacteria|p__Bacteroidetes|c__Cytophagia	434
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	18
k__Bacteria|p__Bacteroidetes|c__Saprospiria	16
k__Bacteria|p__Chlorobi	19
k__Bacteria|p__Chlorobi|c__Chlorobia	19
k__Bacteria|p__Fibrobacteres	3
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria	3
k__Bacteria|p__Firmicutes	4689465
k__Bacteria|p__Firmicutes|c__Clostridia	2551784
k__Bacteria|p__Firmicutes|c__Negativicutes	2008685
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	91092
k__Bacteria|p__Firmicutes|c__Bacilli	37610
k__Bacteria|p__Firmicutes|c__Tissierellia	293
k__Bacteria|p__Actinobacteria	222033
k__Bacteria|p__Actinobacteria|c__Actinomycetia	192053
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	29971
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	6
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	1
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	1
k__Bacteria|p__Chloroflexi	150
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	87
k__Bacteria|p__Chloroflexi|c__Ardenticatenia	4
k__Bacteria|p__Chloroflexi|c__Anaerolineae	4
k__Bacteria|p__Chloroflexi|c__Thermomicrobia	55
k__Bacteria|p__Tenericutes	144
k__Bacteria|p__Tenericutes|c__Mollicutes	144
k__Bacteria|p__Deinococcus-Thermus	31
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	31
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria	1
k__Bacteria|p__Proteobacteria	260482
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	238542
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	8699
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2677
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	9014
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	1548
k__Bacteria|p__Fusobacteria	970
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	970
k__Bacteria|p__Verrucomicrobia	622
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	619
k__Bacteria|p__Verrucomicrobia|c__Opitutae	2
k__Bacteria|p__Planctomycetes	18
k__Bacteria|p__Planctomycetes|c__Planctomycetia	14
k__Bacteria|p__Planctomycetes|c__Phycisphaerae	4
k__Bacteria|p__Spirochaetes	121
k__Bacteria|p__Spirochaetes|c__Spirochaetia	121
k__Bacteria|p__Candidatus_Saccharibacteria	87
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	87
k__Bacteria|p__Synergistetes	47
k__Bacteria|p__Synergistetes|c__Synergistia	47
k__Bacteria|p__Dictyoglomi	7
k__Bacteria|p__Dictyoglomi|c__Dictyoglomia	7
k__Bacteria|p__Acidobacteria	6
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	5
k__Bacteria|p__Acidobacteria|c__Vicinamibacteria	1
k__Eukaryota	85979
k__Eukaryota|p__Evosea	84554
k__Eukaryota|p__Evosea|c__Eumycetozoa	84554
k__Eukaryota|k__Viridiplantae	744
k__Eukaryota|k__Viridiplantae|p__Streptophyta	744
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	744
k__Eukaryota|k__Metazoa	523
k__Eukaryota|k__Metazoa|p__Chordata	523
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	523
k__Eukaryota|k__Fungi	151
k__Eukaryota|k__Fungi|p__Ascomycota	151
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	57
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	28
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	65
k__Eukaryota|p__Euglenozoa	4
k__Eukaryota|p__Euglenozoa|c__Kinetoplastea	4
k__Eukaryota|p__Apicomplexa	1
k__Eukaryota|p__Apicomplexa|c__Aconoidasida	1
k__Archaea	11
k__Archaea|p__Euryarchaeota	11
k__Archaea|p__Euryarchaeota|c__Methanomicrobia	5
k__Archaea|p__Euryarchaeota|c__Halobacteria	2
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2
k__Archaea|p__Euryarchaeota|c__Thermococci	2
k__Viruses	372460
k__Viruses|k__Heunggongvirae	372460
k__Viruses|k__Heunggongvirae|p__Uroviricota	372460
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	372460
