name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp017833295	118314	S	30	1053	1083	0.14649
Methylobacterium sp022829515	118331	S	14	276	290	0.03923
Methylobacterium sp022829385	118327	S	10	148	158	0.02137
Methylobacterium sp022829365	118326	S	5	90	95	0.01285
Methylobacterium sp022829585	118333	S	4	64	68	0.00920
Methylobacterium sp008039875	118308	S	4	77	81	0.01096
Methylobacterium sp022829635	118335	S	2	41	43	0.00582
Methylobacterium sp001455965	118303	S	1	15	16	0.00216
Methylobacterium sp001423085	118297	S	1	23	24	0.00325
Methylobacterium mesophilicum	118269	S	1	83	84	0.01136
Lichenihabitans flavocetrariae	118233	S	26	65	91	0.01231
Rhizobium rhododendri	119997	S	20	513	533	0.07210
Rhizobium sp900472625	120068	S	1	11	12	0.00162
Pararhizobium sp001426685	119839	S	1	21	22	0.00298
Bradyrhizobium sp021779635	120589	S	1	145	146	0.01975
Acidisoma sp009765865	113615	S	30	122	152	0.02056
Lichenicoccus roseus	113922	S	14	101	115	0.01556
Sphingomonas_N sp937859915	125357	S	2	13	15	0.00203
Sphingomonas sp030580995	125259	S	1	41	42	0.00568
Novosphingobium sp903970225	124574	S	1	24	25	0.00338
CAIKMD01 sp903822185	113516	S	1	16	17	0.00230
Caballeronia sp001557535	126764	S	73	1673	1746	0.23617
Caballeronia sp022878925	126770	S	27	927	954	0.12904
Caballeronia sp018449635	126769	S	26	292	318	0.04301
Caballeronia sordidicola_A	126761	S	1	9	10	0.00135
Caballeronia sp001424345	126763	S	1	9	10	0.00135
Caballeronia terrestris	126785	S	1	21	22	0.00298
Paraburkholderia ginsengisoli	127996	S	1	15	16	0.00216
JAQGMV01 sp028291945	131302	S	6	52	58	0.00785
Rahnella bonaserana	133404	S	2	52	54	0.00730
Rahnella ecdela	133407	S	2	60	62	0.00839
Hafnia alvei	133108	S	2	79	81	0.01096
Luteibacter sp018449605	140544	S	7	476	483	0.06533
Rhodanobacter sp903827735	140625	S	1	41	42	0.00568
Bog-1198 sp030776345	139669	S	1	70	71	0.00960
Bog-1198 sp030775645	139667	S	1	30	31	0.00419
Mycobacterium sp016462545	46709	S	1	9	10	0.00135
Pseudonocardia sp001899645	47474	S	1	67	68	0.00920
Embleya scabrispora_A	48817	S	1	30	31	0.00419
Pseudolysinimonas sp030776385	44591	S	1	5	6	0.00081
Mucilaginibacter aquaedulcis	89838	S	2	6	8	0.00108
Mucilaginibacter pineti	89879	S	2	5	7	0.00095
Mucilaginibacter paludis	89874	S	1	9	10	0.00135
Mucilaginibacter sp903644075	89963	S	1	1	2	0.00027
Mucilaginibacter gracilis	89862	S	1	13	14	0.00189
Mucilaginibacter sp030775685	89958	S	1	2	3	0.00041
Pedobacter westerhofensis	90157	S	1	16	17	0.00230
Terriglobus roseus_B	40382	S	5	16	21	0.00284
Terriglobus roseus	40380	S	2	5	7	0.00095
Granulicella_D sp903642265	40207	S	1	1	2	0.00027
Granulicella paludicola	40167	S	2	5	7	0.00095
JALYIM01 sp030775785	40496	S	11	4	15	0.00203
C-114 sp015478725	96013	S	1	65	66	0.00893
