#Classification	S-13-POLPIL-B_bracken_C.kreport
k__Bacteria|p__Nitrospirae|c__Nitrospira	1
k__Eukaryota	61735
k__Eukaryota|k__Viridiplantae	47774
k__Eukaryota|k__Viridiplantae|p__Streptophyta	47657
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	35743
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	11914
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	117
k__Eukaryota|k__Viridiplantae|p__Chlorophyta|c__Chlorophyceae	104
k__Eukaryota|k__Viridiplantae|p__Chlorophyta|c__Mamiellophyceae	13
k__Eukaryota|k__Metazoa	7131
k__Eukaryota|k__Metazoa|p__Chordata	7131
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	7131
k__Eukaryota|k__Fungi	6810
k__Eukaryota|k__Fungi|p__Ascomycota	3924
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	1242
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	663
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes	472
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	1433
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	104
k__Eukaryota|k__Fungi|p__Ascomycota|c__Schizosaccharomycetes	8
k__Eukaryota|k__Fungi|p__Basidiomycota	2886
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	2836
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Tremellomycetes	1
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	32
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	16
k__Eukaryota|p__Euglenozoa	6
k__Eukaryota|p__Euglenozoa|c__Kinetoplastea	6
k__Eukaryota|p__Cercozoa	5
k__Eukaryota|p__Cercozoa|c__Chlorarachniophyceae	5
k__Eukaryota|c__Cryptophyceae	4
k__Eukaryota|p__Evosea	2
k__Eukaryota|p__Evosea|c__Eumycetozoa	2
k__Archaea	12
k__Archaea|p__Euryarchaeota	9
k__Archaea|p__Euryarchaeota|c__Halobacteria	9
k__Archaea|p__Thaumarchaeota	3
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria	3
k__Viruses	11
k__Viruses|k__Heunggongvirae	7
k__Viruses|k__Heunggongvirae|p__Uroviricota	7
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	7
k__Viruses|k__Bamfordvirae	4
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota	4
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes	4
