#Classification	SRR20002450_bracken_P.kreport
k__Bacteria	2247932
k__Bacteria|p__Firmicutes	2230605
k__Bacteria|p__Actinobacteria	4624
k__Bacteria|p__Deinococcus-Thermus	4
k__Bacteria|p__Proteobacteria	12691
k__Bacteria|p__Bacteroidetes	7
k__Eukaryota	1104
k__Eukaryota|k__Metazoa	1018
k__Eukaryota|k__Metazoa|p__Chordata	1018
k__Eukaryota|k__Fungi	48
k__Eukaryota|k__Fungi|p__Basidiomycota	48
k__Eukaryota|k__Viridiplantae	38
k__Eukaryota|k__Viridiplantae|p__Streptophyta	38
k__Viruses	386
k__Viruses|k__Heunggongvirae	386
k__Viruses|k__Heunggongvirae|p__Uroviricota	386
