#Classification	SRR20002446_bracken_P.kreport
k__Bacteria	2626060
k__Bacteria|p__Firmicutes	1238261
k__Bacteria|p__Actinobacteria	345391
k__Bacteria|p__Deinococcus-Thermus	1540
k__Bacteria|p__Cyanobacteria	22
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Proteobacteria	1038880
k__Bacteria|p__Bacteroidetes	1820
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Fusobacteria	69
k__Bacteria|p__Chlamydiae	35
k__Bacteria|p__Verrucomicrobia	15
k__Bacteria|p__Synergistetes	10
k__Bacteria|p__Spirochaetes	8
k__Bacteria|p__Acidobacteria	4
k__Eukaryota	12443
k__Eukaryota|k__Fungi	3972
k__Eukaryota|k__Fungi|p__Basidiomycota	3717
k__Eukaryota|k__Fungi|p__Ascomycota	255
k__Eukaryota|k__Metazoa	2325
k__Eukaryota|k__Metazoa|p__Chordata	2325
k__Eukaryota|k__Viridiplantae	6138
k__Eukaryota|k__Viridiplantae|p__Streptophyta	6138
k__Eukaryota|p__Apicomplexa	6
k__Viruses	690
k__Viruses|k__Heunggongvirae	690
k__Viruses|k__Heunggongvirae|p__Uroviricota	596
k__Viruses|k__Heunggongvirae|p__Peploviricota	94
