name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829385	118327	S	15	227	242	0.17054
Methylobacterium sp022829365	118326	S	4	70	74	0.05215
Methylobacterium sp008039875	118308	S	4	84	88	0.06202
Methylobacterium sp017833295	118314	S	1	38	39	0.02748
Lichenihabitans flavocetrariae	118233	S	5	12	17	0.01198
Lichenihabitans sp021730615	118237	S	1	24	25	0.01762
Roseiarcus sp030153205	118539	S	1	2	3	0.00211
Rhizobium rhododendri	119997	S	5	138	143	0.10078
Lichenicoccus roseus	113922	S	28	202	230	0.16209
Acidisoma sp009765865	113615	S	1	4	5	0.00352
Sphingomonas_N sp937859915	125357	S	6	56	62	0.04369
Caballeronia sordidicola_C	126762	S	2	25	27	0.01903
Caballeronia sp001557535	126764	S	2	65	67	0.04722
Rhodanobacter sp014200755	140600	S	1	201	202	0.14235
Bog-1198 sp030776345	139669	S	1	77	78	0.05497
Acidisarcina polymorpha	40108	S	19	27	46	0.03242
Granulicella_D aggregans_A	40206	S	2	6	8	0.00564
Terriglobus roseus_B	40382	S	2	4	6	0.00423
Granulicella_C sp903970285	40202	S	1	35	36	0.02537
JALYIM01 sp030775785	40496	S	1	0	1	0.00070
Mucilaginibacter agri	89837	S	2	5	7	0.00493
JACDAE01 sp013695595	95986	S	2	1	3	0.00211
