#Classification	SRR20002417_bracken_P.kreport
k__Bacteria	109578
k__Bacteria|p__Proteobacteria	103832
k__Bacteria|p__Actinobacteria	2965
k__Bacteria|p__Firmicutes	2708
k__Bacteria|p__Deinococcus-Thermus	4
k__Bacteria|p__Bacteroidetes	68
k__Eukaryota	1706
k__Eukaryota|k__Metazoa	1398
k__Eukaryota|k__Metazoa|p__Chordata	1398
k__Eukaryota|k__Fungi	65
k__Eukaryota|k__Fungi|p__Basidiomycota	48
k__Eukaryota|k__Fungi|p__Ascomycota	17
k__Eukaryota|k__Viridiplantae	241
k__Eukaryota|k__Viridiplantae|p__Streptophyta	241
k__Eukaryota|p__Euglenozoa	1
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	9
k__Viruses|k__Heunggongvirae	9
k__Viruses|k__Heunggongvirae|p__Uroviricota	7
k__Viruses|k__Heunggongvirae|p__Peploviricota	2
