#Classification	SRR20002431_bracken_P.kreport
k__Bacteria	2529237
k__Bacteria|p__Proteobacteria	2264007
k__Bacteria|p__Actinobacteria	105236
k__Bacteria|p__Firmicutes	148536
k__Bacteria|p__Deinococcus-Thermus	7582
k__Bacteria|p__Cyanobacteria	349
k__Bacteria|p__Bacteroidetes	3234
k__Bacteria|p__Verrucomicrobia	145
k__Bacteria|p__Chlamydiae	9
k__Bacteria|p__Fusobacteria	92
k__Bacteria|p__Spirochaetes	22
k__Bacteria|p__Synergistetes	18
k__Bacteria|p__Candidatus_Saccharibacteria	3
k__Bacteria|p__Aquificae	1
k__Eukaryota	10462
k__Eukaryota|k__Fungi	7910
k__Eukaryota|k__Fungi|p__Basidiomycota	7494
k__Eukaryota|k__Fungi|p__Ascomycota	416
k__Eukaryota|k__Metazoa	1192
k__Eukaryota|k__Metazoa|p__Chordata	1192
k__Eukaryota|k__Viridiplantae	1358
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1358
k__Archaea	32
k__Archaea|p__Euryarchaeota	32
k__Viruses	260
k__Viruses|k__Heunggongvirae	260
k__Viruses|k__Heunggongvirae|p__Uroviricota	260
