#Classification	S-17-POLPIL-B_bracken_C.kreport
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	862
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	24
k__Eukaryota|k__Fungi|p__Basidiomycota	949
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	923
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Tremellomycetes	1
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	21
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	2
k__Eukaryota|k__Metazoa	3817
k__Eukaryota|k__Metazoa|p__Chordata	3817
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	3817
k__Eukaryota|p__Bacillariophyta	7
k__Eukaryota|p__Bacillariophyta|c__Coscinodiscophyceae	5
k__Eukaryota|p__Bacillariophyta|c__Bacillariophyceae	1
k__Eukaryota|p__Apicomplexa	6
k__Eukaryota|p__Apicomplexa|c__Aconoidasida	5
k__Eukaryota|p__Apicomplexa|c__Conoidasida	1
k__Eukaryota|p__Euglenozoa	13
k__Eukaryota|p__Euglenozoa|c__Kinetoplastea	13
k__Eukaryota|p__Evosea	3
k__Eukaryota|p__Evosea|c__Eumycetozoa	3
k__Archaea	9
k__Archaea|p__Euryarchaeota	9
k__Archaea|p__Euryarchaeota|c__Halobacteria	8
k__Archaea|p__Euryarchaeota|c__Methanomicrobia	1
k__Viruses	13
k__Viruses|k__Heunggongvirae	12
k__Viruses|k__Heunggongvirae|p__Uroviricota	12
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	12
k__Viruses|k__Bamfordvirae	1
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota	1
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes	1
