#Classification	SRR5091485_bracken_P.kreport
k__Bacteria	4679332
k__Bacteria|p__Bacteroidetes	4238756
k__Bacteria|p__Firmicutes	383535
k__Bacteria|p__Actinobacteria	10912
k__Bacteria|p__Verrucomicrobia	5988
k__Bacteria|p__Proteobacteria	39964
k__Bacteria|p__Synergistetes	151
k__Bacteria|p__Fusobacteria	10
k__Bacteria|p__Spirochaetes	11
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Eukaryota	17
k__Eukaryota|k__Viridiplantae	17
k__Eukaryota|k__Viridiplantae|p__Streptophyta	17
k__Archaea	10
k__Archaea|p__Euryarchaeota	10
k__Viruses	2277
k__Viruses|k__Heunggongvirae	2264
k__Viruses|k__Heunggongvirae|p__Uroviricota	2264
k__Viruses|k__Sangervirae	13
k__Viruses|k__Sangervirae|p__Phixviricota	13
