#Classification	SRR5091599_bracken_P.kreport
k__Bacteria	9404767
k__Bacteria|p__Bacteroidetes	7354939
k__Bacteria|p__Firmicutes	1979954
k__Bacteria|p__Actinobacteria	9635
k__Bacteria|p__Tenericutes	2
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Proteobacteria	59271
k__Bacteria|p__Verrucomicrobia	686
k__Bacteria|p__Spirochaetes	123
k__Bacteria|p__Fusobacteria	98
k__Bacteria|p__Synergistetes	33
k__Bacteria|p__Candidatus_Saccharibacteria	21
k__Eukaryota	699
k__Eukaryota|k__Viridiplantae	447
k__Eukaryota|k__Viridiplantae|p__Streptophyta	447
k__Eukaryota|k__Fungi	147
k__Eukaryota|k__Fungi|p__Ascomycota	147
k__Eukaryota|k__Metazoa	89
k__Eukaryota|k__Metazoa|p__Chordata	89
k__Eukaryota|p__Apicomplexa	15
k__Archaea	7
k__Archaea|p__Euryarchaeota	7
k__Viruses	4904
k__Viruses|k__Heunggongvirae	4864
k__Viruses|k__Heunggongvirae|p__Uroviricota	4864
k__Viruses|k__Sangervirae	40
k__Viruses|k__Sangervirae|p__Phixviricota	40
