#Classification	SRR20002451_bracken_P.kreport
k__Bacteria	6448
k__Bacteria|p__Proteobacteria	5381
k__Bacteria|p__Actinobacteria	639
k__Bacteria|p__Firmicutes	395
k__Bacteria|p__Deinococcus-Thermus	5
k__Bacteria|p__Bacteroidetes	26
k__Bacteria|p__Chlamydiae	1
k__Eukaryota	1990
k__Eukaryota|k__Metazoa	1922
k__Eukaryota|k__Metazoa|p__Chordata	1922
k__Eukaryota|k__Fungi	52
k__Eukaryota|k__Fungi|p__Basidiomycota	30
k__Eukaryota|k__Fungi|p__Ascomycota	21
k__Eukaryota|k__Viridiplantae	16
k__Eukaryota|k__Viridiplantae|p__Streptophyta	16
