name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Snodgrassella alvi	1196083	S	13	62	75	0.57252
Gilliamella apis	1970738	S	1	5	6	0.04580
Frischella perrara	1267021	S	2	17	19	0.14504
Commensalibacter melissae	2070537	S	3	4	7	0.05344
Lactobacillus apis	303541	S	3	5	8	0.06107
Lactobacillus sp. IBH004	2879107	S	1	1	2	0.01527
Lactobacillus kullabergensis	1218493	S	1	2	3	0.02290
Apilactobacillus kunkeei	148814	S	1	2	3	0.02290
Bifidobacterium asteroides	1684	S	1	2	3	0.02290
Apis mellifera filamentous virus	1100043	S	1	0	1	0.00763
