#Classification	SRR20002343_bracken_P.kreport
k__Bacteria	3524650
k__Bacteria|p__Proteobacteria	2364362
k__Bacteria|p__Firmicutes	853508
k__Bacteria|p__Actinobacteria	282849
k__Bacteria|p__Deinococcus-Thermus	21195
k__Bacteria|p__Cyanobacteria	25
k__Bacteria|p__Chloroflexi	2
k__Bacteria|p__Bacteroidetes	2549
k__Bacteria|p__Verrucomicrobia	71
k__Bacteria|p__Chlamydiae	26
k__Bacteria|p__Fusobacteria	53
k__Bacteria|p__Aquificae	4
k__Bacteria|p__Nitrospirae	2
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	10592
k__Eukaryota|k__Fungi	8327
k__Eukaryota|k__Fungi|p__Basidiomycota	7330
k__Eukaryota|k__Fungi|p__Ascomycota	996
k__Eukaryota|k__Metazoa	687
k__Eukaryota|k__Metazoa|p__Chordata	687
k__Eukaryota|k__Viridiplantae	1577
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1577
k__Archaea	31
k__Archaea|p__Euryarchaeota	31
k__Viruses	307
k__Viruses|k__Heunggongvirae	306
k__Viruses|k__Heunggongvirae|p__Uroviricota	306
k__Viruses|k__Bamfordvirae	1
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota	1
