feature	Acetatifactor	Acidaminococcus	Actinomyces	Acutalibacter	Adlercreutzia	Agathobacter	Agathobaculum	Akkermansia	Alistipes	Amedibacillus	Anaerobutyricum	Anaerofustis	Anaeromassilibacillus	Anaerostipes	Anaerotignum	Anaerotruncus	Angelakisella	Avimonas	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Bittarella	Blautia	Bradyrhizobium	Butyricicoccus	Butyricimonas	Campylobacter	Carnobacterium	Casaltella	Catenibacillus	Catenibacterium	Christensenella	Clostridium	Colidextribacter	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Desulfovibrio	Dialister	Dielma	Diplocloster	Dorea	Dysosmobacter	Eggerthella	Eisenbergiella	Emergencia	Enterocloster	Erysipelatoclostridium	Escherichia	Eubacterium	Evtepia	Faecalibacillus	Faecalibacterium	Faecalicatena	Faecalitalea	Fenollaria	Flavonifractor	Flintibacter	Fusicatenibacter	Fusobacterium	Geddesella	Gemella	Gemmiger	Gordonibacter	Haemophilus	Holdemanella	Holdemania	Hungatella	Hydrogeniiclostidium	Hydrogenoanaerobacterium	Intestinibacillus	Intestinibacter	Intestinimonas	Lachnobacterium	Lachnoclostridium	Lachnospira	Lacrimispora	Lactobacillus	Lactococcus	Lactonifactor	Lawsonibacter	Ligilactobacillus	Limosilactobacillus	Longicatena	Massiliimalia	Massilimicrobiota	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Mogibacterium	Monoglobus	Neglectibacter	Neobittarella	Odoribacter	Oliverpabstia	Olsenella	Oscillibacter	Oxalobacter	Parabacteroides	Paraprevotella	Pararuminococcus	Parasutterella	Peptoniphilus	Phascolarctobacterium	Phocaeicola	Phocea	Porphyromonas	Prevotella	Pseudoflavonifractor	Pseudomonas	Pseudoruminococcus	Pullichristensenella	Pusillimonas..ex.Kitahara.et.al..2021.	Ralstonia	Raoultibacter	Romboutsia	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Ruthenibacterium	Sellimonas	Senegalimassilia	Slackia	Solobacterium	Sphingomonas	Staphylococcus	Streptococcus	Subdoligranulum	Sutterella	Terrisporobacter	Turicibacter	Tyzzerella	Veillonella	Vescimonas	Waltera
NS10	0.0118450923313576	0.0129919602464966	0	0	0.00968956484071829	0	0.0588379534980276	0	0.0197307610127246	0.0227140327895884	0.129301986054639	0.00871513703102973	0	0.186907604100485	0	0	0	0	0.0530761377658055	0.0152345845028531	0.279505392623552	0.00924381336800517	0	0.517333615684977	0	0.0561156822811752	0	0	0	0	0	0	0	0.254441381244481	0	0.314894025256445	0.00974385025510006	0	0.205965046762903	0	0.172042834569563	0	0	0.191504682548874	0	0.101992012677959	0	0	0.00901267511782729	0.0321745077059402	0.0174309360962087	0.292675589232048	0	0.0415546013058488	0.211290861414344	0	0	0	0.0212250645961599	0.00930070054555835	0.0671571180861571	0	0	0	0.0604162238889714	0.031191650729299	0	0	0	0	0	0	0	0	0	0	0.0605211503030849	0.0110621699499905	0.14323432048209	0	0.00930070054555835	0	0	0	0	0.0233101688475899	0	0.0179380687778535	0	0.232601044134416	0	0.196206156753459	0	0.0106738869450318	0	0	0.0318778611790913	0	0	0	0	0	0.0273321110875265	0.0237363471314233	0	0	0	0.0121961511235138	0.202284934184446	0	0	0.0816186682522037	0	0	0	0	0	0	0.013894470241548	0	0.068922261060692	0	0	0.0751667879692527	0.0368544611315258	0	0.0201802064049125	0	0	0	0	0.0112980735768046	0.147419582744835	0	0	0	0	0	0	0
NS11	0.0135493518648394	0.0413454154510217	0	0	0	0	0.0408380371449882	0.0498103153150039	0.129415475162721	0	0.04797745414598	0	0	0.053721151830427	0	0.00819183578672762	0	0.0155135600715777	0.416742926011116	0	0.154007464240632	0.0209509953151759	0	0.113156731272551	0	0.00949983839505762	0.0832238829115493	0	0	0.00929462813013998	0	0.0901670926507961	0.0114174611428687	0.116617811257182	0	0.0849199728841053	0	0	0.0508845238072894	0.0764314062110685	0	0	0.00949983839505762	0.0704111902939723	0.0429755847763383	0.0111784942140819	0	0	0.017740653639132	0.0148530532973308	0.0397942259831252	0.0790954095582984	0	0	0.201251067797558	0	0.0119457369591072	0	0.00691538017397495	0.00833188052537756	0.0254264401150101	0	0	0	0.0596138712788033	0.0101666210245655	0	0.0104287962564972	0.0185277041435563	0.01114393784795	0.0161470792453201	0	0.0131447784331791	0	0	0	0.012327098505085	0.00846961015582219	0.014404822581508	0	0.00846961015582219	0	0	0.0426418482389494	0	0	0	0	0	0.144878482974802	0	0.199554865400089	0	0.0136061663123475	0	0.0475732220368576	0	0.0729592246625507	0.0160992318023951	0	0.108815837481221	0.0247809378609413	0.282867080377269	0	0	0.0112815283397388	0	0.0954214024642834	0.364294596195186	0.00899947689043604	0	0.583137409856828	0.00962086403422893	0	0	0	0	0	0	0	0.0728052253047932	0	0	0.21092249475165	0.0600982604574644	0	0.0193026656939515	0	0.0122013022195994	0	0	0.0166643395221213	0.098924054079665	0.047621910509621	0	0	0	0	0	0
NS13	0	0	0.00864331419376777	0	0	0.0184593999521221	0.0222034795691628	0	0.255990755801271	0	0.256698153685542	0	0	0.245864488957496	0.0111481293975396	0.0126171698755885	0	0	0.366204096764336	0	0.00636355690313759	0	0	0.662111922704027	0	0.0398208673786496	0	0	0	0	0	0.231569254972522	0	0.145354467449661	0	0	0.0291773926056266	0	0.0970025464091616	0	0.0159642265970545	0	0.00608308125029873	0.12207281931472	0	0.0619677586013291	0.0154755965589849	0	0.0237241829905146	0.0580792300615078	0	0.093941813471916	0	0.00747363769616215	0.249578448184612	0.014254244554387	0	0	0.0242627153004334	0	0.096363092595255	0	0	0	0.0347409937925204	0.00619679498672217	0	0.0168370708922684	0.0284255038062311	0.0313027697500959	0	0	0	0.0261471186053018	0	0.0233682347874579	0.0651723871416988	0	0.0330189587331592	0	0	0.0121663876127687	0	0	0	0	0	0	0	0.0721398793242189	0	0	0	0.0106680500344845	0	0	0	0	0.00919140291354741	0	0.00770365388950644	0	0.0130256205269177	0	0	0	0.0110853199548811	0	0.189774334876181	0	0	0.0247331445910285	0	0	0	0	0	0	0.0169404400447692	0	0.137504641505593	0	0	0.110844487257741	0.0182883687710828	0	0	0	0	0	0	0.045514031460666	0.175225397317143	0	0	0.0141805737636967	0	0	0	0
NS21	0	0	0.00600598573249358	0	0	0.0151672980061696	0.0398495087185208	0.0061036516440399	0.017144161023113	0	0.0643637838809981	0	0.0150891095875277	0.163747944548714	0	0.00919582943503254	0	0	0.474403214195047	0	0.0409557344411908	0.0339115890477513	0	0.234059670481875	0	0.0471518030444636	0.0854402476789496	0	0	0	0	0	0	0.246536275664305	0	0	0.0215743552160525	0	0.072927545530966	0	0.0874409139713967	0.0229816246367386	0	0.057900556225426	0	0.0302012541275376	0.0262274710688794	0	0.0502233968029101	0.0308601932549581	0.042772924356158	0.0608893995959573	0.0244652889458753	0	0.396845534627428	0	0	0	0.157957720020449	0	0.0348157285576448	0	0	0	0.0225398033968074	0	0.00880152694337713	0	0.0346709412450246	0.0628772676556461	0.0116370878014956	0	0.0082822956158407	0.0482444351368371	0	0	0.0421103160516345	0.0656048285968134	0.0233898390897473	0	0	0	0	0	0	0.00900083738159591	0	0	0	0.173395921265652	0	0	0	0	0	0	0	0	0	0	0.0237537289690155	0	0.112731140950225	0	0	0	0	0	0.434582104559025	0.0136701674828073	0	0.031260255537794	0	0	0	0	0	0	0	0	0.399589343659195	0	0	0.0562706953515845	0.0558107260582355	0	0	0	0	0	0	0.0514871907740278	0.153576509442364	0	0.00657024133834619	0	0.0560491105203425	0.0724130908547196	0	0.011938110786802
NS25	0	0	0	0	0	0.0131334951841709	0.0738610123260568	0	0.0963009413724084	0	0.0512779963560515	0	0	0.078718781647185	0	0.0105093710897349	0	0	0.55408500901167	0	0.0633986682175293	0.0677054827138645	0.0292986307217294	0.185731785656571	0	0.0893554109461528	0	0	0	0	0	0	0	0.264418930666123	0	0	0.023511399198758	0	0.0861305111574061	0	0	0	0	0.0639905462355584	0.0141499235653512	0.0193306035404891	0.0312556321624468	0	0.104405666241802	0.0295622683902411	0	0.0721326553372736	0.0475335069231248	0.0096465969335901	0.448122438912774	0	0	0	0.224068748964044	0	0.0482997086875986	0	0	0	0.0731229510439299	0.00517576046228772	0	0	0.0867234567498508	0.0297604408933304	0.0212755457739742	0.0150980956014566	0	0	0.0267217794321533	0.0135214366012035	0.0757091864690705	0.0369642170121299	0.0251444249710646	0	0	0	0.0235213952609215	0	0	0	0.00939983265558181	0	0	0.137940997597289	0	0	0	0.0123591197046548	0.117022778301411	0	0	0.0410411497294998	0	0	0.030222982544197	0	0.134809388564883	0	0	0	0	0.121703309758769	0.451869857519736	0.00842419502094505	0	0.0139323340203664	0.0118940097296718	0	0	0	0	0	0	0.0149101311588505	0.0435065614173308	0	0	0.0321384254076433	0.0355037684059149	0	0	0	0	0	0	0.00932453019142613	0.13971899051389	0.016890783610189	0.00850746950578609	0.00712443376977753	0	0	0	0.0100755560995061
NS27	0	0	0	0	0.00976104470919649	0.0245727158532176	0.0445312226187218	0.078853506347676	0.104536812963688	0	0.18084571859249	0	0	0.197593897218604	0	0	0	0	0.376802502161464	0	0.409627625728528	0	0	0.247452146156876	0	0.0155178979361141	0	0	0	0	0	0.131713034307588	0	0.218073271611239	0	0.087738413651462	0.0471333359884063	0	0.0775411608623887	0	0.0850226494208868	0	0	0.0888575704313102	0	0.018776549518214	0.0137099709700747	0	0.00847885704019746	0.0129295621465128	0	0.0939924990723807	0.00708778762355522	0	0.397952894881101	0.0540208445318855	0	0	0.0198093656280966	0	0.0726916037187106	0	0	0	0.0195230195862501	0.0101525235228944	0.0187072123796773	0.0312482500578885	0.0169327623610663	0	0	0	0.0122766138662322	0.0413189958538406	0	0.0515045744879526	0.00868076788356946	0.0938579969904298	0.120918742575174	0.0175852908207625	0	0	0	0	0	0	0	0	0	0.170242967514714	0	0.0237660904219906	0	0.0150646877913823	0	0	0	0	0	0.0249749403980912	0.0148620644799594	0	0.120404107275882	0.0555807755639351	0	0	0	0	0.318812498528581	0	0	0.00827201972741642	0	0	0	0	0.00800596269684003	0	0	0.0447352525907237	0.221096282551604	0	0.0152929713036303	0.20467338287135	0.0122058511711467	0	0.010488246499025	0	0.0705066792257292	0	0	0.120976595089756	0.0569536721311562	0.00953661599403413	0.00738698619534197	0	0	0.0172871834993295	0	0
NS28	0.0327034522505625	0	0	0	0	0.0175326157039829	0.0432788474070122	0.195190652330461	0.111564530423039	0	0.0762995333135701	0	0.0160048785131514	0.0785964974604407	0.0196099980313606	0	0.00947630455184589	0	0.177189113322485	0.102355106025977	0.109189249887049	0.0223673552327274	0	0.100261685669795	0	0.0235874231367763	0.0270409972764214	0.0159293769809576	0	0	0	0	0.0207162162849671	0.340111896519013	0.0205115056105068	0.0244656820005492	0.0867822242510654	0	0.0879401712373363	0	0.122479228300864	0	0	0.0446581613586504	0.0362628885461648	0.010616181542307	0	0	0.00719933450483067	0.0160236983287614	0.0208900868947486	0.0867961823439114	0	0.00736486102953623	0.303188179342518	0.02760374882222	0	0.00635447535461712	0.00681221109236362	0	0.0150338900338519	0.00580946088492308	0	0	0.0211624623936488	0	0.00768522679899488	0.070528246786316	0.00672315740130854	0	0	0	0	0.0161548233752887	0.0151337916916404	0	0.0353532624866869	0.113717486837069	0.043639854594691	0	0	0	0	0	0	0	0	0	0	0.116061879101597	0	0.00649518385961005	0	0	0	0	0	0.0439361448673037	0	0.0212619322341905	0.0649180527575194	0	0.112386781002909	0.0273403660585763	0	0.00685630422255566	0	0.0530593680441148	0.0995999248597832	0	0.00864481348169267	0.800255534426168	0	0	0	0	0.0129674221280368	0	0	0	0.128485599946191	0	0	0.117910102330224	0.0119515405042103	0	0	0.012151589945099	0.0184048402532389	0	0	0.0357097546583468	0.0723022310331966	0.0535690176786364	0.00580946088492308	0	0	0.00698691433474906	0	0.0120519802261386
NS29	0	0	0.0108191710066929	0.0206107757374752	0	0.0250486434435083	0	0	0.0637140620252069	0	0	0.040664822177032	0.0390810993861242	0.134874358894135	0	0.0335255102262279	0	0.0326027188093777	0.149936772060516	0.0791478066668484	0.419679527550392	0.0225596535618577	0	0.418372666369056	0	0.00643067077614217	0	0	0	0.0243819386282277	0.0145975339072718	0	0	0.249604913490654	0	0.0500920014883526	0.0380256173556076	0	0.0133955406939112	0	0.104331812226914	0.00936027536615751	0	0.0140344272567874	0	0.0945623533826606	0.03613363262644	0.0158853501746128	0.138657344058882	0.164367616485878	0.00776391667413708	0.139812398204244	0	0	0.253469069162884	0.025888371697613	0	0	0.0459094494442802	0	0.0241652919859001	0	0	0	0.152658062415232	0.03106034867962	0	0	0	0.0865096008185751	0	0.0142081696126629	0.015640754443023	0.0976697085861099	0	0	0.169448148054227	0	0.0771896309091159	0	0.0329770569006876	0	0	0	0	0.137399882908359	0	0.00734643340419264	0	0.0679529783712547	0	0.0155958704925427	0	0.0431919823012144	0.0529670844157525	0	0	0	0	0	0.0337340830939827	0	0.00753483759188559	0	0.00866013364826006	0	0	0	0.199885142115014	0	0	0.0175021002909416	0	0	0.0104231980525291	0	0.00886016828129281	0	0	0.0471315920442745	0.241672511581956	0	0	0.361493469966822	0.188083075447758	0.0340548504219989	0	0	0	0	0	0.0527079318857875	0.123641491129218	0.00874069680803146	0.0166817909037416	0.00762729482767162	0.0798516685634353	0	0	0
NS30	0.018655972010779	0	0.0112263870353353	0	0	0.0471928579879346	0.035678814303695	0	0.029802293476453	0.0219051730214567	0.0202926275020603	0	0.00862971820254386	0.158600556869009	0	0	0	0	0.193006220596869	0.00687463971796219	0.262337498582776	0	0	0.486670380093345	0	0.0153259878819877	0	0	0	0	0	0	0	0.236105665960206	0	0.126815139181912	0	0	0.131013528854929	0	0.0462489158106551	0	0	0.0951332520284599	0	0.0420167733583297	0	0	0.0512649164013278	0.0563197614898951	0.135974954572377	0.180310603917008	0	0	0.260870013599282	0	0	0	0.0119972857056123	0	0.12897175240107	0	0	0	0.0158316696312919	0.0147788378219488	0	0	0.0401407901204707	0	0	0	0	0.0483117076714152	0	0	0.0884696520857636	0.0225496878716281	0.00811658304289441	0	0	0	0	0.00666305828857413	0	0.0376910940688036	0	0.0105692687056798	0	0.307980135378858	0	0	0	0	0	0	0	0	0	0	0.00742546931618372	0	0.0112263870353353	0	0	0.0282598462971485	0	0	0.0188469510921948	0	0	0.0311540459874413	0	0.211215345604084	0	0	0	0	0	0.0212411236622758	0.51690594949458	0	0	0.0806635680410841	0.0100125760682003	0.0107706139138716	0	0	0	0	0	0.044260428556005	0	0	0.00807234968998474	0	0	0	0	0
NS32	0.0272629600072431	0	0	0	0.00755256559621314	0.0132006097369681	0.0587151313784932	0.0542583855440928	0.0970408506508665	0	0.082490987511481	0	0.0295605901783914	0.0526845013739594	0.0153874763971156	0.00723552649013377	0.0399061413671975	0.00838600838129563	0.255075554402529	0.0303050048567883	0.104413584060232	0.0426080313835497	0.00861581019286922	0.18711098495669	0	0.0254077202134855	0	0.0161070782242142	0	0	0	0	0	0.297655015863708	0	0.0501263632446926	0.11701217155256	0	0.255655810421552	0.0341047292643685	0.232275850232969	0.00690394486855133	0	0.0649303799842191	0.0549181358595262	0.0160341338712419	0.00935501079698845	0	0.0160097452564144	0.020542645553676	0.0257287429565907	0.352174600529117	0.0252998082433537	0	0.38662598313828	0.0592264469574378	0	0	0.0125325182158131	0	0.0918602434988076	0	0.00847867647886687	0	0.0248791960083816	0.0131115106167008	0	0.0433993963095066	0.0115931885419001	0.0178996305330164	0	0.0104965475707828	0	0.0180950446486144	0.0123440389129311	0	0.0439012536239403	0.0583673052619838	0.0330923252178597	0	0	0	0.0154634704394269	0.0794672762209941	0	0	0	0	0	0.143859609244035	0	0	0	0.00750065633693674	0	0.0126566121745162	0	0.0534955076764363	0	0	0.0419698144847479	0.0208448029451165	0.0837751674528632	0	0.0124700082525739	0.0132006097369681	0	0.0319502622647546	0.19379272396317	0	0.00661494332862635	0.45566167542152	0	0	0	0.00728932391613798	0.0144173290598003	0	0.00707167924448913	0.00712671352593231	0.179887681714524	0	0	0.175311007393322	0.044625960531773	0	0.0104218353829375	0	0	0	0	0.0257742772359321	0.0822002626110645	0.0243713022822335	0	0.0101560160508115	0	0	0.00901470457644151	0.0122805697978177
