feature	Acetatifactor	Acidaminococcus	Actinomyces	Acutalibacter	Adlercreutzia	Agathobacter	Agathobaculum	Akkermansia	Alistipes	Amedibacillus	Anaerobutyricum	Anaerofustis	Anaeromassilibacillus	Anaerostipes	Anaerotignum	Anaerotruncus	Angelakisella	Avimonas	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Bittarella	Blautia	Bradyrhizobium	Butyricicoccus	Butyricimonas	Campylobacter	Carnobacterium	Casaltella	Catenibacillus	Catenibacterium	Christensenella	Clostridium	Colidextribacter	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Desulfovibrio	Dialister	Dielma	Diplocloster	Dorea	Dysosmobacter	Eggerthella	Eisenbergiella	Emergencia	Enterocloster	Erysipelatoclostridium	Escherichia	Eubacterium	Evtepia	Faecalibacillus	Faecalibacterium	Faecalicatena	Faecalitalea	Fenollaria	Flavonifractor	Flintibacter	Fusicatenibacter	Fusobacterium	Geddesella	Gemella	Gemmiger	Gordonibacter	Haemophilus	Holdemanella	Holdemania	Hungatella	Hydrogeniiclostidium	Hydrogenoanaerobacterium	Intestinibacillus	Intestinibacter	Intestinimonas	Lachnobacterium	Lachnoclostridium	Lachnospira	Lacrimispora	Lactobacillus	Lactococcus	Lactonifactor	Lawsonibacter	Ligilactobacillus	Limosilactobacillus	Longicatena	Massiliimalia	Massilimicrobiota	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Mogibacterium	Monoglobus	Neglectibacter	Neobittarella	Odoribacter	Oliverpabstia	Olsenella	Oscillibacter	Oxalobacter	Parabacteroides	Paraprevotella	Pararuminococcus	Parasutterella	Peptoniphilus	Phascolarctobacterium	Phocaeicola	Phocea	Porphyromonas	Prevotella	Pseudoflavonifractor	Pseudomonas	Pseudoruminococcus	Pullichristensenella	Pusillimonas..ex.Kitahara.et.al..2021.	Ralstonia	Raoultibacter	Romboutsia	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Ruthenibacterium	Sellimonas	Senegalimassilia	Slackia	Solobacterium	Sphingomonas	Staphylococcus	Streptococcus	Subdoligranulum	Sutterella	Terrisporobacter	Turicibacter	Tyzzerella	Veillonella	Vescimonas	Waltera
NS10	0.000140299650516735	0.000168781534456223	0	0	9.38847285412739e-05	0	0.00345791168717187	0	0.000389252413839664	0.000515838564681831	0.0166260360285283	7.59516905053003e-05	0	0.0345295372959721	0	0	0	0	0.00281443208705752	0.000232074609877306	0.076109923193853	8.54456518184628e-05	0	0.244593980195597	0	0.00314566584842785	0	0	0	0	0	0	0	0.0633553136119143	0	0.0959238204544232	9.49396131316253e-05	0	0.0418251191228424	0	0.0293078585737327	0	0	0.0362279014864379	0	0.0103663508693831	0	0	8.12261134570572e-05	0.00103484178313472	0.000303806762021201	0.0832409430246284	0	0.00172579118981488	0.0439834129947013	0	0	0	0.000450435720080045	8.65005364088142e-05	0.0045033023162101	0	0	0	0.00364568114425441	0.000972603592303984	0	0	0	0	0	0	0	0	0	0	0.00365833975933863	0.000122366612480762	0.0203761507472275	0	8.65005364088142e-05	0	0	0	0	0.000543265564030967	0	0.000321739800057175	0	0.0531345368159996	0	0.03800538202118	0	0.00011392753575795	0	0	0.00101585386050839	0	0	0	0	0	0.000746858289968786	0.000563308371247644	0	0	0	0.000148738727239546	0.0403641039652057	0	0	0.00664682780380412	0	0	0	0	0	0	0.000193043880034305	0	0.00474276111821986	0	0	0.00563941302001855	0.00135763646778224	0	0.000407185451875638	0	0	0	0	0.000127641035432518	0.021575554526457	0	0	0	0	0	0	0
NS11	0.000183573701755983	0.00170846953525001	0	0	0	0	0.00166681835922134	0.00247901629178037	0.0166550711849451	0	0.00230007049847202	0	0	0.00288318696287338	0	6.71046724906323e-05	0	0.00024065123927675	0.163850327270259	0	0.0235313718200484	0.000438879984450228	0	0.0127498877732201	0	9.02442147287814e-05	0.00691023863038592	0	0	8.63876243557566e-05	0	0.00810809560024744	0.00013035275460824	0.0135381748454664	0	0.00719408368184055	0	0	0.00258700082222507	0.00583039332593896	0	0	9.02442147287814e-05	0.00494954808474009	0.00184576415252969	0.000124953528086005	0	0	0.000314697774438828	0.000220596969337021	0.0015827446890894	0.00624304849585262	0	0	0.0399581328549104	0	0.000142693843801919	0	4.78217206255081e-05	6.94186267144473e-05	0.000646364546518964	0	0	0	0.00354960577933207	0.000103356621997066	0	0.000108755848519301	0.000343236543199211	0.0001241822100114	0.00026070550921648	0	0.000172775248711513	0	0	0	0.000151949660697179	7.17325809382622e-05	0.000207484562068737	0	7.17325809382622e-05	0	0	0.00181722538376931	0	0	0	0	0	0.0208433283300501	0	0.0392963419468994	0	0.000185116337905193	0	0.00226150459474177	0	0.00531361021595363	0.00025916287306727	0	0.0117942246787846	0.000613969187385556	0.0779023542170273	0	0	0.00012726748230982	0	0.00907764242002589	0.126942757400411	8.09883978335218e-05	0	0.303210534353736	9.25581689525963e-05	0	0	0	0	0	0	0	0.00529124199179009	0	0	0.0438324635436512	0.00360745463492744	0	0.0003725466300342	0	0.000148864388398759	0	0	0.000277674506857789	0.00975408837145444	0.0022661325031894	0	0	0	0	0	0
NS13	0	0	7.4705019898066e-05	0	0	0.000340710744955666	0.000492913495776025	0	0.0641122669831739	0	0.0644592613279341	0	0	0.0592410807791664	0.000124275640578091	0.000159184528380926	0	0	0.128216854011031	0	4.04943098512881e-05	0	0	0.377959226419046	0	0.00158486350624869	0	0	0	0	0	0.052672624450185	0	0.0209795433917475	0	0	0.000851078684633108	0	0.00938001815262166	0	0.000254834880960693	0	3.70034210710047e-05	0.014827899183132	0	0.00383509041401941	0.000239474970327445	0	0.000562731271381694	0.0033694058507296	0	0.00879913425958249	0	5.58542204845354e-05	0.0610067723242338	0.000203169727012497	0	0	0.000588563848355791	0	0.00925713886755568	0	0	0	0.00120645116246596	3.83997765831181e-05	0	0.000283460168959017	0.000807791663757593	0.000979543391747539	0	0	0	0.000683516023179502	0	0.000545975005236333	0.0042414298680444	0	0.0010898554772045	0	0	0.000148013684284019	0	0	0	0	0	0	0	0.00519514068281785	0	0	0	0.000113802974237241	0	0	0	0	8.44795084828597e-05	0	5.93451092648188e-05	0	0.000169657194721776	0	0	0	0.000122879285065978	0	0.0355840256929414	0	0	0.000611603714305662	0	0	0	0	0	0	0.0002869510577393	0	0.0187886615932416	0	0	0.0122362633526496	0.000334427145151155	0	0	0	0	0	0	0.00207009704670809	0.0303909795433917	0	0	0.000201075193744327	0	0	0	0
NS21	0	0	3.60714308945301e-05	0	0	0.000230029288819216	0.00158714295935932	3.72541007599245e-05	0.000293893461550516	0	0.00413697918914971	0	0.000227663949088428	0.0265745918754128	0	8.45608953757017e-05	0	0	0.208673227724857	0	0.0016764345341966	0.00114955510916339	0	0.0537907821528021	0	0.00222164534214344	0.0072822896961662	0	0	0	0	0	0	0.0595586630863308	0	0	0.000465380592032708	0	0.00530900502575559	0	0.00762644662699598	0.000528062094898613	0	0.00334872972386433	0	0.000911838466219105	0.000687722526726861	0	0.00252026948315553	0.000952049241642516	0.00182840761189979	0.00370293934854996	0.000598430951889581	0	0.149390718052095	0	0	0	0.0247438189237822	0	0.00121164527709659	0	0	0	0.000507956707186907	0	7.74648761833351e-05	0	0.00120159258324074	0.0039483433456193	0.000135415699587662	0	6.85948521928769e-05	0.00232572029029815	0	0	0.00177223079329355	0.00429782229084336	0.000546984812744924	0	0	0	0	0	0	8.10128857795184e-05	0	0	0	0.0297660265071797	0	0	0	0	0	0	0	0	0	0	0.000564133525793143	0	0.0126545675597204	0	0	0	0	0	0.177267429449308	0.00018686183873232	0	0.000976885308815798	0	0	0	0	0	0	0	0	0.151352176023852	0	0	0.0031630505549974	0.00311160441585274	0	0	0	0	0	0	0.00264858916355082	0.0234008972916269	0	4.31674500868967e-05	0	0.00313821448782412	0.00523449682423574	0	0.000142511718780029
NS25	0	0	0	0	0	0.000172478778530669	0.00544553571344648	0	0.00924523850478288	0	0.00262712907898212	0	0	0.00618385767821945	0	0.000110442814590483	0	0	0.276850058135218	0	0.00401400884858431	0.00457703221828388	0.00085816416783924	0.0341014513595745	0	0.0079631619166857	0	0	0	0	0	0	0	0.0683030062064162	0	0	0.000552684042376203	0	0.00740013854698613	0	0	0	0	0.0040892039563906	0.000200206974534237	0.000373625691912484	0.000976596462634141	0	0.0108609933837705	0.000873673158824287	0	0.00519410207171921	0.00225773311188374	9.30539459102791e-05	0.187726466516088	0	0	0	0.0493721678467599	0	0.00233104834199487	0	0	0	0.00533744274597495	2.67882571559894e-05	0	0	0.00750212191194841	0.000885422394419019	0.000452580555109085	0.000227935170537805	0	0	0.000713883554735929	0.000182818105854033	0.00572093779578701	0.00136573114553167	0.000632108874996593	0	0	0	0.000553154011799992	0	0	0	8.83542516723862e-05	0	0	0.0189073398884669	0	0	0	0.000152740062731519	0.0136319331064321	0	0	0.00168343047601323	0	0	0.000913150590422587	0	0.0180637447727651	0	0	0	0	0.0147387110994559	0.190661895537076	7.09653829921825e-05	0	0.000194097372024976	0.000141460796560576	0	0	0	0	0	0	0.000222295537452333	0.00189162693075189	0	0	0.00103252282406507	0.00125998802517908	0	0	0	0	0	0	8.69443434010183e-05	0.0193946981809363	0.000285271440240098	7.23752912635504e-05	5.07566977692431e-05	0	0	0	0.000101513395538486
NS27	0	0	0	0	9.52749678880051e-05	0.000603696841981269	0.00198171933207051	0.00620499881772426	0.0108881965574556	0	0.0323501822783363	0	0	0.0385378583746264	0	0	0	0	0.135386595504927	0	0.158617231084238	0	0	0.0599929150069334	0	0.00024078582793514	0	0	0	0	0	0.0172482337320158	0	0.0468068594512335	0	0.0076782962757015	0.00221990675179052	0	0.0060005907048009	0	0.00721144893305028	0	0	0.00787490916397948	0	0.000352517381185619	0.000187951527560883	0	7.18892939518584e-05	0.000167164261839864	0	0.00880860384928193	5.023589215913e-05	0	0.150181065745791	0.00291541401737296	0	0	0.000392359640484239	0	0.00527476867670865	0	0	0	0.000381099871552021	0.000103070192533387	0.000349918972970492	0.000976135352816198	0.000286691039735725	0	0	0	0.00015070767647739	0.001706288061267	0	0.00265037637942996	7.5353838238695e-05	0.00878348590320236	0.0145502198686418	0.000309210577600162	0	0	0	0	0	0	0	0	0	0.0287037494164408	0	0.000564720718754358	0	0.000226927650787794	0	0	0	0	0	0.000623617971630579	0.00022086469828583	0	0.0144272285464591	0.00308604282349966	0	0	0	0	0.0982440823418241	0	0	6.84247496650219e-05	0	0	0	0	6.40940693064762e-05	0	0	0.0019999081895764	0.0480922053816499	0	0.000233856739361467	0.0413094938040956	0.000148975404333972	0	0.00010999928110706	0	0.00496295969089336	0	0	0.0145640780457891	0.00324021504426388	9.09442875294595e-05	5.45665725176757e-05	0	0	0.000298816944739652	0	0
NS28	0.00106913455546542	0	0	0	0	0.00030736111797484	0.00187188947535265	0.0376179874958265	0.0123950904184089	0	0.00581033046744202	0	0.000256134264979033	0.00616469975640125	0.000384502731897937	0	8.97976599573552e-05	0	0.0310687850075273	0.0104400326405454	0.0118749871932868	0.000500215152782582	0	0.0100187671082622	0	0.000556263356648583	0.000731037325693099	0.000253723589543936	0	0	0	0	0.000429100227447227	0.111284010110373	0.000420662863424389	0.000598450176762776	0.00751226732462035	0	0.00771355872345093	0	0.0149262996252605	0	0	0.00199302591596626	0.00131442078098652	0.000112699076590775	0	0	5.18295218545808e-05	0.000256736933837807	0.000436332253752518	0.00751467800005545	0	5.42401972896776e-05	0.0891407509012913	0.000761773437490583	0	4.03788135378711e-05	4.64055021256131e-05	0	0.000226000822040323	3.3749456091355e-05	0	0	0.000447782962069227	0	5.90615481598712e-05	0.00496599139629937	4.52001644080647e-05	0	0	0	0	0.000260955615849227	0.000229014166334194	0	0.00124933254423891	0.0128760201677107	0.00190322825600891	0	0	0	0	0	0	0	0	0	0	0.0134099847765846	0	4.21868201141937e-05	0	0	0	0	0	0.0019291430169362	0	0.000452001644080647	0.00420843664082021	0	0.0125776990826175	0.000747309384880003	0	4.70081709843873e-05	0	0.00281265556389917	0.00988738529704945	0	7.47309384880003e-05	0.514855184699925	0	0	0	0	0.000168144611598001	0	0	0	0.0164179050507266	0	0	0.0138384823351731	0.000142832519529484	0	0	0.000147653870399678	0.000338699898631098	0	0	0.00127464463630742	0.00521850964812576	0.00286689576118885	3.3749456091355e-05	0	0	4.88161775607099e-05	0	0.000145243194964581
NS29	0	0	0.000117049894094377	0.00042474392707301	0	0.000627303324637531	0	0	0.00405399154156813	0	0	0.00165271646870983	0.0015265549062129	0.0180810545985189	0	0.00112353880379214	0	0.00106256071525195	0.0223130741227216	0.00625130542172306	0.166030018041103	0.000508851635404299	0	0.165058574009877	0	4.13529565962171e-05	0	0	0	0.000594361138874443	0.000213072861105932	0	0	0.0610194414967808	0	0.00250711060584184	0.00144525078815932	0	0.000179429777773417	0	0.0108456889893197	8.76121961784261e-05	0	0.000196952217009102	0	0.00891541708311664	0.00130507127427384	0.000252323124993867	0.019102963254744	0.026774287152127	6.02771909707572e-05	0.0194204698536946	0	0	0.0628824272363188	0.000670058076372603	0	0	0.00210619719612936	0	0.000583847675333031	0	0	0	0.0231240126105491	0.000964435055532114	0	0	0	0.00746526001197133	0	0.000201858499995094	0.000244613251730166	0.00950907732442165	0	0	0.0284389188795171	0	0.00594641497902214	0	0.00108709213018191	0	0	0	0	0.018760224343294	0	5.39691128459105e-05	0	0.0046105042116935	0	0.000243211456591311	0	0.00186438753467691	0.00280288938014021	0	0	0	0	0	0.00113755675518068	0	5.67727031236201e-05	0	7.49960399287327e-05	0	0	0	0.0394247873827223	0	0	0.000306292237839778	0	0	0.000108639123261248	0	7.85005277758698e-05	0	0	0.0022197426023766	0.0572773493736078	0	0	0.125083582035154	0.0349600698654697	0.00115928457983293	0	0	0	0	0	0.00277555437493254	0.0152094772565748	7.63978350675876e-05	0.000278256335062681	5.81744982624749e-05	0.00636274813526202	0	0	0
NS30	0.00034800491503238	0	0.000126026471287446	0	0	0.00222551291341695	0.00127243772430564	0	0.000887913774979735	0.000479759862287438	0.000411734210172055	0	7.44701875789456e-05	0.024943932541467	0	0	0	0	0.0367911369019829	4.72599267327924e-05	0.0672566042167312	0	0	0.218729681811802	0	0.000234867514672059	0	0	0	0	0	0	0	0.0547176863831262	0	0.0159960530800583	0	0	0.0170665620265057	0	0.00213743759541493	0	0	0.00902306570848359	0	0.00176437059802425	0	0	0.00262579017165378	0.00316856326958494	0.0183755187851048	0.0321610962011612	0	0	0.0665233592928769	0	0	0	0.000143927958686231	0	0.0165416904159733	0	0	0	0.00025062082358299	0.000218398146265177	0	0	0.0016104178063947	0	0	0	0	0.00233220577831371	0	0	0.00780648062486216	0.000508402242125494	6.58774736275288e-05	0	0	0	0	4.43956887489868e-05	0	0.00141994598047163	0	0.000111705281368418	0	0.0918904829964512	0	0	0	0	0	0	0	0	0	0	5.51365811882578e-05	0	0.000126026471287446	0	0	0.00079840633798581	0	0	0.000355165509991894	0	0	0.000970260617014147	0	0.0439524479209929	0	0	0	0	0	0.000451117482449382	0.244226412284144	0	0	0.00649251144979134	0.000100248329433196	0.000116001638344127	0	0	0	0	0	0.00195770666193113	0	0	6.51614141315774e-05	0	0	0	0	0
NS32	0.000743084857008908	0	0	0	5.70401625253946e-05	0.00017424597593374	0.00344350679793718	0.00294108454446007	0.00938740428191905	0	0.00678934208470073	0	0.000873573995936865	0.00277308954524144	0.000236755743084857	5.23519299890608e-05	0.00159165494608533	7.0323488045007e-05	0.0636646350992343	0.000918112205032036	0.0108626347866854	0.00181434599156118	7.42303484919519e-05	0.0346038443506798	0	0.000645413345835287	0	0.000259415533677137	0	0	0	0	0	0.0860126582278481	0	0.00251054852320675	0.0136294733552118	0	0.0639482731676825	0.00116268166901078	0.0529887482419128	4.7663697452727e-05	0	0.00421003281762775	0.00301297077668386	0.00025707141740897	8.75136740115643e-05	0	0.000256290045319581	0.000421940928270042	0.000661822159712455	0.118983434911705	0.000639943741209564	0	0.142178465385216	0.00350367244882013	0	0	0.000157055789967182	0	0.00841459603062979	0	7.1886232223785e-05	0	0.000618846694796062	0.000171901859665573	0	0.00188232536333802	0.000134395999374902	0.000320362556649476	0	0.000110173464603844	0	0.000327394905453977	0.000152367557430849	0	0.0019260822003438	0.00340287544928895	0.00109470229723394	0	0	0	0.000239099859353024	0.00630176590092202	0	0	0	0	0	0.0205532114392874	0	0	0	5.62587904360056e-05	0	0.000160181278324738	0	0.00285904047507423	0	0	0.00176043131739334	0.000434442881700266	0.00700187529301453	0	0.000155493045788404	0.00017424597593374	0	0.00102047194874199	0.0370878262228473	0	4.37568370057822e-05	0.193649789029536	0	0	0	5.31333020784498e-05	0.000207844975777465	0	5.00078137208939e-05	5.07891858102829e-05	0.0320120331301766	0	0	0.0304203781840913	0.0019901547116737	0	0.000108610720425066	0	0	0	0	0.000664166275980622	0.00674167838724801	0.000593842787935615	0	0.000103141115799344	0	0	8.12626972964526e-05	0.000150804813252071
